ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
27	"ENSG00000205581"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348291	39348339	27	3701,2093,3243,2560,9539,1709,1845,3365,5555	3881,2661,2228,1350,2731,3001,1196,4245,4263	2598,5107,4645,1410,2534	488,4257,2726,1729,1164	3116	99	2.43501246056e-07	8.937256671649125e-06	0.029,0.024,0.044,0.057,0.1,0.018,0.047,0.025,0.04	0.145,0.037,0.051,0.025,0.065	-0.022
28	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348544	39348577	28	217,156,155,153,272,151,73,256,332	2556,2493,1595,979,2845,2123,1358,3278,3172	192,294,327,94,114	1620,3967,2726,1712,1088	192	99	0.394098031362	0.8627551497384325	0.042,0.031,0.048,0.075,0.047,0.035,0.027,0.039,0.051	0.058,0.037,0.058,0.028,0.051	-0.003
29	"ENSG00000205622"	"AF064858.6"	chr21	-	38923425	38923693	38923425	38923513	38923637	38923693	29	0,0,0,0,0,0,0,0,2	1,0,0,0,0,0,0,0,1	0,1,0,0,2	4,6,3,5,5	223	99	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,0.47	0.0,0.069,0.0,0.0,0.151	0.191
30	"ENSG00000157538"	"DSCR3"	chr21	-	37223419	37227806	37223419	37225626	37227653	37227806	30	64,21,8,4,95,343,36,29,88	353,218,125,120,241,206,154,234,449	39,19,36,8,22	69,252,132,113,153	2126	99	0.029697365579	0.14006603467858977	0.008,0.004,0.003,0.002,0.018,0.072,0.011,0.006,0.009	0.026,0.003,0.013,0.003,0.007	0.004
33	"ENSG00000159079"	"C21orf59"	chr21	-	32601666	32603292	32601666	32601973	32603160	32603292	33	174,17,150,107,237,208,8,68,116	79,10,52,6,71,56,19,51,42	0,211,38,30,141	4,52,36,41,58	1286	99	0.0821329474083	0.29365341470638767	0.145,0.116,0.182,0.579,0.204,0.222,0.031,0.093,0.175	0.0,0.238,0.075,0.053,0.158	0.089
34	"ENSG00000156253"	"RWDD2B"	chr21	-	29008239	29008621	29008239	29008307	29008394	29008621	34	26,1,34,34,41,93,0,33,17	32,9,25,34,41,128,28,88,58	2,32,10,13,10	2,46,7,33,22	186	99	0.768370691323	1.0	0.302,0.056,0.42,0.347,0.347,0.279,0.0,0.166,0.135	0.347,0.27,0.432,0.173,0.195	-0.055
35	"ENSG00000156239"	"N6AMT1"	chr21	-	28872190	28876491	28872190	28872739	28876311	28876491	35	218,30,54,184,147,12,0,25,209	19,0,43,33,51,109,20,2,33	0,136,6,114,63	0,58,32,24,18	3671	99	1	1.0	0.236,1.0,0.033,0.131,0.072,0.003,0.0,0.252,0.146	NA,0.059,0.005,0.114,0.086	0.142
36	"ENSG00000154734"	"ADAMTS1"	chr21	-	26838438	26839762	26838438	26838614	26839586	26839762	36	0,0,0,0,3,0,0,0,0	0,0,0,1,3,0,0,0,0	4,2,0,0,0	19,29,0,4,0	1071	99	1	1.0	NA,NA,NA,0.0,0.085,NA,NA,NA,NA	0.019,0.006,NA,0.0,NA	0.034
37	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840275	26840562	37	0,0,0,0,4,0,0,0,0	0,0,0,4,5,0,0,0,0	0,6,0,0,0	9,28,1,0,0	313	99	1	1.0	NA,NA,NA,0.0,0.202,NA,NA,NA,NA	0.0,0.063,0.0,NA,NA	0.08
38	"ENSG00000243064"	"ABCC13"	chr21	+	14288403	14291747	14288403	14288546	14291569	14291747	38	0,0,0,2,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,0	0,0,2,0,0	3122	99	1	1.0	NA,NA,NA,1.0,NA,NA,NA,NA,NA	NA,NA,0.0,NA,NA	1.0
42	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6496080	6492130	6492197	6495992	6496080	42	122,48,44,0,154,0,14,32,0	2,0,0,0,1,0,0,1,0	0,11,98,38,0	0,0,1,0,0	3894	99	1	1.0	0.608,1.0,1.0,NA,0.797,NA,1.0,0.449,NA	NA,1.0,0.714,1.0,NA	-0.096
44	"ENSG00000275464"	"CH507-9B2.5"	chr21	-	5135934	5137474	5135934	5136043	5137326	5137474	44	15,1,2,15,20,0,2,2,31	111,58,62,103,52,0,24,96,398	2,11,14,7,27	0,162,64,85,79	1382	99	1	1.0	0.01,0.001,0.002,0.01,0.027,NA,0.006,0.001,0.006	1.0,0.005,0.015,0.006,0.024	-0.202
45	"ENSG00000275464"	"CH507-9B2.5"	chr21	-	5139697	5141103	5139697	5139878	5140952	5141103	45	6,0,1,10,2,0,3,5,15	74,52,53,66,52,0,28,71,333	0,5,5,2,6	0,94,46,44,39	1173	99	1	1.0	0.007,0.0,0.002,0.013,0.003,NA,0.009,0.006,0.004	NA,0.004,0.009,0.004,0.013	-0.002
46	"ENSG00000100299"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406	46	155,6,129,30,33,70,0,43,34	11,6,5,0,0,0,3,0,0	15,145,17,15,38	2,0,0,0,1	504	99	0.00188340497698	0.01695064479282	0.735,0.164,0.835,1.0,1.0,1.0,0.0,1.0,1.0	0.596,1.0,1.0,1.0,0.882	-0.147
47	"ENSG00000100299"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	47	703,87,585,123,121,574,138,277,223	68,21,62,4,10,63,3,14,40	36,293,180,115,203	12,69,8,2,33	252	99	0.440035698341	0.9282836599937215	0.802,0.619,0.788,0.924,0.826,0.782,0.948,0.886,0.687	0.541,0.625,0.898,0.958,0.707	0.061
48	"ENSG00000205560"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	48	4,18,5,10,10,0,11,1,4	32,29,87,55,46,23,74,10,10	1,6,44,10,33	1,47,211,51,228	181	99	0.824424996211	1.0	0.064,0.253,0.03,0.09,0.106,0.0,0.075,0.052,0.18	0.354,0.065,0.102,0.097,0.073	-0.044
49	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	49	64,26,34,2,15,27,1,19,27	332,156,396,16,92,75,30,470,197	5,22,14,16,58	21,182,196,218,136	203	99	0.274529605512	0.6809609750239578	0.086,0.075,0.04,0.057,0.074,0.149,0.016,0.019,0.063	0.104,0.056,0.034,0.035,0.172	-0.016
50	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	50	61,22,31,1,11,26,1,15,19	3,3,1,0,0,0,0,5,0	5,14,12,14,51	0,5,0,6,2	188	99	0.00783228176997	0.05211906480923379	0.915,0.794,0.942,1.0,1.0,1.0,1.0,0.612,1.0	1.0,0.596,1.0,0.551,0.931	0.103
51	"ENSG00000100258"	"LMF2"	chr22	-	50504339	50504727	50504339	50504451	50504558	50504727	51	68,37,42,24,31,57,46,33,42	250,125,191,57,171,242,85,152,159	42,105,66,28,63	32,192,195,123,184	206	99	0.00517723986626	0.038123311742459996	0.116,0.125,0.096,0.168,0.08,0.102,0.206,0.094,0.113	0.387,0.208,0.14,0.099,0.141	-0.073
52	"ENSG00000100258"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537	52	78,39,51,17,33,42,17,23,71	4,4,10,1,1,0,0,0,8	20,94,56,29,83	0,2,5,9,2	348	99	0.970077641961	1.0	0.847,0.735,0.592,0.829,0.904,1.0,1.0,1.0,0.716	1.0,0.93,0.761,0.478,0.922	0.029
53	"ENSG00000100429"	"HDAC10"	chr22	-	50245674	50246092	50245674	50245827	50245909	50246092	53	89,39,34,29,36,43,25,29,87	235,134,149,115,206,344,114,193,344	13,35,49,35,115	41,300,221,154,327	181	99	0.748040633403	1.0	0.172,0.137,0.111,0.121,0.087,0.064,0.107,0.076,0.122	0.148,0.06,0.108,0.111,0.161	-0.007
54	"ENSG00000100429"	"HDAC10"	chr22	-	50246297	50246735	50246297	50246376	50246678	50246735	54	48,33,33,15,29,40,11,14,33	270,243,101,146,219,313,95,170,353	8,54,36,24,47	45,319,209,161,319	401	99	0.153431933327	0.46000205664980603	0.042,0.032,0.075,0.025,0.032,0.031,0.028,0.02,0.023	0.042,0.04,0.041,0.035,0.035	-0.004
55	"ENSG00000100429"	"HDAC10"	chr22	-	50246678	50246966	50246678	50246735	50246874	50246966	55	43,25,12,9,40,59,9,25,52	286,224,104,148,240,327,114,184,368	17,40,68,17,66	39,347,220,173,313	238	99	0.00402616656702	0.031008082839114687	0.059,0.044,0.046,0.025,0.065,0.07,0.032,0.053,0.056	0.153,0.046,0.114,0.039,0.081	-0.037
56	"ENSG00000100429"	"HDAC10"	chr22	-	50248224	50248472	50248224	50248292	50248365	50248472	56	37,23,31,29,12,45,1,8,28	172,141,71,69,186,209,83,135,305	9,32,16,16,38	22,290,162,122,203	172	99	0.523327752869	1.0	0.11,0.086,0.201,0.195,0.036,0.11,0.007,0.033,0.05	0.191,0.06,0.054,0.07,0.097	-0.002
57	"ENSG00000100429"	"HDAC10"	chr22	-	50250770	50251385	50250770	50250905	50250973	50251385	57	32,31,27,45,27,24,22,35,59	28,16,50,35,49,101,26,88,129	18,64,65,31,32	6,102,50,43,95	167	99	0.422321173477	0.9055522012756485	0.404,0.535,0.242,0.433,0.246,0.123,0.334,0.191,0.213	0.64,0.271,0.435,0.299,0.166	-0.06
58	"ENSG00000170638"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	58	1109,163,104,187,233,865,912,153,403	704,121,78,251,304,402,330,222,546	399,498,521,242,400	122,406,291,330,331	178	99	0.37993998168	0.84355294609293	0.467,0.428,0.426,0.293,0.299,0.545,0.606,0.277,0.291	0.645,0.406,0.499,0.29,0.402	-0.045
59	"ENSG00000186654"	"PRR5"	chr22	+	44702217	44702608	44702217	44702409	44702491	44702608	59	71,61,34,23,48,109,72,183,241	2,0,0,0,2,0,0,12,9	11,102,81,100,103	0,0,2,0,4	181	99	0.0256459618711	0.1258983582763091	0.951,1.0,1.0,1.0,0.929,1.0,1.0,0.893,0.936	1.0,1.0,0.957,1.0,0.934	-0.011
60	"ENSG00000198951"	"NAGA"	chr22	-	42070281	42070830	42070281	42070366	42070762	42070830	60	327,295,234,70,150,214,36,161,316	0,6,5,0,0,0,4,0,3	24,251,125,164,155	0,0,2,0,0	495	99	0.0602606504028	0.23651172564106468	1.0,0.908,0.903,1.0,1.0,1.0,0.643,1.0,0.955	1.0,1.0,0.926,1.0,1.0	-0.051
62	"ENSG00000100417"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584280	41584372	62	79,29,12,0,96,50,0,7,27	103,23,13,0,45,58,0,17,27	64,316,24,4,42	12,53,11,15,42	321	99	1	1.0	0.191,0.28,0.222,NA,0.397,0.21,NA,0.113,0.236	0.622,0.648,0.402,0.076,0.236	-0.161
63	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	63	119,33,46,1,226,44,0,20,36	179,26,107,63,163,96,37,146,171	41,109,64,31,71	2,158,20,76,37	2315	99	8.96650446114e-06	0.00019870112244545153	0.028,0.051,0.018,0.001,0.056,0.019,0.0,0.006,0.009	0.467,0.029,0.12,0.017,0.076	-0.121
64	"ENSG00000100395"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	64	8,5,9,20,26,94,0,16,16	159,37,78,56,157,134,17,145,224	0,35,4,8,14	18,214,35,92,69	579	99	0.0631912530419	0.24552033863632214	0.009,0.023,0.019,0.058,0.028,0.107,0.0,0.019,0.012	0.0,0.027,0.019,0.015,0.034	0.012
65	"ENSG00000100380"	"ST13"	chr22	-	40840625	40840692	40840625	40840653	40840655	40840692	65	1237,672,497,614,628,880,482,1110,1181	0,0,0,0,0,0,0,0,0	709,1606,1211,688,386	2,0,0,0,0	101	99	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.997,1.0,1.0,1.0,1.0	0.001
66	"ENSG00000128272"	"ATF4"	chr22	+	39520563	39521671	39520563	39520751	39521353	39521671	66	441,735,688,361,4492,1516,1044,622,797	655,2108,710,201,3183,577,1139,1129,877	1542,1757,1803,432,586	1182,905,1319,485,530	701	99	0.000565836630801	0.006612687789808701	0.087,0.047,0.12,0.202,0.166,0.271,0.115,0.072,0.114	0.156,0.215,0.162,0.112,0.135	-0.023
68	"ENSG00000100316"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	68	336,357,190,164,140,652,451,533,400	6308,6161,3415,3149,2417,12237,8280,8658,6707	588,721,630,319,86	12870,15298,14428,7100,2045	305	99	0.000754146927422	0.008239493639601293	0.017,0.018,0.018,0.017,0.018,0.017,0.017,0.02,0.019	0.015,0.015,0.014,0.014,0.013	0.004
69	"ENSG00000100316"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	69	1255,1004,974,550,1015,2167,1370,1409,1196	228,437,184,16,549,288,506,566,162	1900,2361,2247,840,374	1388,484,1106,228,56	895	99	0.0932669847029	0.32265706490001783	0.378,0.203,0.369,0.792,0.17,0.454,0.23,0.216,0.45	0.132,0.35,0.183,0.29,0.425	0.086
70	"ENSG00000128298"	"BAIAP2L2"	chr22	-	38086241	38086449	38086241	38086347	38086389	38086449	70	3,0,4,0,12,0,15,0,0	2,0,0,0,7,0,0,0,0	0,0,0,0,0	0,8,2,0,14	141	99	1	1.0	0.513,NA,1.0,NA,0.546,NA,1.0,NA,NA	NA,0.0,0.0,NA,0.0	0.765
71	"ENSG00000100151"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	71	119,19,101,38,33,212,54,32,62	124,23,118,49,51,162,61,118,116	73,206,187,52,129	20,145,60,109,101	582	99	0.000238052923462	0.003204506115829444	0.14,0.123,0.127,0.117,0.099,0.182,0.131,0.044,0.083	0.383,0.195,0.346,0.075,0.178	-0.119
72	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37832957	37833082	37833158	37833206	72	134,65,145,28,573,480,168,139,167	104,24,76,68,196,129,15,55,92	296,310,214,37,51	11,76,12,33,64	175	99	0.11703714372	0.3804944484678423	0.422,0.605,0.519,0.189,0.623,0.678,0.864,0.588,0.507	0.938,0.698,0.91,0.388,0.311	-0.094
73	"ENSG00000100055"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	73	382,75,24,55,0,23,1,0,53	962,90,161,174,0,50,14,0,162	34,36,45,22,218	29,112,135,52,286	591	99	1	1.0	0.062,0.122,0.024,0.05,NA,0.072,0.012,NA,0.052	0.164,0.051,0.053,0.066,0.113	-0.033
74	"ENSG00000133466"	"C1QTNF6"	chr22	-	37180166	37182735	37180166	37180867	37182151	37182735	74	27,83,0,0,25,7,296,22,21	0,0,0,0,4,27,6,0,0	8,237,93,23,20	0,6,23,3,2	1383	99	1	1.0	1.0,1.0,NA,NA,0.309,0.018,0.779,1.0,1.0	1.0,0.739,0.224,0.354,0.417	0.183
75	"ENSG00000100365"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	75	281,81,572,270,9,578,248,232,252	607,454,1697,538,56,1499,292,980,1125	60,386,231,156,578	99,1164,505,572,961	344	99	0.0209823179438	0.10808654572365395	0.118,0.049,0.088,0.126,0.044,0.1,0.196,0.064,0.061	0.149,0.087,0.116,0.073,0.148	-0.021
76	"ENSG00000100360"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036	76	293,39,164,153,174,543,11,156,161	7,6,4,2,39,4,11,35,20	18,477,112,45,165	0,35,6,7,8	5608	99	0.769022937503	1.0	0.425,0.103,0.42,0.575,0.073,0.706,0.017,0.073,0.124	1.0,0.194,0.248,0.102,0.267	-0.083
77	"ENSG00000100360"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125	77	90,37,42,37,60,89,28,128,128	2,0,2,1,5,0,0,8,4	6,133,16,36,48	0,0,0,1,10	335	99	0.810931186864	1.0	0.93,1.0,0.861,0.916,0.78,1.0,1.0,0.825,0.904	1.0,1.0,1.0,0.914,0.587	0.013
79	"ENSG00000100225"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281	79	564,672,704,478,2629,409,442,900,562	1,12,53,24,76,101,12,160,7	1234,2362,2371,217,263	1035,558,437,45,14	5375	99	2.48511378143e-09	1.6678663635940198e-07	0.912,0.508,0.197,0.268,0.389,0.069,0.404,0.094,0.597	0.021,0.072,0.091,0.082,0.257	0.277
80	"ENSG00000138942"	"RNF185"	chr22	+	31204488	31207013	31204488	31204966	31205376	31207013	80	742,135,160,343,220,170,67,155,363	6,0,0,0,0,0,0,0,0	230,548,143,318,195	0,2,0,2,5	509	99	0.538130196624	1.0	0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.982,1.0,0.969,0.884	0.029
82	"ENSG00000198832"	"SELM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	82	2,0,0,0,45,0,0,0,0	49,2,0,3,155,12,23,0,0	24,37,51,19,0	94,110,441,155,0	1510	99	1	1.0	0.003,0.0,NA,0.0,0.019,0.0,0.0,NA,NA	0.016,0.022,0.008,0.008,NA	-0.01
84	"ENSG00000183963"	"SMTN"	chr22	+	31096997	31097338	31096997	31097060	31097268	31097338	84	0,2,24,0,302,9,9,8,8	7,4,31,23,1186,49,33,34,34	10,16,20,0,8	5,114,11,17,23	307	99	0.212036214005	0.5791547287183081	0.0,0.139,0.2,0.0,0.076,0.056,0.081,0.071,0.071	0.392,0.043,0.37,0.0,0.101	-0.104
85	"ENSG00000183963"	"SMTN"	chr22	+	31099061	31099896	31099061	31099179	31099744	31099896	85	1,0,0,0,98,2,12,8,3	32,17,60,13,1615,31,23,52,67	1,13,4,6,1	40,122,40,36,37	664	99	0.767295568761	1.0	0.005,0.0,0.0,0.0,0.009,0.01,0.072,0.022,0.007	0.004,0.016,0.015,0.024,0.004	0.001
86	"ENSG00000100003"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30415947	30416087	86	0,0,0,6,7,2,0,2,0	0,0,0,0,17,23,0,0,0	0,10,7,1,4	0,16,0,0,0	181	99	1	1.0	NA,NA,NA,1.0,0.184,0.045,NA,1.0,NA	NA,0.255,1.0,1.0,1.0	-0.256
87	"ENSG00000187860"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30371649	30371727	87	27,4,0,0,57,0,8,12,17	0,0,0,2,33,10,0,0,1	43,11,25,3,21	6,4,9,1,0	798	99	1	1.0	1.0,1.0,NA,0.0,0.176,0.0,1.0,1.0,0.678	0.471,0.254,0.256,0.271,1.0	0.156
88	"ENSG00000100325"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	88	57,61,66,18,26,44,36,21,36	448,223,242,208,360,259,149,360,537	231,75,84,25,24	219,630,320,233,331	185	99	0.0325486936583	0.14964688939730372	0.064,0.128,0.127,0.044,0.037,0.083,0.114,0.03,0.035	0.361,0.06,0.123,0.054,0.037	-0.053
90	"ENSG00000100276"	"RASL10A"	chr22	-	29312932	29313987	29312932	29313568	29313862	29313987	90	0,24,111,3,160,0,13,13,51	0,4,108,6,65,0,6,51,26	168,47,21,0,20	39,11,13,0,10	393	99	1	1.0	NA,0.602,0.206,0.112,0.383,NA,0.353,0.06,0.331	0.52,0.518,0.289,NA,0.335	-0.123
91	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	91	3135,1929,2381,1178,3051,1950,2106,1971,2237	584,356,248,320,310,577,205,862,874	2619,3877,2471,642,2719	313,885,254,124,240	2874	99	0.000974182945118	0.010080862282300361	0.156,0.157,0.249,0.113,0.253,0.104,0.261,0.073,0.081	0.224,0.131,0.251,0.151,0.281	-0.047
92	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29291564	29291599	92	3425,2184,2520,1378,3273,2270,2211,2393,2768	0,0,0,0,1,0,0,0,0	2825,4341,2569,717,2869	0,0,2,0,0	2908	99	1	1.0	1.0,1.0,1.0,1.0,0.991,1.0,1.0,1.0,1.0	1.0,1.0,0.978,1.0,1.0	0.003
93	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	93	3177,1955,2395,1192,3093,1993,2119,2005,2304	847,690,399,403,423,748,293,1028,1208	2649,3926,2490,656,2739	731,1288,323,196,357	2877	99	0.00622379475947	0.04383716308844087	0.114,0.089,0.171,0.092,0.201,0.084,0.199,0.063,0.062	0.111,0.095,0.21,0.103,0.209	-0.026
