ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"ENSG00000141959"	"PFKL"	chr21	+	44325731	44326060	44325960	44326060	44325152	44325264	12	154,96,84,72,99,235,313,112,231	1093,991,742,577,604,1244,722,1544,2065	38,163,203,52,97	22,1653,753,527,644	328	99	0.0603683825199	0.41597360923808807	0.041,0.028,0.033,0.036,0.047,0.054,0.116,0.021,0.033	0.343,0.029,0.075,0.029,0.043	-0.058
17	"ENSG00000160209"	"PDXK"	chr21	+	43743668	43743807	43743723	43743807	43741666	43741771	17	0,13,20,0,12,6,38,6,9	72,166,489,39,266,220,271,145,176	3,5,16,4,9	38,141,182,99,170	154	99	0.875674451026	1.0	0.0,0.048,0.026,0.0,0.028,0.017,0.083,0.026,0.032	0.048,0.022,0.053,0.025,0.033	-0.007
18	"ENSG00000160209"	"PDXK"	chr21	+	43755476	43755764	43755697	43755764	43753582	43753719	18	1,3,15,0,8,0,4,4,5	39,85,376,4,188,153,176,111,185	0,5,8,4,6	21,140,142,61,147	320	99	0.880503664517	1.0	0.008,0.011,0.012,0.0,0.013,0.0,0.007,0.011,0.008	0.0,0.011,0.017,0.02,0.012	-0.004
19	"ENSG00000160199"	"PKNOX1"	chr21	+	43028614	43028874	43028701	43028874	43021302	43021431	19	7,1,0,0,2,0,2,4,0	0,0,0,0,0,0,0,0,0	1,0,3,1,0	0,0,2,0,0	186	99	1	1.0	1.0,1.0,NA,NA,1.0,NA,1.0,1.0,NA	1.0,NA,0.444,1.0,NA	0.185
20	"ENSG00000173276"	"ZBTB21"	chr21	-	42002349	42002563	42002349	42002503	42002896	42002961	20	21,113,17,0,63,51,73,44,34	0,0,0,0,0,0,0,0,0	14,97,302,32,0	0,0,1,0,0	159	99	1	1.0	1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.995,1.0,NA	0.001
21	"ENSG00000157601"	"MX1"	chr21	+	41421837	41422095	41421974	41422095	41420514	41420817	21	1,0,19,0,4,0,0,0,0	0,0,0,0,0,1,0,0,0	0,17,12,10,18	0,3,0,2,0	236	99	1	1.0	1.0,NA,1.0,NA,1.0,0.0,NA,NA,NA	NA,0.704,1.0,0.677,1.0	-0.095
22	"ENSG00000157601"	"MX1"	chr21	+	41432030	41432175	41432049	41432175	41427754	41427866	22	10,0,2,0,3,0,0,1,4	14,0,0,0,1,0,0,0,1	10,13,8,10,0	12,8,16,9,7	118	99	1	1.0	0.375,NA,1.0,NA,0.716,NA,NA,1.0,0.77	0.411,0.577,0.296,0.482,0.0	0.419
23	"ENSG00000157601"	"MX1"	chr21	+	41432030	41432175	41432049	41432175	41430532	41430608	23	23,0,10,0,17,0,0,1,5	130,36,144,47,27,14,33,13,46	60,28,41,10,6	117,125,130,58,26	118	99	2.21506085696e-07	2.4015185113749873e-05	0.129,0.0,0.055,0.0,0.346,0.0,0.0,0.061,0.084	0.301,0.158,0.209,0.126,0.162	-0.116
24	"ENSG00000157578"	"LCA5L"	chr21	-	39429130	39429394	39429130	39429211	39435419	39435542	24	3,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,2	0,2,1,2,0	0,2,0,0,0	282	99	1	1.0	1.0,NA,NA,NA,1.0,NA,NA,NA,0.0	NA,0.26,1.0,1.0,NA	-0.087
27	"ENSG00000182093"	"WRB"	chr21	+	39428231	39428528	39428323	39428528	39391777	39391836	27	2,0,0,0,7,0,3,0,0	0,0,0,0,0,0,0,0,0	0,0,10,0,3	0,0,2,0,0	191	99	1	1.0	1.0,NA,NA,NA,1.0,NA,1.0,NA,NA	NA,NA,0.722,NA,1.0	0.139
28	"ENSG00000182093"	"WRB"	chr21	+	39428231	39428528	39428323	39428528	39410868	39410937	28	2,0,0,0,8,0,3,0,0	0,0,0,0,16,0,0,0,0	0,0,10,0,5	0,0,7,3,0	191	99	1	1.0	1.0,NA,NA,NA,0.206,NA,1.0,NA,NA	NA,NA,0.425,0.0,1.0	0.26
29	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39347292	39345829	39345958	39347378	39347483	29	2226,1246,1880,1532,7196,1069,1329,1868,3247	47,47,66,11,134,55,3,32,89	1553,2866,2719,816,1496	16,29,82,25,5	1433	99	0.0892132672872	0.5396268603918559	0.766,0.647,0.663,0.906,0.788,0.573,0.968,0.801,0.716	0.87,0.872,0.696,0.693,0.954	-0.058
30	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347483	39347378	39347478	39348291	39348339	30	100,90,97,68,329,47,60,124,170	49,37,16,48,122,23,0,45,110	33,99,132,69,38	9,53,88,46,11	104	99	0.126635936209	0.6860447777546393	0.66,0.698,0.852,0.574,0.72,0.66,1.0,0.724,0.595	0.777,0.64,0.588,0.588,0.767	0.048
31	"ENSG00000205581"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348421	39348451	31	6925,4954,5255,3770,13229,4279,3589,7329,9450	2,0,0,0,0,0,0,0,5	4376,9611,7898,3301,3730	0,2,1,0,2	3164	99	1	1.0	0.991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.983	1.0,0.993,0.996,1.0,0.983	0.003
32	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348902	39349054	32	1747,1725,1080,750,1925,1568,904,2349,2215	0,0,0,0,0,0,0,0,0	995,3083,2078,1366,866	2,5,0,0,0	225	99	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.995,0.996,1.0,1.0,1.0	0.002
33	"ENSG00000185658"	"BRWD1"	chr21	-	39264459	39264685	39264459	39264564	39264890	39265019	33	483,91,138,227,382,142,127,142,197	0,0,0,0,1,0,0,0,0	232,169,211,96,135	0,0,0,0,0	220	99	1	1.0	1.0,1.0,1.0,1.0,0.994,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.001
34	"ENSG00000185658"	"BRWD1"	chr21	-	39264459	39264685	39264459	39264564	39264985	39265019	34	243,40,58,85,198,61,63,63,108	0,0,0,0,5,0,0,0,0	103,91,101,46,69	0,0,0,0,0	220	99	1	1.0	1.0,1.0,1.0,1.0,0.947,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.006
35	"ENSG00000157540"	"DYRK1A"	chr21	+	37478180	37478300	37478207	37478300	37472683	37472880	35	8,5,1,1,7,0,0,8,8	31,16,1,7,37,36,13,11,30	6,1,3,0,0	52,31,30,7,7	126	99	0.00504125379553	0.07125138409028788	0.169,0.197,0.44,0.101,0.129,0.0,0.0,0.364,0.173	0.083,0.025,0.073,0.0,0.0	0.139
36	"ENSG00000157538"	"DSCR3"	chr21	-	37232376	37232645	37232376	37232451	37233361	37233442	36	11,9,7,7,15,6,0,1,16	287,170,103,75,228,174,94,221,445	1,11,4,6,13	35,250,71,157,120	293	99	0.220300109401	0.9726136273296727	0.013,0.018,0.022,0.031,0.022,0.012,0.0,0.002,0.012	0.01,0.015,0.019,0.013,0.035	-0.004
38	"ENSG00000237945"	"LINC00649"	chr21	+	33969236	33969598	33969240	33969598	33945809	33945895	38	69,2,19,5,0,0,0,17,25	4,0,0,0,0,0,0,0,1	0,0,10,26,9	0,0,0,2,0	103	99	1	1.0	0.943,1.0,1.0,1.0,NA,NA,NA,1.0,0.96	NA,NA,1.0,0.926,1.0	0.008
39	"ENSG00000241837"	"ATP5O"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	39	41,20,25,6,29,69,57,61,44	2067,2154,2246,908,2002,4420,1799,3253,2883	30,82,32,21,33	1308,3706,1557,1367,1230	116	99	0.00981229233551	0.11418788567071081	0.017,0.008,0.009,0.006,0.012,0.013,0.026,0.016,0.013	0.019,0.019,0.017,0.013,0.022	-0.005
40	"ENSG00000205726"	"ITSN1"	chr21	+	33750142	33750322	33750253	33750322	33735043	33735204	40	34,39,32,33,146,26,2,117,150	0,17,9,2,20,21,0,4,6	1,33,45,23,7	0,4,8,1,0	210	99	0.431234925235	1.0	1.0,0.52,0.626,0.886,0.775,0.369,1.0,0.932,0.922	1.0,0.795,0.726,0.916,1.0	-0.106
41	"ENSG00000205726"	"ITSN1"	chr21	+	33772038	33772323	33772060	33772323	33767712	33767828	41	0,1,0,0,4,2,2,0,3	8,2,49,26,101,11,0,83,59	1,4,4,6,2	1,27,18,26,1	121	99	0.000614905560711	0.015310075952004985	0.0,0.29,0.0,0.0,0.031,0.129,1.0,0.0,0.04	0.45,0.108,0.154,0.159,0.621	-0.133
44	"ENSG00000159147"	"DONSON"	chr21	-	33584589	33584768	33584589	33584726	33585977	33586181	44	47,129,22,64,178,107,25,119,128	0,0,0,0,0,0,0,0,1	121,122,107,40,176	0,0,0,0,0	141	99	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989	1.0,1.0,1.0,1.0,1.0	-0.001
45	"ENSG00000159147"	"DONSON"	chr21	-	33585977	33586181	33585977	33586060	33587521	33587602	45	60,119,43,76,194,166,2,172,174	3,17,0,0,5,0,0,1,3	96,151,74,59,202	13,4,5,0,2	220	99	0.138961820047	0.7231756585642072	0.9,0.759,1.0,1.0,0.946,1.0,1.0,0.987,0.963	0.769,0.944,0.869,1.0,0.978	0.039
46	"ENSG00000159140"	"SON"	chr21	+	33576364	33577481	33576417	33577481	33575777	33575893	46	40,4,8,13,8,14,5,4,16	148,13,79,91,75,66,31,25,71	2,10,3,7,10	16,107,25,38,102	152	99	0.011362223247	0.12664553066630949	0.15,0.167,0.062,0.085,0.065,0.121,0.095,0.094,0.128	0.075,0.057,0.072,0.107,0.06	0.033
49	"ENSG00000159082"	"SYNJ1"	chr21	-	32678644	32678810	32678644	32678801	32681495	32681648	49	25,4,0,17,89,0,16,4,15	1,0,0,0,2,0,0,6,0	29,18,20,12,15	0,0,0,0,2	108	99	1	1.0	0.958,1.0,NA,1.0,0.976,NA,1.0,0.379,1.0	1.0,1.0,1.0,1.0,0.873	-0.073
50	"ENSG00000159079"	"C21orf59"	chr21	-	32601666	32603292	32601666	32601973	32604124	32604283	50	563,111,630,408,580,1361,34,501,594	0,0,0,0,3,25,0,8,8	4,807,139,296,557	0,3,4,0,0	1418	99	0.00586056243419	0.07954947266059802	1.0,1.0,1.0,1.0,0.931,0.792,1.0,0.814,0.838	1.0,0.949,0.708,1.0,1.0	-0.001
51	"ENSG00000156304"	"SCAF4"	chr21	-	31685048	31685240	31685048	31685174	31685397	31685484	51	143,80,64,95,164,86,107,80,268	72,30,35,51,51,34,32,50,101	183,129,128,55,67	54,66,62,19,23	165	99	0.593696126882	1.0	0.544,0.615,0.523,0.528,0.659,0.603,0.667,0.49,0.614	0.67,0.54,0.553,0.635,0.636	-0.024
52	"ENSG00000156304"	"SCAF4"	chr21	-	31696568	31696750	31696568	31696736	31700994	31701171	52	158,151,60,127,204,23,60,73,274	0,0,0,0,2,0,0,0,0	236,142,224,77,71	1,0,8,0,0	113	99	1	1.0	1.0,1.0,1.0,1.0,0.989,1.0,1.0,1.0,1.0	0.995,1.0,0.961,1.0,1.0	0.008
57	"ENSG00000215559"	"ANKRD20A11P"	chr21	-	13945038	13945143	13945038	13945109	13951066	13951139	57	0,0,0,0,3,0,0,0,0	0,0,0,0,31,19,0,0,0	0,0,0,0,0	0,11,24,4,0	133	99	1	1.0	NA,NA,NA,NA,0.067,0.0,NA,NA,NA	NA,0.0,0.0,0.0,NA	0.034
61	"ENSG00000177989"	"ODF3B"	chr22	-	50531190	50531341	50531190	50531295	50531569	50531773	61	4,18,22,0,6,22,0,13,29	21,86,48,0,16,3,21,69,41	21,24,46,15,7	4,53,50,29,17	145	99	1	1.0	0.115,0.125,0.238,NA,0.204,0.834,0.0,0.114,0.326	0.782,0.236,0.386,0.261,0.219	-0.132
62	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526156	50526000	50526141	50526245	50526476	62	7,7,4,1,4,1,0,11,8	332,156,396,16,92,75,30,470,197	0,13,2,8,9	21,182,196,218,136	114	99	0.0267614798666	0.23761441983380052	0.018,0.038,0.009,0.051,0.036,0.011,0.0,0.02,0.034	0.0,0.058,0.009,0.031,0.054	-0.006
63	"ENSG00000100258"	"LMF2"	chr22	-	50504339	50504727	50504339	50504451	50504801	50504984	63	465,231,356,103,255,463,266,202,293	0,0,0,0,0,0,0,0,0	104,506,304,183,359	0,0,4,0,0	375	99	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.953,1.0,1.0	0.009
66	"ENSG00000100429"	"HDAC10"	chr22	-	50246297	50246735	50246297	50246376	50246874	50246966	66	314,234,132,159,253,359,117,193,379	0,0,0,1,0,0,0,0,0	44,379,240,185,335	0,0,0,0,0	458	99	1	1.0	1.0,1.0,1.0,0.972,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.003
67	"ENSG00000100429"	"HDAC10"	chr22	-	50248224	50248472	50248224	50248292	50248661	50248751	67	196,151,89,109,179,217,68,129,311	0,0,7,0,0,0,0,4,7	44,300,159,142,250	0,0,0,1,4	279	99	0.134007042121	0.7079182774868804	1.0,1.0,0.819,1.0,1.0,1.0,1.0,0.92,0.94	1.0,1.0,1.0,0.981,0.957	-0.023
68	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249102	50249168	68	162,105,78,87,197,169,33,161,296	26,4,6,11,5,25,0,0,26	16,243,160,86,164	6,33,10,3,13	130	99	0.404148273836	1.0	0.826,0.952,0.908,0.858,0.968,0.837,1.0,1.0,0.897	0.67,0.849,0.924,0.956,0.906	0.055
69	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249327	50249454	69	43,30,21,14,50,43,57,28,63	8,0,7,2,5,6,7,2,18	16,58,65,28,38	0,11,6,1,2	130	99	0.0830444283136	0.5158514587097066	0.804,1.0,0.696,0.842,0.884,0.845,0.861,0.914,0.727	1.0,0.801,0.892,0.955,0.935	-0.075
70	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249198	50249102	50249168	50249327	50249454	70	13,2,2,2,4,4,0,3,7	155,84,61,95,163,182,51,118,270	0,7,6,8,8	14,234,117,99,151	129	99	0.0924205784572	0.5500919072174552	0.06,0.018,0.025,0.016,0.018,0.017,0.0,0.019,0.02	0.0,0.022,0.038,0.058,0.039	-0.01
71	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249634	50249703	71	33,13,7,14,39,48,5,25,57	0,0,0,0,1,0,0,0,0	9,45,42,28,32	0,0,0,2,0	130	99	1	1.0	1.0,1.0,1.0,1.0,0.967,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.914,1.0	0.014
72	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249198	50249102	50249168	50249634	50249703	72	13,0,2,2,3,4,0,3,7	2,0,0,0,11,0,4,2,0	0,7,5,5,8	0,0,0,0,0	129	99	1	1.0	0.833,NA,1.0,1.0,0.173,1.0,0.0,0.535,1.0	NA,1.0,1.0,1.0,1.0	-0.307
73	"ENSG00000100429"	"HDAC10"	chr22	-	50249327	50249516	50249327	50249454	50249634	50249703	73	21,5,17,1,10,17,13,14,38	176,111,78,100,169,262,107,155,324	2,11,17,23,11	29,272,148,79,155	161	99	0.773894550309	1.0	0.068,0.027,0.118,0.006,0.035,0.038,0.07,0.053,0.067	0.041,0.024,0.066,0.152,0.042	-0.011
74	"ENSG00000100429"	"HDAC10"	chr22	-	50249634	50249719	50249634	50249703	50249859	50249964	74	6,2,4,4,9,5,2,1,13	214,124,81,111,168,263,139,195,315	2,5,4,4,17	27,250,184,79,119	115	99	0.0289355977261	0.24949780549667505	0.024,0.014,0.041,0.03,0.044,0.016,0.012,0.004,0.034	0.06,0.017,0.018,0.042,0.11	-0.025
75	"ENSG00000170638"	"TRABD"	chr22	+	50197822	50198186	50198074	50198186	50197448	50197588	75	2882,441,266,628,705,2017,1927,529,1243	15,24,4,0,6,0,55,6,21	667,1276,1117,599,1014	66,25,37,4,0	351	99	0.00078193397496	0.018298536873039343	0.982,0.838,0.949,1.0,0.971,1.0,0.908,0.961,0.943	0.74,0.935,0.895,0.977,1.0	0.041
78	"ENSG00000186654"	"PRR5"	chr22	+	44731678	44731821	44731729	44731821	44726576	44726634	78	3,3,5,3,2,4,0,3,5	214,40,63,86,68,306,35,200,282	0,9,11,4,3	10,236,166,168,71	150	99	0.0125140294945	0.1342406447686239	0.009,0.047,0.05,0.023,0.019,0.009,0.0,0.01,0.012	0.0,0.025,0.042,0.015,0.027	-0.002
79	"ENSG00000186654"	"PRR5"	chr22	+	44731678	44731821	44731734	44731821	44726576	44726634	79	8,3,10,3,5,12,1,11,16	39,6,9,9,3,63,10,20,6	1,17,22,8,5	8,29,25,13,14	155	99	0.666654796738	1.0	0.116,0.242,0.415,0.176,0.516,0.108,0.06,0.26,0.63	0.074,0.272,0.36,0.282,0.186	0.046
80	"ENSG00000186654"	"PRR5"	chr22	+	44731729	44731821	44731734	44731821	44726576	44726634	80	219,40,68,86,71,314,36,208,293	39,6,9,9,3,63,10,20,6	11,244,177,172,73	8,29,25,13,14	104	99	0.306711382652	1.0	0.842,0.864,0.878,0.901,0.957,0.826,0.774,0.908,0.979	0.567,0.889,0.871,0.926,0.832	0.064
81	"ENSG00000189306"	"RRP7A"	chr22	-	42516010	42516296	42516010	42516136	42518004	42518147	81	18,10,21,5,9,18,19,24,21	386,183,348,160,187,916,465,585,585	5,15,11,12,15	33,449,305,135,353	259	99	0.416313745652	1.0	0.018,0.02,0.023,0.012,0.018,0.007,0.015,0.015,0.014	0.055,0.013,0.014,0.033,0.016	-0.01
82	"ENSG00000100207"	"TCF20"	chr22	-	42168608	42168736	42168608	42168703	42169846	42169896	82	2,0,0,0,4,0,0,0,1	4,0,13,2,2,0,0,2,2	0,0,5,0,2	0,7,0,1,6	132	99	1	1.0	0.273,NA,0.0,0.0,0.6,NA,NA,0.0,0.273	NA,0.0,1.0,0.0,0.2	-0.109
84	"ENSG00000100162"	"CENPM"	chr22	-	41945224	41945389	41945224	41945304	41945912	41946005	84	0,3,1,1,2,40,0,21,17	68,114,25,45,19,666,0,222,377	0,15,1,2,18	2,325,5,23,328	184	99	1	1.0	0.0,0.014,0.021,0.012,0.054,0.031,NA,0.048,0.024	0.0,0.024,0.097,0.045,0.029	-0.013
85	"ENSG00000100417"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584526	41584603	85	207,56,32,0,150,107,0,14,40	21,11,1,0,16,0,0,4,3	79,396,34,22,81	1,0,1,6,14	413	99	1	1.0	0.703,0.55,0.885,NA,0.692,1.0,NA,0.456,0.762	0.95,1.0,0.891,0.468,0.581	-0.057
86	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285362	41285905	86	13,2,1,3,12,2,0,10,11	0,0,0,0,5,0,0,4,2	17,7,4,3,7	1,6,0,0,0	229	99	1	1.0	1.0,1.0,1.0,1.0,0.509,1.0,NA,0.519,0.704	0.88,0.335,1.0,1.0,1.0	-0.001
87	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285543	41285965	87	13,2,1,3,14,2,0,10,11	24,3,5,8,39,31,0,53,34	17,7,4,3,7	10,46,36,23,15	229	99	1	1.0	0.19,0.224,0.08,0.14,0.134,0.027,NA,0.075,0.123	0.424,0.062,0.046,0.053,0.168	-0.026
88	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285985	41286251	88	13,2,1,3,14,2,0,11,11	104,29,55,34,108,45,7,52,133	15,7,4,3,7	32,107,18,33,38	229	99	0.0520294021542	0.37669639006823585	0.051,0.029,0.008,0.037,0.053,0.019,0.0,0.084,0.035	0.169,0.028,0.088,0.038,0.074	-0.044
89	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933	89	16,3,6,7,12,4,4,8,4	153,16,74,57,94,113,60,122,145	0,7,3,3,2	13,145,53,50,38	141	99	0.0435787169097	0.3300191956954735	0.068,0.116,0.054,0.079,0.082,0.024,0.045,0.044,0.019	0.0,0.033,0.038,0.04,0.036	0.03
90	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40792524	40792595	40794513	40794580	90	235,27,153,76,38,106,27,182,161	0,0,0,0,0,0,0,0,0	7,225,37,59,86	0,5,1,2,0	180	99	0.631880836531	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.961,0.953,0.942,1.0	0.029
91	"ENSG00000100372"	"SLC25A17"	chr22	-	40792524	40792676	40792524	40792595	40797283	40797336	91	108,13,53,37,15,24,7,67,54	0,0,2,0,0,0,0,4,1	0,81,14,26,41	0,0,2,0,0	180	99	1	1.0	1.0,1.0,0.936,1.0,1.0,1.0,1.0,0.902,0.967	NA,1.0,0.794,1.0,1.0	0.03
92	"ENSG00000239900"	"ADSL"	chr22	+	40361087	40361342	40361272	40361342	40360401	40360492	92	20,28,43,15,42,52,16,38,32	485,432,385,270,475,898,493,923,773	12,35,26,4,16	62,945,335,307,360	284	99	0.17667615372	0.8525246516122817	0.014,0.022,0.037,0.019,0.03,0.02,0.011,0.014,0.014	0.063,0.013,0.026,0.005,0.015	-0.004
93	"ENSG00000100335"	"MIEF1"	chr22	+	39509337	39509571	39509421	39509571	39504202	39504534	93	2,0,0,0,14,0,0,5,10	5,11,0,11,38,0,7,17,10	4,2,4,0,7	0,2,6,2,1	183	99	1	1.0	0.178,0.0,NA,0.0,0.166,NA,0.0,0.137,0.351	1.0,0.351,0.265,0.0,0.791	-0.363
94	"ENSG00000100335"	"MIEF1"	chr22	+	39512231	39512494	39512317	39512494	39511848	39512026	94	199,138,51,163,226,89,45,97,237	45,15,6,29,27,5,31,29,49	74,139,149,77,83	3,15,11,18,19	185	99	0.0942435637612	0.5586132343354173	0.703,0.831,0.82,0.75,0.817,0.905,0.437,0.642,0.721	0.93,0.832,0.879,0.696,0.7	-0.071
95	"ENSG00000100316"	"RPL3"	chr22	-	39316705	39317021	39316705	39316841	39317460	39317629	95	510,432,368,311,1638,1049,669,817,573	17917,17450,8407,8810,7188,27388,19395,23253,19619	2495,1249,1174,376,192	35445,38144,36157,17289,3640	279	99	0.442286529309	1.0	0.01,0.009,0.015,0.012,0.075,0.013,0.012,0.012,0.01	0.024,0.011,0.011,0.008,0.018	0.004
96	"ENSG00000100316"	"RPL3"	chr22	-	39316705	39317021	39316705	39316841	39318399	39318592	96	487,386,340,290,1146,980,625,718,542	4,0,0,0,0,0,0,0,0	1808,1115,1085,356,178	0,0,3,0,0	279	99	1	1.0	0.977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.992,1.0,1.0	-0.001
97	"ENSG00000100307"	"CBX7"	chr22	-	39134400	39134752	39134400	39134473	39138635	39138702	97	132,0,0,13,49,0,0,0,5	7,0,0,2,0,0,0,0,0	0,33,29,36,15	0,1,1,1,0	378	99	1	1.0	0.832,NA,NA,0.63,1.0,NA,NA,NA,1.0	NA,0.896,0.884,0.904,1.0	-0.056
