ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10	"ENSG00000160209"	"PDXK"	chr21	+	43732138	43732647	43732138	43732442	43734068	43734123	10	0,10,4,0,0,2,0,0,0	5,0,0,0,0,0,2,1,0	1,0,0,0,0,0,0,6,0,0,0	0,0,0,0,0,0,7,6,0,0,0	304	99	1	1.0	0.0,1.0,1.0,NA,NA,1.0,0.0,0.0,NA	1.0,NA,NA,NA,NA,NA,0.0,0.246,NA,NA,NA	0.085
11	"ENSG00000160188"	"RSPH1"	chr21	-	42484676	42486461	42486370	42486461	42482636	42482708	11	4,0,0,65,0,16,33,19,6	0,0,0,0,0,0,0,0,0	44,14,241,223,213,0,27,10,0,280,31	0,0,0,0,1,0,2,0,0,0,0	1793	99	1	1.0	1.0,NA,NA,1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.922,NA,0.427,1.0,NA,1.0,1.0	0.072
12	"ENSG00000160179"	"ABCG1"	chr21	+	42287888	42288073	42287888	42288037	42288210	42288312	12	14,70,292,2,17,287,7,57,83	23,0,15,0,5,318,5,121,4	13,9,3,9,4,253,316,39,0,8,5	6,3,12,2,3,0,23,55,0,1,5	135	99	1	1.0	0.309,1.0,0.935,1.0,0.714,0.398,0.507,0.257,0.938	0.614,0.688,0.155,0.767,0.494,1.0,0.91,0.342,NA,0.854,0.423	0.048
16	"ENSG00000183486"	"MX2"	chr21	+	41363268	41363416	41363268	41363389	41364403	41364666	16	0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0	2,0,11,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,6,0,0,0	126	99	1	1.0	0.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0,NA,1.0,NA,NA,NA,1.0,0.0,NA,NA,NA	-0.75
17	"ENSG00000182240"	"BACE2"	chr21	+	41241818	41241947	41241818	41241939	41243375	41243510	17	54,0,0,23,0,1,9,1,0	3,0,0,0,0,0,0,0,0	0,0,0,0,0,0,9,12,8,2,1	0,0,0,0,3,0,1,0,93,3,0	107	99	1	1.0	0.943,NA,NA,1.0,NA,1.0,1.0,1.0,NA	NA,NA,NA,NA,0.0,NA,0.893,1.0,0.074,0.382,1.0	0.43
19	"ENSG00000182093"	"WRB"	chr21	+	39390697	39391476	39390697	39390863	39391768	39391836	19	157,85,481,22,28,52,48,56,54	536,51,188,115,104,456,371,274,96	121,89,173,60,100,0,144,18,0,72,79	213,36,634,58,257,189,123,124,22,196,233	712	99	0.434090433632	1.0	0.039,0.188,0.262,0.026,0.036,0.016,0.018,0.028,0.073	0.073,0.256,0.037,0.126,0.051,0.0,0.14,0.02,0.0,0.049,0.045	0.004
20	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39347292	39347246	39347292	39345145	39345274	20	5867,13356,7363,3937,1398,5588,3755,6136,4717	16,29,13,29,11,22,26,14,31	448,1885,1079,1297,862,2246,3863,955,978,825,416	2,0,8,0,1,0,23,22,0,1,2	1516	99	0.504368015263	1.0	0.96,0.968,0.974,0.899,0.892,0.943,0.904,0.966,0.909	0.936,1.0,0.898,1.0,0.983,1.0,0.916,0.739,1.0,0.982,0.931	-0.009
21	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348577	39348544	39348577	39348291	39348339	21	5018,3829,3621,1964,2652,4203,4602,2781,3725	7,7,7,6,8,4,12,4,7	90,80,187,43,54,937,6277,2323,1076,31,61	0,0,0,0,0,0,24,4,0,0,0	222	99	1	1.0	0.997,0.996,0.996,0.993,0.993,0.998,0.994,0.997,0.996	1.0,1.0,1.0,1.0,1.0,1.0,0.991,0.996,1.0,1.0,1.0	-0.003
23	"ENSG00000185658"	"BRWD1"	chr21	-	39255644	39255828	39255664	39255828	39247700	39247832	23	11,8,10,26,6,27,19,34,8	0,0,1,0,0,0,0,0,0	2,5,7,6,7,0,33,11,0,8,4	0,0,0,0,0,0,0,0,0,0,0	119	99	1	1.0	1.0,1.0,0.893,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0	-0.012
24	"ENSG00000185658"	"BRWD1"	chr21	-	39255644	39255828	39255664	39255828	39250795	39250889	24	95,58,55,115,70,212,124,195,69	6,4,7,3,6,26,9,41,3	8,31,31,35,47,0,102,58,0,37,33	4,1,0,1,3,90,10,3,0,1,0	119	99	1	1.0	0.929,0.923,0.867,0.97,0.907,0.872,0.92,0.798,0.95	0.625,0.963,1.0,0.967,0.929,0.0,0.895,0.941,NA,0.969,1.0	0.075
25	"ENSG00000185658"	"BRWD1"	chr21	-	39264890	39265019	39264985	39265019	39264459	39264685	25	207,163,86,167,140,300,239,424,131	0,0,0,0,0,7,2,4,0	15,41,26,69,47,0,190,69,72,51,51	0,1,0,0,0,0,2,0,0,0,0	194	99	1	1.0	1.0,1.0,1.0,1.0,1.0,0.956,0.984,0.982,1.0	1.0,0.954,1.0,1.0,1.0,NA,0.98,1.0,1.0,1.0,1.0	-0.002
26	"ENSG00000241837"	"ATP5O"	chr21	-	33906448	33907453	33907340	33907453	33903934	33904021	26	189,167,116,174,47,90,72,85,102	6285,3003,3279,3326,2615,2912,4263,2294,3311	100,171,313,175,167,24,94,10,0,120,55	3453,1238,8408,1716,4660,1423,4072,1982,915,1356,1586	991	99	0.857339572965	1.0	0.003,0.006,0.004,0.005,0.002,0.003,0.002,0.004,0.003	0.003,0.014,0.004,0.01,0.004,0.002,0.002,0.001,0.0,0.009,0.003	-0.001
27	"ENSG00000241837"	"ATP5O"	chr21	-	33915135	33915724	33915651	33915724	33914449	33914500	27	148,218,114,79,27,52,89,34,140	6,0,0,4,6,1,2,0,1	73,45,105,52,34,0,171,41,28,117,19	0,0,9,0,0,0,2,0,0,0,0	615	99	1	1.0	0.799,1.0,1.0,0.761,0.42,0.893,0.878,1.0,0.958	1.0,1.0,0.653,1.0,1.0,NA,0.932,1.0,1.0,1.0,1.0	-0.102
29	"ENSG00000159086"	"PAXBP1"	chr21	-	32755212	32755353	32755229	32755353	32751118	32751218	29	200,174,118,221,72,91,197,115,136	51,25,6,25,39,40,50,52,15	25,97,58,74,22,0,193,36,0,55,20	15,4,16,7,1,0,44,19,64,7,15	116	99	1	1.0	0.77,0.856,0.944,0.883,0.612,0.66,0.771,0.654,0.886	0.587,0.954,0.756,0.9,0.949,NA,0.789,0.618,0.0,0.87,0.532	0.086
30	"ENSG00000156253"	"RWDD2B"	chr21	-	29008239	29008621	29008394	29008621	29007760	29008123	30	280,38,49,57,57,70,78,110,25	43,6,19,12,27,17,28,10,0	291,46,545,122,304,0,26,56,0,149,283	31,21,53,15,66,0,6,3,0,37,58	254	99	1	1.0	0.717,0.712,0.501,0.649,0.451,0.616,0.521,0.811,1.0	0.785,0.461,0.8,0.76,0.642,NA,0.628,0.879,NA,0.611,0.655	-0.027
31	"ENSG00000156253"	"RWDD2B"	chr21	-	29009594	29009692	29009626	29009692	29008394	29008621	31	8,1,17,7,1,6,8,7,22	2,0,0,0,0,0,2,1,0	21,4,39,20,26,0,11,1,0,20,19	5,1,2,1,3,0,0,1,0,3,6	131	99	1	1.0	0.751,1.0,1.0,1.0,1.0,1.0,0.751,0.841,1.0	0.76,0.751,0.936,0.938,0.868,NA,1.0,0.43,NA,0.834,0.705	0.125
34	"ENSG00000237484"	"AP000476.1"	chr21	+	24438252	24438443	24438252	24438433	24441794	24441913	34	43,27,6,54,26,0,20,100,8	7,0,0,0,0,0,17,40,2	88,24,90,38,134,241,67,39,0,25,15	28,12,19,7,41,0,16,18,0,5,5	109	99	1	1.0	0.848,1.0,1.0,1.0,1.0,NA,0.517,0.694,0.784	0.741,0.645,0.811,0.831,0.748,1.0,0.792,0.663,NA,0.82,0.732	0.077
36	"ENSG00000100429"	"HDAC10"	chr22	-	50250973	50251405	50251101	50251405	50250770	50250905	36	148,130,59,82,150,80,186,60,101	48,33,31,41,55,48,52,67,47	1,0,0,0,2,68,215,84,174,0,0	0,0,0,0,0,46,178,57,134,0,0	227	99	1	1.0	0.574,0.632,0.454,0.466,0.543,0.421,0.609,0.281,0.484	1.0,NA,NA,NA,1.0,0.392,0.345,0.391,0.362,NA,NA	-0.086
37	"ENSG00000205643"	"CDPF1"	chr22	-	46247105	46247221	46247109	46247221	46246672	46246795	37	5,0,3,0,0,1,0,1,0	4,0,0,0,0,0,0,0,0	0,0,3,0,0,0,0,0,0,0,0	1,1,0,0,0,0,0,9,0,0,0	103	99	1	1.0	0.546,NA,1.0,NA,NA,1.0,NA,1.0,NA	0.0,0.0,1.0,NA,NA,NA,NA,0.0,NA,NA,NA	0.637
38	"ENSG00000205643"	"CDPF1"	chr22	-	46247105	46247221	46247124	46247221	46246672	46246795	38	14,5,4,0,0,7,0,4,0	2,0,0,0,0,4,0,0,0	7,1,3,0,0,0,1,1,0,0,0	0,0,0,0,0,0,0,0,0,0,0	118	99	1	1.0	0.855,1.0,1.0,NA,NA,0.595,NA,1.0,NA	1.0,1.0,1.0,NA,NA,NA,1.0,1.0,NA,NA,NA	-0.11
39	"ENSG00000205643"	"CDPF1"	chr22	-	46247109	46247221	46247124	46247221	46246672	46246795	39	13,5,1,0,0,6,0,3,0	2,0,0,0,0,4,0,0,0	8,2,0,0,0,0,1,10,0,0,0	0,0,0,0,0,0,0,0,0,0,0	114	99	1	1.0	0.85,1.0,1.0,NA,NA,0.566,NA,1.0,NA	1.0,1.0,NA,NA,NA,NA,1.0,1.0,NA,NA,NA	-0.117
40	"ENSG00000093000"	"NUP50"	chr22	+	45170987	45171177	45170987	45171143	45171599	45171683	40	24,129,74,68,36,45,48,27,118	1,2,2,0,0,0,0,0,0	4,2,6,2,0,0,117,4,0,5,0	0,0,0,0,0,0,1,0,0,0,0	133	99	1	1.0	0.947,0.98,0.965,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,NA,NA,0.989,1.0,NA,1.0,NA	-0.01
41	"ENSG00000186654"	"PRR5"	chr22	+	44725243	44725296	44725243	44725292	44726576	44726634	41	3,3,4,0,1,0,0,1,7	241,166,101,82,233,133,213,84,47	0,0,0,0,0,9,7,4,0,0,0	2,1,1,2,2,576,357,171,156,5,3	103	99	1	1.0	0.012,0.017,0.037,0.0,0.004,0.0,0.0,0.011,0.125	0.0,0.0,0.0,0.0,0.0,0.015,0.018,0.022,0.0,0.0,0.0	0.018
42	"ENSG00000100271"	"TTLL1"	chr22	-	43069603	43069844	43069635	43069844	43068409	43068590	42	8,8,3,1,5,3,3,6,3	186,85,59,125,131,129,143,84,64	7,1,0,4,0,0,6,0,0,3,1	79,10,45,7,36,0,78,52,128,39,14	131	99	1	1.0	0.031,0.066,0.037,0.006,0.028,0.017,0.016,0.051,0.034	0.063,0.07,0.0,0.302,0.0,NA,0.055,0.0,0.0,0.055,0.051	-0.028
44	"ENSG00000167077"	"MEI1"	chr22	+	41778707	41778877	41778707	41778812	41781283	41781394	44	0,0,0,7,0,0,0,2,0	0,0,0,0,0,4,0,0,0	0,0,0,0,0,0,0,0,0,0,0	0,0,0,4,1,0,0,0,0,1,0	164	99	1	1.0	NA,NA,NA,1.0,NA,0.0,NA,1.0,NA	NA,NA,NA,0.0,0.0,NA,NA,NA,NA,0.0,NA	0.667
45	"ENSG00000100412"	"ACO2"	chr22	+	41515766	41515992	41515766	41515917	41517526	41517631	45	33,36,22,12,29,27,34,21,10	990,821,832,593,732,694,1112,473,434	30,13,47,13,6,0,31,4,0,23,16	641,165,789,223,192,21,443,371,12,364,186	174	99	0.0001704442128	0.004367632953	0.019,0.024,0.015,0.011,0.022,0.022,0.017,0.025,0.013	0.026,0.043,0.033,0.032,0.017,0.0,0.038,0.006,0.0,0.035,0.047	-0.007
46	"ENSG00000100410"	"PHF5A"	chr22	-	41468019	41468147	41468123	41468147	41467447	41467614	46	18,8,19,5,3,22,11,11,24	140,93,46,33,77,85,107,36,84	10,1,8,0,1,0,19,2,0,0,2	53,11,77,12,31,20,32,32,0,10,10	203	99	1	1.0	0.059,0.04,0.168,0.069,0.019,0.112,0.048,0.13,0.122	0.084,0.042,0.048,0.0,0.015,0.0,0.225,0.03,NA,0.0,0.089	0.032
47	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41220733	41220868	47	347,117,156,81,170,237,149,171,60	2,0,3,0,0,3,2,0,0	220,88,280,122,193,0,179,88,0,286,100	0,1,0,0,5,0,4,0,0,0,0	2433	99	1	1.0	0.876,1.0,0.679,1.0,1.0,0.763,0.752,1.0,1.0	1.0,0.782,1.0,1.0,0.611,NA,0.646,1.0,NA,1.0,1.0	0.003
48	"ENSG00000100372"	"SLC25A17"	chr22	-	40797253	40797336	40797283	40797336	40792524	40792595	48	0,1,1,1,5,0,0,0,0	0,0,0,0,0,0,0,0,0	1,2,0,0,0,0,7,0,0,2,2	0,0,0,1,0,0,0,1,0,0,0	129	99	1	1.0	NA,1.0,1.0,1.0,1.0,NA,NA,NA,NA	1.0,1.0,NA,0.0,NA,NA,1.0,0.0,NA,1.0,1.0	0.286
49	"ENSG00000100372"	"SLC25A17"	chr22	-	40797253	40797336	40797283	40797336	40794513	40794580	49	0,1,1,1,6,0,0,0,0	5,4,3,21,6,14,8,5,14	1,2,0,0,0,0,1,0,0,2,2	9,0,18,7,9,0,4,8,0,2,2	129	99	1	1.0	0.0,0.161,0.204,0.035,0.434,0.0,0.0,0.0,0.0	0.079,1.0,0.0,0.0,0.0,NA,0.161,0.0,NA,0.434,0.434	-0.142
50	"ENSG00000196588"	"MKL1"	chr22	-	40416975	40417046	40416985	40417046	40410281	40411907	50	0,4,9,7,10,4,1,5,3	82,178,304,100,173,236,158,159,82	1,0,1,0,1,0,7,4,0,2,0	12,4,3,2,6,0,172,114,20,6,10	109	99	1	1.0	0.0,0.02,0.026,0.06,0.05,0.015,0.006,0.028,0.032	0.07,0.0,0.232,0.0,0.131,NA,0.036,0.031,0.0,0.232,0.0	-0.047
51	"ENSG00000239900"	"ADSL"	chr22	+	40361487	40361677	40361487	40361635	40362980	40363071	51	48,42,29,13,36,33,30,20,17	1707,882,837,513,671,595,1052,555,554	39,15,64,24,55,0,15,12,0,28,17	1030,208,1266,357,1166,272,471,364,431,450,428	141	99	0.345023956941	1.0	0.019,0.032,0.024,0.017,0.036,0.037,0.02,0.025,0.021	0.026,0.048,0.034,0.045,0.032,0.0,0.022,0.023,0.0,0.042,0.027	-0.002
52	"ENSG00000100321"	"SYNGR1"	chr22	+	39374315	39374660	39374315	39374553	39376051	39376197	52	55,124,123,99,50,159,190,131,63	1562,3979,3568,2805,1579,3827,5178,1537,1139	38,32,69,57,13,115,188,53,55,40,16	926,855,997,1063,382,1870,4143,1597,448,449,175	206	99	8.24112160802e-05	0.002344185069841096	0.017,0.015,0.016,0.017,0.015,0.02,0.017,0.039,0.026	0.019,0.018,0.032,0.025,0.016,0.029,0.021,0.016,0.056,0.041,0.042	-0.008
53	"ENSG00000100316"	"RPL3"	chr22	-	39319389	39319623	39319594	39319623	39318399	39318592	53	19,19,21,15,0,9,12,9,10	164,117,138,55,46,64,137,111,125	28,10,32,137,8,244,84,22,0,47,5	197,126,204,279,204,89,296,76,0,156,68	304	99	1	1.0	0.036,0.05,0.047,0.082,0.0,0.044,0.028,0.026,0.025	0.044,0.025,0.049,0.138,0.013,0.472,0.085,0.086,NA,0.089,0.023	-0.065
55	"ENSG00000184949"	"FAM227A"	chr22	-	38639614	38639724	38639654	38639724	38638745	38638822	55	8,3,2,0,0,0,0,5,0	0,0,1,0,0,0,0,8,0	0,0,0,0,2,0,3,0,0,1,0	5,0,0,0,0,0,4,3,0,0,0	139	99	1	1.0	1.0,1.0,0.588,NA,NA,NA,NA,0.308,NA	0.0,NA,NA,NA,1.0,NA,0.348,0.0,NA,1.0,NA	0.254
56	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37833158	37833206	37832636	37832744	56	577,1395,345,319,97,443,330,159,310	6,9,7,0,7,1,3,1,0	109,21,113,55,77,269,308,156,14,232,12	0,0,1,0,1,0,2,0,0,0,0	300	99	0.00538791297273	0.08922323850384359	0.969,0.981,0.942,1.0,0.821,0.993,0.973,0.981,1.0	1.0,1.0,0.974,1.0,0.962,1.0,0.981,1.0,1.0,1.0,1.0	-0.03
59	"ENSG00000184708"	"EIF4ENIF1"	chr22	-	31454143	31454376	31454179	31454376	31450288	31450360	59	186,56,42,78,48,133,82,111,50	1,23,1,2,0,11,11,2,6	17,25,43,21,36,0,100,79,0,36,45	0,0,1,3,1,0,17,0,0,0,1	135	99	1	1.0	0.993,0.641,0.969,0.966,1.0,0.899,0.845,0.976,0.859	1.0,1.0,0.969,0.837,0.964,NA,0.812,1.0,NA,1.0,0.971	-0.045
60	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197157	31196935	31196990	31201497	31201615	60	17,4,6,0,5,8,2,11,0	93,24,67,20,81,211,40,106,29	4,1,10,0,1,0,2,1,0,17,10	47,6,56,12,50,0,41,49,0,54,35	266	99	1	1.0	0.064,0.058,0.032,0.0,0.022,0.014,0.018,0.037,0.0	0.031,0.058,0.062,0.0,0.007,NA,0.018,0.008,NA,0.105,0.096	-0.016
61	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197158	31196935	31196990	31201497	31201615	61	10,4,6,0,5,5,0,10,0	93,24,67,20,81,211,40,106,29	4,1,10,0,1,0,2,1,0,14,7	47,6,56,12,50,0,41,49,0,54,35	267	99	1	1.0	0.038,0.058,0.032,0.0,0.022,0.009,0.0,0.034,0.0	0.031,0.058,0.062,0.0,0.007,NA,0.018,0.008,NA,0.088,0.069	-0.016
63	"ENSG00000183963"	"SMTN"	chr22	+	31100884	31101049	31100884	31100953	31104315	31104623	63	76,144,31,130,34,176,106,50,107	0,0,0,0,0,0,0,0,4	9,11,26,1,3,0,75,32,24,2,15	0,0,0,0,0,0,0,0,0,0,0	195	99	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.931	1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0	-0.008
64	"ENSG00000100029"	"PES1"	chr22	-	30584364	30584454	30584415	30584454	30581527	30581644	64	874,402,356,177,231,344,209,149,129	5,3,2,0,0,0,1,1,4	385,46,213,57,39,256,194,168,112,181,284	2,0,2,0,0,0,1,1,0,3,2	150	99	1	1.0	0.991,0.989,0.992,1.0,1.0,1.0,0.993,0.99,0.955	0.992,1.0,0.986,1.0,1.0,1.0,0.992,0.991,1.0,0.976,0.989	-0.003
65	"ENSG00000100029"	"PES1"	chr22	-	30605413	30605517	30605460	30605517	30592131	30592398	65	0,6,3,13,0,0,10,0,2	0,0,0,1,0,0,0,0,0	3,5,4,1,9,0,27,2,0,1,11	0,3,0,0,0,0,6,4,0,0,2	146	99	1	1.0	NA,1.0,1.0,0.898,NA,NA,1.0,NA,1.0	1.0,0.531,1.0,1.0,1.0,NA,0.753,0.253,NA,1.0,0.789	0.166
66	"ENSG00000100003"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30416233	30416403	66	295,4,1,5,0,4,0,4,0	29,0,0,0,0,1,0,0,0	0,5,5,5,2,0,2,0,0,13,21	0,0,0,0,0,0,0,0,0,0,0	321	99	1	1.0	0.758,1.0,1.0,1.0,NA,0.552,NA,1.0,NA	NA,1.0,1.0,1.0,1.0,NA,1.0,NA,NA,1.0,1.0	-0.115
67	"ENSG00000100325"	"ASCC2"	chr22	-	29801993	29802208	29802114	29802208	29800990	29801110	67	920,766,917,479,642,727,857,423,385	0,0,4,0,0,0,0,2,0	312,113,177,99,36,138,598,300,157,142,288	0,0,0,0,0,0,0,0,0,0,0	220	99	1	1.0	1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.99,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.002
68	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825086	29825257	68	7,17,23,9,1,13,3,32,12	1,0,0,0,0,0,0,0,0	10,39,15,23,32,0,44,7,0,34,9	0,0,0,0,0,0,0,0,0,0,0	146	99	1	1.0	0.826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0	-0.019
69	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825621	29825780	69	7,17,23,9,3,13,2,36,12	2,1,0,2,0,0,0,0,2	10,39,15,23,32,0,44,7,0,34,9	3,0,0,0,0,0,0,0,0,0,1	146	99	1	1.0	0.704,0.92,1.0,0.753,1.0,1.0,1.0,1.0,0.803	0.693,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,0.859	-0.041
70	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29832244	29832342	70	21,30,36,13,12,14,22,49,20	63,63,39,20,56,46,70,28,25	12,40,17,26,32,0,57,15,0,34,11	20,0,7,8,1,0,37,17,0,2,10	146	99	1	1.0	0.184,0.244,0.385,0.306,0.127,0.171,0.176,0.543,0.352	0.289,1.0,0.622,0.688,0.956,NA,0.511,0.374,NA,0.92,0.427	-0.367
71	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29833540	29833614	71	9,17,24,10,1,13,2,32,13	16,6,5,2,1,3,6,2,8	10,39,15,23,32,0,45,9,0,34,9	2,0,1,0,0,0,9,4,0,0,0	146	99	1	1.0	0.276,0.658,0.765,0.772,0.404,0.746,0.184,0.916,0.524	0.772,1.0,0.91,1.0,1.0,NA,0.772,0.604,NA,1.0,1.0	-0.313
72	"ENSG00000186575"	"NF2"	chr22	+	29683019	29683079	29683019	29683064	29694751	29694811	72	3,2,2,3,0,2,0,1,1	20,29,47,43,27,10,29,9,32	0,0,0,0,0,0,1,0,0,0,0	1,3,0,1,0,0,38,2,0,0,0	114	99	1	1.0	0.115,0.057,0.036,0.057,0.0,0.148,0.0,0.088,0.026	0.0,0.0,NA,0.0,NA,NA,0.022,0.0,NA,NA,NA	0.054
73	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288605	29288755	29291564	29291599	73	2469,1311,1342,850,1215,1115,1533,940,847	0,0,0,0,2,0,0,0,0	213,66,182,72,70,175,807,378,269,181,113	0,0,0,0,0,0,0,0,0,0,0	130	99	1	1.0	1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0
