ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
21	"ENSG00000160179"	"ABCG1"	chr21	+	42287888	42288312	42287888	42288073	42288210	42288312	21	1,2,15,0,0,42,1,8,3	10,56,243,2,15,229,5,45,62	1,0,1,7,0,0,20,4,0,0,1	9,9,3,4,3,130,247,27,0,6,4	236	99	1	1.0	0.04,0.015,0.025,0.0,0.0,0.071,0.077,0.069,0.02	0.045,0.0,0.123,0.423,0.0,0.0,0.033,0.059,NA,0.0,0.095	-0.043
23	"ENSG00000173276"	"ZBTB21"	chr21	-	41986830	41994108	41986830	41991889	41992492	41994108	23	92,496,490,323,198,320,191,137,214	14,7,22,2,9,21,4,12,6	55,103,105,360,43,0,882,155,0,41,27	3,1,3,29,0,0,81,12,0,7,4	702	99	1	1.0	0.481,0.909,0.759,0.958,0.756,0.682,0.871,0.617,0.834	0.721,0.936,0.832,0.636,1.0,NA,0.606,0.646,NA,0.452,0.488	0.061
24	"ENSG00000157601"	"MX1"	chr21	+	41421837	41422095	41421837	41421871	41421974	41422095	24	3,6,2,0,0,6,0,7,0	0,2,0,0,0,0,0,0,0	5,0,4,0,2,78,3,10,0,7,5	4,3,5,1,1,0,1,0,40,4,0	202	99	1	1.0	1.0,0.595,1.0,NA,NA,1.0,NA,1.0,NA	0.38,0.0,0.282,0.0,0.495,1.0,0.595,1.0,0.0,0.462,1.0	0.445
26	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39347292	39345829	39345958	39347246	39347292	26	4876,10798,4827,2466,684,4717,2064,5521,3145	19,33,44,22,49,33,34,12,56	350,1602,878,1095,693,1580,2132,715,879,743,341	3,0,7,0,0,0,58,9,0,0,4	1387	99	0.00227998499417	0.01901595950164009	0.948,0.959,0.887,0.889,0.499,0.911,0.812,0.97,0.8	0.893,1.0,0.9,1.0,1.0,1.0,0.724,0.85,1.0,1.0,0.859	-0.077
27	"ENSG00000205581"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348291	39348339	27	7783,16958,7567,4138,1327,7557,3648,8900,4947	5372,3395,2686,1855,2748,4649,4356,2850,3295	555,2545,1396,1624,1042,2345,3717,1276,1627,1253,481	141,59,219,36,86,403,5190,2208,1149,42,83	3116	99	3.06918801485e-09	1.0079298695990035e-07	0.044,0.137,0.082,0.066,0.015,0.049,0.026,0.09,0.046	0.111,0.578,0.168,0.589,0.278,0.156,0.022,0.018,0.043,0.487,0.155	-0.175
28	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348544	39348577	28	394,443,247,181,168,332,252,233,296	3777,2697,2672,1416,2036,3021,3584,2127,2790	13,29,9,15,3,101,321,124,19,0,3	50,35,124,19,25,679,5325,1916,1009,16,34	192	99	0.95993044774	1.0	0.051,0.078,0.045,0.062,0.041,0.054,0.035,0.053,0.052	0.118,0.299,0.036,0.289,0.058,0.071,0.03,0.032,0.01,0.0,0.044	-0.037
29	"ENSG00000205622"	"AF064858.6"	chr21	-	38923425	38923693	38923425	38923513	38923637	38923693	29	4,4,0,0,0,2,0,0,0	0,9,0,0,4,0,0,0,0	0,0,3,10,1,0,0,2,0,2,0	9,0,22,15,0,0,10,6,0,0,0	223	99	1	1.0	1.0,0.165,NA,NA,0.0,1.0,NA,NA,NA	0.0,NA,0.057,0.228,1.0,NA,0.0,0.129,NA,1.0,NA	0.196
30	"ENSG00000157538"	"DSCR3"	chr21	-	37223419	37227806	37223419	37225626	37227653	37227806	30	36,11,112,99,37,109,28,75,70	393,165,447,241,479,458,380,314,175	52,132,131,82,49,194,53,9,0,58,38	414,71,492,156,166,0,293,118,60,155,210	2126	99	0.00864683270214	0.06057906940506676	0.004,0.003,0.012,0.019,0.004,0.011,0.003,0.011,0.018	0.006,0.08,0.012,0.024,0.014,1.0,0.008,0.004,0.0,0.017,0.008	-0.097
33	"ENSG00000159079"	"C21orf59"	chr21	-	32601666	32603292	32601666	32601973	32603160	32603292	33	220,171,68,31,18,435,45,402,58	111,55,29,41,15,40,78,34,11	273,162,363,55,123,0,35,42,274,604,61	26,28,16,17,10,0,40,39,10,7,7	1286	99	1	1.0	0.132,0.193,0.153,0.055,0.085,0.456,0.043,0.476,0.289	0.447,0.308,0.636,0.199,0.486,NA,0.063,0.077,0.678,0.869,0.402	-0.207
34	"ENSG00000156253"	"RWDD2B"	chr21	-	29008239	29008621	29008239	29008307	29008394	29008621	34	54,26,19,4,14,16,37,55,7	181,25,31,41,25,49,39,45,20	114,20,163,41,118,0,12,23,0,58,109	174,24,386,57,179,0,14,31,0,97,151	186	99	1	1.0	0.137,0.356,0.246,0.049,0.23,0.148,0.336,0.394,0.157	0.259,0.307,0.184,0.277,0.26,NA,0.313,0.283,NA,0.241,0.278	-0.039
35	"ENSG00000156239"	"N6AMT1"	chr21	-	28872190	28876491	28872190	28872739	28876311	28876491	35	459,37,1,8,170,176,19,451,16	114,7,4,28,35,18,18,58,0	153,18,552,31,312,0,34,68,0,1369,237	31,11,46,24,46,0,29,16,57,14,18	3671	99	1	1.0	0.098,0.125,0.007,0.008,0.116,0.209,0.028,0.173,1.0	0.117,0.042,0.244,0.034,0.155,NA,0.031,0.103,0.0,0.725,0.262	0.025
36	"ENSG00000154734"	"ADAMTS1"	chr21	-	26838438	26839762	26838438	26838614	26839586	26839762	36	12,0,0,0,0,0,0,0,0	21,2,0,0,0,0,0,0,2	0,0,4,0,0,0,1,0,0,4,3	0,0,6,0,0,0,0,5,0,6,23	1071	99	1	1.0	0.05,0.0,NA,NA,NA,NA,NA,NA,0.0	NA,NA,0.058,NA,NA,NA,1.0,0.0,NA,0.058,0.012	-0.209
37	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840275	26840562	37	12,0,0,0,0,0,0,0,0	18,6,0,0,0,0,0,0,0	3,0,0,0,0,0,0,0,0,3,1	0,0,1,0,0,0,0,0,0,3,8	313	99	1	1.0	0.174,0.0,NA,NA,NA,NA,NA,NA,NA	1.0,NA,0.0,NA,NA,NA,NA,NA,NA,0.24,0.038	-0.233
42	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6496080	6492130	6492197	6495992	6496080	42	0,110,85,191,0,189,65,0,69	0,6,0,3,0,4,3,1,4	0,0,0,0,2,0,72,20,0,0,4	0,0,0,0,0,0,0,1,0,0,0	3894	99	1	1.0	NA,0.318,1.0,0.618,NA,0.546,0.355,0.0,0.305	NA,NA,NA,NA,1.0,NA,1.0,0.337,NA,NA,1.0	-0.385
44	"ENSG00000275464"	"CH507-9B2.5"	chr21	-	5135934	5137474	5135934	5136043	5137326	5137474	44	0,7,16,7,7,21,9,21,17	0,65,33,94,314,151,120,174,34	5,2,3,0,15,0,10,5,37,11,5	19,7,30,1,7,66,82,76,78,30,28	1382	99	1	1.0	NA,0.008,0.034,0.005,0.002,0.01,0.005,0.009,0.035	0.019,0.02,0.007,0.0,0.133,0.0,0.009,0.005,0.033,0.026,0.013	-0.011
45	"ENSG00000275464"	"CH507-9B2.5"	chr21	-	5139697	5141103	5139697	5139878	5140952	5141103	45	0,4,4,14,6,6,2,8,1	0,57,36,71,215,90,60,158,51	1,1,0,0,0,13,1,2,0,8,1	10,8,24,5,11,19,65,50,0,20,16	1173	99	1	1.0	NA,0.006,0.009,0.016,0.002,0.006,0.003,0.004,0.002	0.008,0.01,0.0,0.0,0.0,0.055,0.001,0.003,NA,0.033,0.005	-0.006
46	"ENSG00000100299"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406	46	78,25,44,71,39,169,120,30,25	2,0,2,0,0,3,3,0,0	4,5,2,0,0,0,15,33,0,16,1	2,2,0,0,0,0,3,4,24,0,0	504	99	1	1.0	0.885,1.0,0.812,1.0,1.0,0.917,0.887,1.0,1.0	0.282,0.329,1.0,NA,NA,NA,0.495,0.618,0.0,1.0,1.0	0.354
47	"ENSG00000100299"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	47	260,72,187,401,174,498,424,228,89	17,21,37,17,46,75,48,14,20	2,1,6,0,0,423,293,114,281,1,0	4,3,0,0,0,0,51,20,38,3,0	252	99	1	1.0	0.857,0.574,0.665,0.903,0.598,0.723,0.776,0.865,0.636	0.164,0.116,1.0,NA,NA,1.0,0.693,0.691,0.744,0.116,NA	0.168
48	"ENSG00000205560"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	48	16,12,17,0,0,13,4,18,18	57,24,111,29,6,70,22,163,79	4,7,3,14,4,0,38,9,26,4,2	48,29,17,80,34,21,208,66,406,41,10	181	99	0.0195922030785	0.1250358007533421	0.133,0.215,0.077,0.0,0.0,0.092,0.09,0.057,0.111	0.044,0.117,0.088,0.087,0.06,0.0,0.091,0.069,0.034,0.051,0.099	0.019
49	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	49	8,87,17,44,39,27,72,43,8	132,466,65,621,244,178,1130,87,234	0,0,0,0,0,137,39,20,0,0,0	0,0,0,0,0,375,557,313,670,0,0	203	99	1	1.0	0.029,0.083,0.113,0.033,0.072,0.069,0.03,0.194,0.016	NA,NA,NA,NA,NA,0.151,0.033,0.03,0.0,NA,NA	0.018
50	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	50	7,79,16,37,32,24,60,40,7	5,13,0,9,0,0,14,0,3	0,0,0,0,0,83,31,20,0,0,0	0,0,0,0,0,0,11,3,0,0,0	188	99	1	1.0	0.424,0.762,1.0,0.684,1.0,1.0,0.693,1.0,0.551	NA,NA,NA,NA,NA,1.0,0.597,0.778,NA,NA,NA	-0.001
51	"ENSG00000100258"	"LMF2"	chr22	-	50504339	50504727	50504339	50504451	50504558	50504727	51	65,149,60,51,29,67,32,53,63	215,225,253,258,164,244,323,130,100	0,0,1,0,0,0,51,49,82,1,0	8,3,2,0,0,197,295,147,125,9,0	206	99	1	1.0	0.127,0.241,0.102,0.087,0.078,0.117,0.045,0.164,0.232	0.0,0.0,0.194,NA,NA,0.0,0.077,0.138,0.24,0.051,NA	0.045
52	"ENSG00000100258"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537	52	45,91,16,46,12,53,27,63,47	8,3,0,6,5,1,4,2,0	0,0,0,0,0,0,77,22,0,3,0	0,0,0,0,0,0,11,2,0,0,0	348	99	1	1.0	0.615,0.896,1.0,0.686,0.406,0.938,0.658,0.9,1.0	NA,NA,NA,NA,NA,NA,0.666,0.758,NA,1.0,NA	-0.019
53	"ENSG00000100429"	"HDAC10"	chr22	-	50245674	50246092	50245674	50245827	50245909	50246092	53	63,90,34,57,70,91,31,94,40	314,302,178,218,286,174,247,162,154	0,0,0,0,0,0,84,36,177,2,0	0,0,0,1,1,211,381,147,239,0,0	181	99	1	1.0	0.099,0.14,0.095,0.125,0.118,0.222,0.064,0.241,0.124	NA,NA,NA,0.0,0.0,0.0,0.108,0.118,0.288,1.0,NA	-0.08
54	"ENSG00000100429"	"HDAC10"	chr22	-	50246297	50246735	50246297	50246376	50246678	50246735	54	46,29,21,50,39,38,43,45,17	302,291,189,398,285,240,310,181,192	0,1,2,3,1,49,73,13,23,0,0	0,5,1,1,1,206,389,190,365,1,0	401	99	1	1.0	0.036,0.024,0.027,0.03,0.033,0.038,0.033,0.058,0.021	NA,0.047,0.331,0.426,0.198,0.055,0.044,0.017,0.015,0.0,NA	-0.093
55	"ENSG00000100429"	"HDAC10"	chr22	-	50246678	50246966	50246678	50246735	50246874	50246966	55	50,40,16,20,18,35,22,23,28	294,276,205,415,283,234,368,206,214	0,1,0,3,0,0,90,22,11,0,0	0,0,0,0,1,212,439,186,382,0,0	238	99	1	1.0	0.066,0.057,0.031,0.02,0.026,0.059,0.024,0.044,0.052	NA,1.0,NA,1.0,0.0,0.0,0.079,0.047,0.012,NA,NA	-0.263
56	"ENSG00000100429"	"HDAC10"	chr22	-	50248224	50248472	50248224	50248292	50248365	50248472	56	27,42,20,14,7,37,27,41,18	257,220,193,252,194,141,271,149,168	0,0,0,0,0,45,50,16,45,0,0	0,1,1,1,0,200,304,133,272,0,1	172	99	1	1.0	0.057,0.099,0.056,0.031,0.02,0.131,0.054,0.137,0.058	NA,0.0,0.0,0.0,NA,0.115,0.086,0.065,0.087,NA,0.0	0.027
57	"ENSG00000100429"	"HDAC10"	chr22	-	50250770	50251385	50250770	50250905	50250973	50251385	57	40,58,39,57,27,44,65,40,23	91,94,40,57,92,57,125,34,77	0,0,0,0,0,0,94,15,37,0,0	1,0,0,0,1,34,122,60,91,0,0	167	99	1	1.0	0.207,0.268,0.366,0.372,0.148,0.314,0.236,0.411,0.15	0.0,NA,NA,NA,0.0,0.0,0.314,0.129,0.194,NA,NA	0.168
58	"ENSG00000170638"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	58	294,823,827,95,128,1325,69,492,405	584,484,500,155,377,704,280,376,196	2,2,1,1,0,319,659,275,265,2,1	3,2,0,0,0,0,430,480,244,4,6	178	99	1	1.0	0.219,0.486,0.479,0.254,0.159,0.511,0.121,0.421,0.535	0.27,0.357,1.0,1.0,NA,1.0,0.46,0.242,0.377,0.218,0.085	-0.147
59	"ENSG00000186654"	"PRR5"	chr22	+	44702217	44702608	44702217	44702409	44702491	44702608	59	74,149,95,42,239,84,158,79,49	0,3,2,0,0,0,8,5,1	1,0,0,0,0,0,162,117,138,0,0	0,0,0,0,0,0,2,0,0,0,0	181	99	1	1.0	1.0,0.964,0.963,1.0,1.0,1.0,0.915,0.896,0.964	1.0,NA,NA,NA,NA,NA,0.978,1.0,1.0,NA,NA	-0.028
60	"ENSG00000198951"	"NAGA"	chr22	-	42070281	42070830	42070281	42070366	42070762	42070830	60	203,287,103,110,398,314,133,57,216	1,6,1,0,4,0,0,0,7	57,7,94,19,22,0,176,95,64,74,49	3,0,2,0,0,0,0,1,0,3,0	495	99	1	1.0	0.976,0.905,0.954,1.0,0.952,1.0,1.0,1.0,0.861	0.792,1.0,0.904,1.0,1.0,NA,1.0,0.95,1.0,0.831,1.0	0.013
62	"ENSG00000100417"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584280	41584372	62	28,101,0,0,2,119,9,2,43	44,39,0,0,10,165,6,4,25	1,13,86,28,30,275,25,21,0,92,21	16,5,121,7,61,0,52,55,0,38,15	321	99	1	1.0	0.164,0.444,NA,NA,0.058,0.182,0.316,0.134,0.347	0.019,0.445,0.18,0.552,0.132,1.0,0.129,0.105,NA,0.427,0.302	-0.094
63	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	63	53,59,75,2,28,76,28,27,33	286,65,84,85,151,160,84,172,52	21,55,70,66,46,0,101,25,0,121,26	172,21,203,56,176,0,66,89,0,102,61	2315	99	1	1.0	0.008,0.037,0.037,0.001,0.008,0.02,0.014,0.007,0.026	0.005,0.101,0.015,0.048,0.011,NA,0.061,0.012,NA,0.048,0.018	-0.018
64	"ENSG00000100395"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	64	21,42,9,1,16,21,13,29,21	239,43,73,22,137,176,120,161,85	13,16,62,14,29,0,2,3,13,122,21	179,39,204,78,159,0,56,86,0,135,87	579	99	1	1.0	0.015,0.143,0.021,0.008,0.02,0.02,0.018,0.03,0.041	0.012,0.066,0.049,0.03,0.03,NA,0.006,0.006,1.0,0.134,0.04	-0.102
65	"ENSG00000100380"	"ST13"	chr22	-	40840625	40840692	40840625	40840653	40840655	40840692	65	2092,1223,1226,1317,955,964,1668,1006,770	1,4,0,0,0,0,0,1,0	2105,598,1897,2568,1583,233,1872,622,270,1292,877	0,0,0,0,0,0,0,0,0,0,0	101	99	1	1.0	1.0,0.997,1.0,1.0,1.0,1.0,1.0,0.999,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0
66	"ENSG00000128272"	"ATF4"	chr22	+	39520563	39521671	39520563	39520751	39521353	39521671	66	1381,3318,801,1262,262,724,938,921,1571	904,2758,1494,1425,729,583,1993,338,2264	33,71,49,67,42,3900,1624,641,968,27,22	356,241,323,477,209,221,1871,514,472,236,201	701	99	0.000344081940545	0.0036079013233643125	0.177,0.145,0.07,0.111,0.048,0.149,0.062,0.278,0.089	0.013,0.04,0.021,0.019,0.028,0.714,0.109,0.15,0.225,0.016,0.015	0.003
68	"ENSG00000100316"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	68	612,575,442,197,350,278,467,382,487	11990,8736,9433,3413,5472,4420,8720,6047,7622	502,350,475,626,489,437,1027,326,126,461,158	15676,9130,12820,17652,15278,6239,21771,6921,2988,8611,5015	305	99	2.74482658824e-11	1.3971747916303462e-09	0.016,0.021,0.015,0.018,0.02,0.02,0.017,0.02,0.02	0.01,0.012,0.012,0.011,0.01,0.022,0.015,0.015,0.014,0.017,0.01	0.005
69	"ENSG00000100316"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	69	2191,2660,1605,706,906,1049,1364,1156,1248	301,887,538,510,121,207,647,59,552	3231,2058,2928,4646,3037,1955,2932,933,420,2440,1067	414,358,439,1267,222,539,994,155,16,23,131	895	99	0.0043271594674	0.03349122278450835	0.446,0.249,0.248,0.133,0.453,0.359,0.189,0.684,0.2	0.463,0.389,0.425,0.289,0.602,0.286,0.246,0.4,0.744,0.921,0.474	-0.147
70	"ENSG00000128298"	"BAIAP2L2"	chr22	-	38086241	38086449	38086241	38086347	38086389	38086449	70	1,0,0,0,0,3,2,0,0	0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,5,0,0,0	0,0,0,0,0,0,0,3,0,2,0	141	99	1	1.0	1.0,NA,NA,NA,NA,1.0,1.0,NA,NA	NA,NA,NA,NA,1.0,NA,NA,0.539,NA,0.0,NA	0.487
71	"ENSG00000100151"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	71	137,276,100,62,7,108,17,109,88	224,73,60,98,86,102,69,82,53	8,0,0,7,0,0,143,66,172,1,0	8,1,1,0,0,0,120,80,98,2,0	582	99	1	1.0	0.094,0.391,0.221,0.097,0.014,0.153,0.04,0.184,0.22	0.145,0.0,0.0,1.0,NA,NA,0.169,0.123,0.23,0.078,NA	-0.061
72	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37832957	37833082	37833158	37833206	72	283,1042,270,227,30,258,252,86,219	213,74,35,41,64,122,37,55,5	65,17,65,37,52,205,253,46,0,137,7	8,1,13,1,6,0,22,53,17,32,4	175	99	0.349812896726	1.0	0.429,0.888,0.814,0.758,0.21,0.545,0.794,0.469,0.961	0.821,0.906,0.739,0.954,0.831,1.0,0.867,0.329,0.0,0.708,0.497	-0.044
73	"ENSG00000100055"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	73	1,127,3,0,64,322,0,153,24	17,217,24,3,277,722,6,332,105	1,52,57,62,11,0,47,15,64,7,10	29,30,61,65,30,0,152,77,117,7,12	591	99	1	1.0	0.01,0.089,0.021,0.0,0.037,0.07,0.0,0.072,0.037	0.006,0.225,0.135,0.138,0.058,NA,0.049,0.032,0.084,0.143,0.122	-0.062
74	"ENSG00000133466"	"C1QTNF6"	chr22	-	37180166	37182735	37180166	37180867	37182151	37182735	74	45,48,547,0,2,56,19,32,17	1,1,31,0,0,4,2,4,0	33,2,43,49,6,0,123,25,225,72,41	0,0,1,9,1,0,16,0,0,2,4	1383	99	1	1.0	0.763,0.775,0.558,NA,1.0,0.501,0.405,0.364,1.0	1.0,1.0,0.755,0.28,0.3,NA,0.355,1.0,1.0,0.72,0.423	-0.013
75	"ENSG00000100365"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	75	731,373,295,334,104,339,304,469,163	2317,925,791,1126,875,518,1371,930,564	640,301,1495,503,539,84,273,129,948,1599,998	1343,176,1621,198,778,0,934,727,2158,612,1649	344	99	1.31677340022e-05	0.00019581828332202453	0.083,0.104,0.097,0.079,0.033,0.158,0.06,0.127,0.077	0.121,0.33,0.21,0.422,0.166,1.0,0.078,0.049,0.112,0.429,0.148	-0.188
76	"ENSG00000100360"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036	76	394,223,124,78,32,547,73,497,24	18,9,14,28,6,12,16,3,11	130,72,59,189,126,30,122,60,10,342,100	1,3,6,0,0,0,22,8,0,3,1	5608	99	0.00508610868173	0.038238804381400905	0.279,0.304,0.135,0.047,0.086,0.446,0.075,0.745,0.037	0.697,0.298,0.148,1.0,1.0,1.0,0.089,0.117,1.0,0.668,0.638	-0.366
77	"ENSG00000100360"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125	77	113,65,28,57,72,78,97,106,37	1,0,0,0,2,1,0,0,0	77,22,46,13,1,0,70,43,37,35,55	0,0,4,0,4,0,0,0,0,0,1	335	99	1	1.0	0.971,1.0,1.0,1.0,0.914,0.958,1.0,1.0,1.0	1.0,1.0,0.773,1.0,0.069,NA,1.0,1.0,1.0,1.0,0.942	0.104
78	"ENSG00000100297"	"MCM5"	chr22	+	35421317	35424501	35421317	35421460	35424153	35424501	78	1404,2520,77,64,226,1456,202,785,690	2,0,0,0,0,0,0,0,0	865,835,1037,344,343,14,589,347,639,1105,795	0,0,0,0,0,0,0,0,0,0,0	2792	99	1	1.0	0.961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.004
