Gene Symbol,Complex,Class / family,Full name from Entrez,More Aliases from Entrez,Organism,Ensemble Gene ID,Molecular weight from SwissProt,Domains from SwissProt,Motifs from SwissProt,Entrez Gene ID,Full Gene Name from Entrez,UniProt Entry Name,Other UniProt Accessions,Pdbs,Compositional AA Bias from SwissProt
SRP68,,translation-related,signal recognition particle 68kDa,signal recognition particle 68 kDa protein,H. sapiens,ENSG00000167881,70730,,,6730,signal recognition particle 68kDa,SRP68_HUMAN,"Q9UHB9, Q8NCJ4, Q8WUK2",,Poly-Gly
TRMT1L,,translation-related,TRM1 tRNA methyltransferase 1-like,"TRM1-like protein, TRMT1-like protein",H. sapiens,ENSG00000121486,81747,,,81627,TRM1 tRNA methyltransferase 1-like,TRM1L_HUMAN,"Q7Z2T5, Q5TEN0, Q6ZMX0, Q8IWH5, Q8NC68",,
EEF1D,,translation-related,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),"EF-1-delta, antigen NY-CO-4, elongation factor 1-delta, guanine nucleotide exchange protein",H. sapiens,ENSG00000104529,31122,,,1936,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),EF1D_HUMAN,"P29692, D3DWK3, Q4VBZ6, Q969J1, Q96I38",,
EEF1G,,translation-related,eukaryotic translation elongation factor 1 gamma,"EF-1-gamma, PRO1608, eEF-1B gamma, elongation factor 1-gamma, pancreatic tumor-related protein",H. sapiens,ENSG00000254772,50119,"EF-1-gamma C-terminal, GST C-terminal, GST N-terminal",,1937,eukaryotic translation elongation factor 1 gamma,EF1G_HUMAN,"P26641, Q6PJ62, Q6PK31, Q96CU2, Q9P196",1PBU,
RARS,,translation-related,arginyl-tRNA synthetase,"arginine tRNA ligase 1, cytoplasmic, arginine--tRNA ligase, cytoplasmic, arginyl-tRNA synthetase, cytoplasmic",H. sapiens,ENSG00000113643,75379,,"""HIGH"" region",5917,arginyl-tRNA synthetase,SYRC_HUMAN,"P54136, B2RBS9, Q53GY4, Q9BWA1",,
EEF1A1,,translation-related,eukaryotic translation elongation factor 1 alpha 1,"CTCL tumor antigen, EF-1-alpha-1, EF1a-like protein, cervical cancer suppressor 3, elongation factor 1 alpha subunit",H. sapiens,ENSG00000156508,50141,,,1915,eukaryotic translation elongation factor 1 alpha 1,EF1A1_HUMAN,"P68104, P04719, P04720",1SYW,
EIF2S3,,translation-related,"eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa","eIF-2-gamma X, eIF-2gX, eukaryotic translation initiation factor 2 subunit 3, eukaryotic translation initiation factor 2 subunit gamma X, eukaryotic translation initiation factor 2G",H. sapiens,ENSG00000130741,51109,,,1968,"eukaryotic translation initiation factor 2, subunit 3 gamma, 52kDa",IF2G_HUMAN,"P41091, B5BTZ4",,
MARS,,translation-related,methionyl-tRNA synthetase,"cytosolic methionyl-tRNA synthetase, methionine tRNA ligase 1, cytoplasmic, methionine--tRNA ligase, cytoplasmic",H. sapiens,ENSG00000166986,101116,"GST C-terminal, WHEP-TRS","""HIGH"" region, ""KMSKS"" region",4141,methionyl-tRNA synthetase,SYMC_HUMAN,"P56192, Q14895, Q53H14, Q96A15, Q96BZ0",2DJV,
EIF4G1,,translation-related,"eukaryotic translation initiation factor 4 gamma, 1","EIF4-gamma, eIF-4-gamma 1, eucaryotic translation initiation factor 4G, eukaryotic translation initiation factor 4 gamma 1",H. sapiens,ENSG00000114867,175491,"MI, MIF4G, W2",,1981,"eukaryotic translation initiation factor 4 gamma, 1",IF4G1_HUMAN,"Q04637, D3DNT4, D3DNT5, O43177, O95066","1LJ2, 1UG3, 2W97","Poly-Ala, Poly-Glu"
EEF2,,translation-related,eukaryotic translation elongation factor 2,"elongation factor 2, polypeptidyl-tRNA translocase",H. sapiens,ENSG00000167658,95338,,,1938,eukaryotic translation elongation factor 2,EF2_HUMAN,"P13639, B2RMP5, D6W618, Q58J86",,
EPRS,,translation-related,glutamyl-prolyl-tRNA synthetase,"bifunctional aminoacyl-tRNA synthetase, bifunctional glutamate/proline--tRNA ligase, cell proliferation-inducing gene 32 protein, glutamate tRNA ligase, glutaminyl-tRNA synthetase",H. sapiens,ENSG00000136628,170591,WHEP-TRS,"""HIGH"" region, ""KMSKS"" region",2058,glutamyl-prolyl-tRNA synthetase,SYEP_HUMAN,"P07814, A0AVA9, B9EGH3, Q05BP6, Q05DF8",1FYJ,
EIF3C,,translation-related,"eukaryotic translation initiation factor 3, subunit C","cell migration-inducing protein 17, eIF3 p110, eukaryotic translation initiation factor 3 subunit 8, eukaryotic translation initiation factor 3 subunit C, eukaryotic translation initiation factor 3, subunit 8 (110kD)",H. sapiens,ENSG00000184110,105344,PCI,,8663,"eukaryotic translation initiation factor 3, subunit C",EIF3C_HUMAN,"Q99613, A8K7Z0, B2RXG3, O00215, Q9BW98",,"Asp/Glu-rich (acidic), Poly-Glu"
