Gene Symbol,Complex,Class / family,Full name from Entrez,More Aliases from Entrez,Organism,Ensemble Gene ID,Molecular weight from SwissProt,Domains from SwissProt,Motifs from SwissProt,Entrez Gene ID,Full Gene Name from Entrez,UniProt Entry Name,Other UniProt Accessions,Pdbs,Compositional AA Bias from SwissProt
NCBP2,,pre-mRNA/mRNA binding proteins,"nuclear cap binding protein subunit 2, 20kDa","20 kDa nuclear cap-binding protein, NCBP 20 kDa subunit, NCBP interacting protein 1, NCBP-interacting protein 1, cell proliferation-inducing gene 55 protein",H. sapiens,ENSG00000114503,18001,RRM,,22916,"nuclear cap binding protein subunit 2, 20kDa",NCBP2_HUMAN,"P52298, B2RE91, B4DMK7, Q14924, Q2TS50","1H2T, 1H2U, 1H2V, 1H6K, 1N52",
NCBP1,,pre-mRNA/mRNA binding proteins,"nuclear cap binding protein subunit 1, 80kDa","80 kDa nuclear cap-binding protein, NCBP 80 kDa subunit, nuclear cap-binding protein subunit 1",H. sapiens,ENSG00000136937,91839,MIF4G,Nuclear localization signal,4686,"nuclear cap binding protein subunit 1, 80kDa",NCBP1_HUMAN,"Q09161, B2R718, Q59G76, Q5T1V0, Q5T7X2","1H2T, 1H2U, 1H2V, 1H6K, 1N52",
DDX17,,pre-mRNA/mRNA binding proteins,DEAD (Asp-Glu-Ala-Asp) box helicase 17,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 17, DEAD box protein p72, DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 17 (72kD), RNA-dependent helicase p72, probable ATP-dependent RNA helicase DDX17",H. sapiens,ENSG00000100201,80272,"Helicase ATP-binding, Helicase C-terminal","DEAD box, Q motif",10521,DEAD (Asp-Glu-Ala-Asp) box polypeptide 17,DDX17_HUMAN,"Q92841, B1AHM0, Q69YT1, Q6ICD6",,"Poly-Gly, Poly-Pro"
RBM39,,pre-mRNA/mRNA binding proteins,RNA binding motif protein 39,"RNA-binding protein 39, RNA-binding region (RNP1, RRM) containing 2, coactivator of activating protein-1 and estrogen receptors, functional spliceosome-associated protein 59, hepatocellular carcinoma protein 1",H. sapiens,ENSG00000131051,59380,RRM,,9584,RNA binding motif protein 39,RBM39_HUMAN,"Q14498, A2RRD3, A5D8W2, B0BLV3, E1P5S0",2JRS,"Arg/Ser-rich (RS domain), Poly-Ala"
NUMA1,,pre-mRNA/mRNA binding proteins,nuclear mitotic apparatus protein 1,"SP-H antigen, centrophilin stabilizes mitotic spindle in mitotic cells, nuclear mitotic apparatus protein 1, structural nuclear protein",H. sapiens,ENSG00000137497,238260,,,4926,nuclear mitotic apparatus protein 1,NUMA1_HUMAN,"Q14980, Q14981",3RO2,
YBX1,,pre-mRNA/mRNA binding proteins,Y box binding protein 1,"CBF-A, CCAAT-binding transcription factor I subunit A, DNA-binding protein B, EFI-A, Y-box transcription factor",H. sapiens,ENSG00000065978,35924,CSD,,4904,Y box binding protein 1,YBOX1_HUMAN,"P67809, P16990, P16991, Q14972, Q15325",1H95,
DDX19A,,pre-mRNA/mRNA binding proteins,DEAD (Asp-Glu-Ala-Asp) box polypeptide 19A,"ATP-dependent RNA helicase DDX19A, DDX19-like protein, DEAD (Asp-Glu-Ala-As) box polypeptide 19A, DEAD box protein 19A, RNA helicase",H. sapiens,ENSG00000168872,53975,"Helicase ATP-binding, Helicase C-terminal","DEAD box, Q motif",55308,DEAD (Asp-Glu-Ala-As) box polypeptide 19A,DD19A_HUMAN,"Q9NUU7, B2RPL0, Q53FM0",,
DDX5,,pre-mRNA/mRNA binding proteins,DEAD (Asp-Glu-Ala-Asp) box helicase 5,"ATP-dependent RNA helicase DDX5, DEAD (Asp-Glu-Ala-Asp) box polypeptide 5, DEAD box protein 5, DEAD box-5, DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 5 (RNA helicase, 68kD)",H. sapiens,ENSG00000108654,69148,"Helicase ATP-binding, Helicase C-terminal","DEAD box, Q motif",1655,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,DDX5_HUMAN,"P17844, B5BU21, D3DU32, O75681, Q53Y61",3FE2,
KHDRBS1,,pre-mRNA/mRNA binding proteins,"KH domain containing, RNA binding, signal transduction associated 1","GAP-associated tyrosine phosphoprotein p62 (Sam68), KH domain-containing, RNA-binding, signal transduction-associated protein 1, p21 Ras GTPase-activating protein-associated p62, src-associated in mitosis 68 kDa protein",H. sapiens,ENSG00000121774,48227,KH,,10657,"KH domain containing, RNA binding, signal transduction associated 1",KHDR1_HUMAN,"Q07666, D3DPP3, Q6PJX7, Q8NB97, Q99760","2XA6, 3QHE","Arg/Gly-rich, DMA/Gly-rich, Pro-rich"
PABPC4,,pre-mRNA/mRNA binding proteins,"poly(A) binding protein, cytoplasmic 4 (inducible form)","PABP-4, activated-platelet protein 1, inducible poly(A)-binding protein, poly(A)-binding protein 4, polyadenylate-binding protein 4",H. sapiens,ENSG00000090621,70783,"PABC, RRM",,8761,"poly(A) binding protein, cytoplasmic 4 (inducible form)",PABP4_HUMAN,"Q13310, B1ANQ8, Q4VC03, Q6P0N3",,Poly-Ala
DHX34,,pre-mRNA/mRNA binding proteins,DEAH (Asp-Glu-Ala-His) box polypeptide 34,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 34, DEAH box protein 34, probable ATP-dependent RNA helicase DHX34, probable ATP-dependent helicase DHX34",H. sapiens,ENSG00000134815,128120,"Helicase ATP-binding, Helicase C-terminal",DEAH box,9704,DEAH (Asp-Glu-Ala-His) box polypeptide 34,DHX34_HUMAN,"Q14147, B4DMY8",,
