Gene Symbol,Complex,Class / family,Full name from Entrez,More Aliases from Entrez,Organism,Ensemble Gene ID,Molecular weight from SwissProt,Domains from SwissProt,Motifs from SwissProt,Entrez Gene ID,Full Gene Name from Entrez,UniProt Entry Name,Other UniProt Accessions,Pdbs,Compositional AA Bias from SwissProt
CCT6A,,chaperonin/heat shock,"chaperonin containing TCP1, subunit 6A (zeta 1)","T-complex protein 1 subunit zeta, T-complex protein 1, zeta subunit, acute morphine dependence related protein 2, acute morphine dependence-related protein 2, amino acid transport defect-complementing",H. sapiens,ENSG00000146731,53289,,,908,"chaperonin containing TCP1, subunit 6A (zeta 1)",A6NCD2_HUMAN,A6NCD2,,
HSP90B1,,chaperonin/heat shock,"heat shock protein 90kDa beta (Grp94), member 1","94 kDa glucose-regulated protein, GRP-94, Tumor rejection antigen-1 (gp96), endoplasmin, endothelial cell (HBMEC) glycoprotein",H. sapiens,ENSG00000166598,92469,,Prevents secretion from ER,7184,"heat shock protein 90kDa beta (Grp94), member 1",ENPL_HUMAN,"P14625, Q96A97",,
CCT4,,chaperonin/heat shock,"chaperonin containing TCP1, subunit 4 (delta)","T-complex protein 1 subunit delta, TCP-1-delta, chaperonin containing t-complex polypeptide 1, delta subunit, stimulator of TAR RNA-binding",H. sapiens,ENSG00000115484,57924,,,10575,"chaperonin containing TCP1, subunit 4 (delta)",TCPD_HUMAN,"P50991, B2R6I3, O14870, Q53QP9, Q96C51",,
CCT7,,chaperonin/heat shock,"chaperonin containing TCP1, subunit 7 (eta)","CCT-eta, HIV-1 Nef interacting protein, HIV-1 Nef-interacting protein, T-complex protein 1 subunit eta, TCP-1-eta",H. sapiens,ENSG00000135624,59367,,,10574,"chaperonin containing TCP1, subunit 7 (eta)",TCPH_HUMAN,"Q99832, A8K7E6, A8MWI8, B7WNW9, B7Z4T9",,
CCT8,,chaperonin/heat shock,"chaperonin containing TCP1, subunit 8 (theta)","CCT-theta, T-complex protein 1 subunit theta, T-complex protein 1, theta subunit, TCP-1-theta, renal carcinoma antigen NY-REN-15",H. sapiens,ENSG00000156261,59621,,,10694,"chaperonin containing TCP1, subunit 8 (theta)",TCPQ_HUMAN,"P50990, A6NN54, Q4VBP8",,
CCT3,,chaperonin/heat shock,"chaperonin containing TCP1, subunit 3 (gamma)","T-complex protein 1 subunit gamma, T-complex protein 1, gamma subunit, TCP1 (t-complex-1) ring complex, polypeptide 5, hTRiC5",H. sapiens,ENSG00000163468,60534,,,7203,"chaperonin containing TCP1, subunit 3 (gamma)",TCPG_HUMAN,"P49368, A6NE14, Q5SZY1, Q9BR64",,
CCT2,,chaperonin/heat shock,"chaperonin containing TCP1, subunit 2 (beta)","T-complex protein 1 subunit beta, T-complex protein 1, beta subunit, chaperonin containing t-complex polypeptide 1, beta subunit, chaperonin containing t-complex polypeptide 1, subunit 2",H. sapiens,ENSG00000166226,57488,,,10576,"chaperonin containing TCP1, subunit 2 (beta)",TCPB_HUMAN,"P78371, A8K402, B5BTY7, B7Z243, B7Z7K4",,
CCT5,,chaperonin/heat shock,"chaperonin containing TCP1, subunit 5 (epsilon)","T-complex protein 1 subunit epsilon, T-complex protein 1, epsilon subunit",H. sapiens,ENSG00000150753,59671,,,22948,"chaperonin containing TCP1, subunit 5 (epsilon)",TCPE_HUMAN,"P48643, A8JZY8",,
HSPH1,,chaperonin/heat shock,heat shock 105kDa/110kDa protein 1,"antigen NY-CO-25, heat shock 105kD alpha, heat shock 105kD beta, heat shock 105kDa protein 1, heat shock 110 kDa protein",H. sapiens,ENSG00000120694,96865,,,10808,heat shock 105kDa/110kDa protein 1,HS105_HUMAN,"Q92598, O95739, Q5TBM6, Q5TBM7, Q5TBM8",,
DNAJA1,,chaperonin/heat shock,"DnaJ (Hsp40) homolog, subfamily A, member 1","HSJ-2, dnaJ homolog subfamily A member 1, dnaJ protein homolog 2, heat shock 40 kDa protein 4, heat shock protein J2",H. sapiens,ENSG00000086061,44868,J,,3301,"DnaJ (Hsp40) homolog, subfamily A, member 1",DNJA1_HUMAN,P31689,2LO1,Gly-rich
HSP90AA1,,chaperonin/heat shock,"heat shock protein 90kDa alpha (cytosolic), class A member 1","HSP 86, heat shock 86 kDa, heat shock 90kD protein 1, alpha, heat shock 90kD protein 1, alpha-like 4, heat shock 90kD protein, alpha-like 4",H. sapiens,ENSG00000080824,84660,,TPR repeat-binding,3320,"heat shock protein 90kDa alpha (cytosolic), class A member 1",HS90A_HUMAN,"P07900, A8K500, B3KPJ9, Q2PP14, Q5CAQ6","1BYQ, 1OSF, 1UY6, 1UY7, 1UY8",
HSP90AB1,,chaperonin/heat shock,"heat shock protein 90kDa alpha (cytosolic), class B member 1","90-kda heat shock protein beta HSP90 beta, heat shock 84 kDa, heat shock 90kD protein 1, beta, heat shock 90kDa protein 1, beta, heat shock protein HSP 90-beta",H. sapiens,ENSG00000096384,83264,,TPR repeat-binding,3326,"heat shock protein 90kDa alpha (cytosolic), class B member 1",HS90B_HUMAN,"P08238, B2R5P0, Q5T9W7, Q9NQW0, Q9NTK6","1QZ2, 1UYM, 3NMQ, 3PRY",
HSPA6,,chaperonin/heat shock,heat shock 70kDa protein 6 (HSP70B'),"heat shock 70 kDa protein 6, heat shock 70 kDa protein B', heat shock 70kD protein 6 (HSP70B')",H. sapiens,ENSG00000173110,71028,,,3310,heat shock 70kDa protein 6 (HSP70B'),HSP76_HUMAN,"P17066, Q1HBA8, Q8IYK7, Q9BT95",3FE1,
HSPA1B,,chaperonin/heat shock,heat shock 70kDa protein 1B,"HSP70-1/HSP70-2, HSP70.1/HSP70.2, heat shock 70 kDa protein 1/2, heat shock 70 kDa protein 1A/1B, heat shock 70kD protein 1B",H. sapiens,ENSG00000204388,70052,,,3304,heat shock 70kDa protein 1B,A8K5I0_HUMAN,A8K5I0,"1HJO, 1S3X, 1XQS, 2E88, 2E8A",
HSPA1A,,chaperonin/heat shock,heat shock 70kDa protein 1A,"HSP70-1/HSP70-2, HSP70.1/HSP70.2, dnaK-type molecular chaperone HSP70-1, heat shock 70 kDa protein 1/2, heat shock 70 kDa protein 1A/1B",H. sapiens,ENSG00000204389,70052,,,3303,heat shock 70kDa protein 1A,A8K5I0_HUMAN,A8K5I0,"1HJO, 1S3X, 1XQS, 2E88, 2E8A",
