ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14	"ENSG00000141959"	"PFKL"	chr21	+	44325731	44326060	44325960	44326060	44325152	44325264	14	239,151,200,132,170,329	1587,1713,2183,1518,1387,1705	93,222,156,189,170,161,170,394,251	1621,1190,2267,1138,1246,1187,1707,1427,1180	379	150	0.0261063689618	0.179724513652	0.056,0.034,0.035,0.033,0.046,0.071	0.022,0.069,0.027,0.062,0.051,0.051,0.038,0.099,0.078	-0.009
15	"ENSG00000160224"	"AIRE"	chr21	+	44291094	44291210	44291097	44291210	44289987	44290068	15	6,0,1,0,0,0	4,0,0,0,0,0	0,0,0,0,0,0,0,0,0	0,0,3,0,0,0,0,0,0	153	150	1	1.0	0.595,NA,1.0,NA,NA,NA	NA,NA,0.0,NA,NA,NA,NA,NA,NA	0.797
16	"ENSG00000160224"	"AIRE"	chr21	+	44294371	44294503	44294400	44294503	44293788	44293910	16	0,0,0,1,0,0	3,0,0,0,0,0	0,0,6,0,0,0,0,0,0	0,0,0,0,4,0,0,2,0	179	150	1	1.0	0.0,NA,NA,1.0,NA,NA	NA,NA,1.0,NA,0.0,NA,NA,0.0,NA	0.167
19	"ENSG00000160209"	"PDXK"	chr21	+	43743668	43743807	43743723	43743807	43741666	43741771	19	9,7,21,5,7,18	234,190,380,248,168,236	3,12,11,4,4,8,8,33,37	133,236,269,61,89,142,247,480,383	205	150	0.155814096032	0.649860578323	0.027,0.026,0.039,0.015,0.03,0.053	0.016,0.036,0.029,0.046,0.032,0.04,0.023,0.048,0.066	-0.006
20	"ENSG00000160209"	"PDXK"	chr21	+	43755476	43755764	43755697	43755764	43753582	43753719	20	16,12,12,5,5,7	191,175,438,279,149,199	0,1,7,0,3,11,6,17,6	103,179,195,32,63,135,253,382,386	371	150	0.0860169633685	0.426811647559	0.033,0.027,0.011,0.007,0.013,0.014	0.0,0.002,0.014,0.0,0.019,0.032,0.009,0.018,0.006	0.006
21	"ENSG00000160191"	"PDE9A"	chr21	+	42698912	42699011	42698967	42699011	42687916	42687994	21	7,0,0,0,0,0	26,0,0,2,6,0	0,0,0,0,0,0,0,0,0	0,2,2,4,0,13,0,0,11	205	150	1	1.0	0.165,NA,NA,0.0,0.0,NA	NA,0.0,0.0,0.0,NA,0.0,NA,NA,0.0	0.055
22	"ENSG00000173276"	"ZBTB21"	chr21	-	42002349	42002563	42002349	42002503	42002896	42002961	22	35,27,6,5,1,73	0,0,0,1,0,0	32,98,139,3,208,13,17,90,43	0,0,2,0,0,0,0,0,0	210	150	1	1.0	1.0,1.0,1.0,0.781,1.0,1.0	1.0,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0	-0.034
23	"ENSG00000157601"	"MX1"	chr21	+	41432030	41432175	41432049	41432175	41427754	41427866	23	7,4,8,1,1,2	0,0,10,0,6,0	3,1,8,0,8,2,0,15,3	0,2,0,0,0,4,0,10,4	169	150	1	1.0	1.0,1.0,0.415,1.0,0.129,1.0	1.0,0.307,1.0,NA,1.0,0.307,NA,0.571,0.4	0.102
24	"ENSG00000157601"	"MX1"	chr21	+	41432030	41432175	41432049	41432175	41430532	41430608	24	23,4,10,3,6,4	70,20,117,48,160,33	3,2,22,4,14,12,0,35,14	24,18,109,19,106,64,12,145,59	169	150	0.0191289810248	0.143742944701	0.226,0.151,0.071,0.053,0.032,0.097	0.1,0.09,0.152,0.157,0.105,0.143,0.0,0.176,0.174	-0.017
25	"ENSG00000157578"	"LCA5L"	chr21	-	39429130	39429394	39429130	39429211	39435419	39435542	25	1,0,5,0,2,0	0,2,0,7,0,0	2,0,0,6,0,5,1,4,0	0,0,0,0,0,0,0,0,1	333	150	1	1.0	1.0,0.0,1.0,0.0,1.0,NA	1.0,NA,NA,1.0,NA,1.0,1.0,1.0,0.0	-0.233
26	"ENSG00000157578"	"LCA5L"	chr21	-	39435419	39435573	39435419	39435542	39444134	39444201	26	0,0,0,0,0,0	4,0,0,0,0,0	0,0,0,0,0,1,1,0,2	0,0,0,0,0,0,0,0,0	181	150	1	1.0	0.0,NA,NA,NA,NA,NA	NA,NA,NA,NA,NA,1.0,1.0,NA,1.0	-1.0
27	"ENSG00000182093"	"WRB"	chr21	+	39428231	39428528	39428323	39428528	39410868	39410937	27	0,0,5,0,3,0	0,0,0,0,0,0	0,4,3,1,0,2,3,0,0	0,2,0,0,0,2,0,0,5	242	150	1	1.0	NA,NA,1.0,NA,1.0,NA	NA,0.554,1.0,1.0,NA,0.383,1.0,NA,0.0	0.344
28	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39347292	39345829	39345958	39347378	39347483	28	3245,2890,5936,1990,4892,5351	45,38,68,41,35,63	669,3022,1939,5172,2326,4418,4554,10085,4526	67,51,66,36,53,41,89,80,77	1484	150	0.00841580778755	0.0786332641225	0.879,0.885,0.898,0.831,0.934,0.896	0.502,0.857,0.748,0.936,0.816,0.916,0.838,0.927,0.856	0.065
29	"ENSG00000205581"	"HMGN1"	chr21	-	39347378	39347483	39347378	39347478	39348291	39348339	29	151,168,171,136,168,96	67,71,85,64,44,46	93,123,128,111,70,161,141,189,135	48,71,50,44,21,49,73,113,47	155	150	0.773070963509	1.0	0.686,0.696,0.661,0.673,0.787,0.669	0.652,0.626,0.712,0.709,0.763,0.761,0.651,0.618,0.735	0.003
30	"ENSG00000205581"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348421	39348451	30	9871,10053,14540,7816,11708,13534	0,9,0,3,0,0	3878,8346,7994,11336,5974,11424,12394,20177,10844	0,2,2,0,0,2,1,4,0	3215	150	1	1.0	1.0,0.981,1.0,0.992,1.0,1.0	1.0,0.995,0.995,1.0,1.0,0.996,0.998,0.996,1.0	-0.002
31	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348902	39349054	31	2303,2634,2486,2262,2344,2421	0,0,0,0,0,0	1406,2017,2414,1562,984,2143,2751,1952,1837	0,0,8,0,0,0,0,5,0	276	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.994,1.0,1.0,1.0,1.0,0.995,1.0	0.001
32	"ENSG00000185658"	"BRWD1"	chr21	-	39264459	39264685	39264459	39264564	39264890	39265019	32	227,139,524,213,317,177	0,0,0,0,0,0	140,149,249,533,230,405,234,165,115	0,0,0,0,0,0,0,0,4	271	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.941	0.007
33	"ENSG00000157540"	"DYRK1A"	chr21	+	37478180	37478300	37478207	37478300	37472683	37472880	33	6,14,4,0,5,13	13,23,19,3,9,63	3,6,1,0,2,8,5,12,5	16,72,15,13,17,31,28,62,60	177	150	0.00202790080151	0.0261737938966	0.281,0.34,0.151,0.0,0.32,0.149	0.137,0.066,0.053,0.0,0.091,0.179,0.131,0.141,0.066	0.111
34	"ENSG00000157538"	"DSCR3"	chr21	-	37232376	37232645	37232376	37232451	37233361	37233442	34	3,11,17,11,7,10	202,276,346,306,393,219	2,8,15,17,10,22,18,26,20	432,233,385,244,212,365,402,162,323	344	150	0.0109334201312	0.0952324521644	0.006,0.017,0.021,0.015,0.008,0.02	0.002,0.015,0.017,0.029,0.02,0.026,0.019,0.065,0.026	-0.01
36	"ENSG00000237945"	"LINC00649"	chr21	+	33969236	33969598	33969240	33969598	33945809	33945895	36	1,0,8,0,0,2	0,0,0,0,0,0	76,3,15,19,26,17,2,0,0	0,0,2,0,0,0,0,0,0	154	150	1	1.0	1.0,NA,1.0,NA,NA,1.0	1.0,1.0,0.88,1.0,1.0,1.0,1.0,NA,NA	0.017
37	"ENSG00000241837"	"ATP5O"	chr21	-	33903455	33903656	33903455	33903639	33903934	33904021	37	77,42,95,43,38,57	4121,3444,4888,2898,2764,3521	44,53,65,39,45,36,94,49,41	2186,2807,3496,1854,2567,2456,4979,2440,2625	167	150	0.174971486239	0.698861337154	0.017,0.011,0.017,0.013,0.012,0.014	0.018,0.017,0.016,0.019,0.016,0.013,0.017,0.018,0.014	-0.002
38	"ENSG00000241837"	"ATP5O"	chr21	-	33906448	33907453	33906448	33906500	33909081	33909211	38	4293,3506,6274,3418,2455,4111	0,0,0,0,0,0	2367,3007,4060,2333,3375,2454,6047,2805,3238	0,0,0,1,0,0,0,0,0	1103	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.997,1.0,1.0,1.0,1.0,1.0	0.0
39	"ENSG00000205726"	"ITSN1"	chr21	+	33750142	33750322	33750253	33750322	33735043	33735204	39	55,31,100,55,78,15	2,6,14,0,6,14	131,23,44,35,78,54,89,22,34	4,6,8,2,12,0,1,0,14	261	150	0.393507788471	1.0	0.94,0.748,0.804,1.0,0.882,0.381	0.95,0.688,0.76,0.91,0.789,1.0,0.981,1.0,0.583	-0.059
40	"ENSG00000205726"	"ITSN1"	chr21	+	33772038	33772323	33772060	33772323	33765874	33766012	40	0,2,2,2,1,0	13,0,0,0,0,0	7,0,0,0,2,2,3,0,3	0,0,2,0,0,0,2,0,0	172	150	1	1.0	0.0,1.0,1.0,1.0,1.0,NA	1.0,NA,0.0,NA,1.0,1.0,0.567,NA,1.0	0.039
41	"ENSG00000205726"	"ITSN1"	chr21	+	33772038	33772323	33772060	33772323	33767712	33767828	41	2,2,2,2,1,0	32,20,36,30,46,23	7,0,0,0,2,5,1,0,7	91,23,38,39,64,31,80,4,22	172	150	0.746443903352	1.0	0.052,0.08,0.046,0.055,0.019,0.0	0.063,0.0,0.0,0.0,0.027,0.123,0.011,0.0,0.217	-0.007
44	"ENSG00000159147"	"DONSON"	chr21	-	33584589	33584768	33584589	33584726	33585977	33586181	44	323,348,549,329,355,290	0,2,0,1,1,0	67,173,126,102,53,224,318,96,52	0,0,4,0,0,1,5,0,0	192	150	1	1.0	1.0,0.993,1.0,0.996,0.996,1.0	1.0,1.0,0.961,1.0,1.0,0.994,0.98,1.0,1.0	0.005
45	"ENSG00000159147"	"DONSON"	chr21	-	33585977	33586181	33585977	33586060	33587521	33587602	45	378,496,607,482,372,285	3,6,7,2,1,32	138,145,109,140,35,306,385,132,58	6,22,2,0,3,0,5,4,12	271	150	0.0103925392871	0.0921506458587	0.986,0.979,0.98,0.993,0.995,0.831	0.927,0.785,0.968,1.0,0.866,1.0,0.977,0.948,0.728	0.05
46	"ENSG00000159140"	"SON"	chr21	+	33576364	33577481	33576417	33577481	33575777	33575893	46	11,35,68,40,31,10	61,126,264,127,126,42	15,1,1,21,6,32,25,0,11	88,34,23,79,17,124,111,36,26	203	150	0.0440080179182	0.262420373154	0.118,0.17,0.16,0.189,0.154,0.15	0.112,0.021,0.031,0.164,0.207,0.16,0.143,0.0,0.238	0.037
47	"ENSG00000205930"	"C21orf62-AS1"	chr21	+	32784774	32784919	32784796	32784919	32772149	32772272	47	1,1,3,2,0,0	0,0,0,0,0,0	1,0,0,4,2,0,0,0,0	0,0,0,0,0,7,0,0,0	172	150	1	1.0	1.0,1.0,1.0,1.0,NA,NA	1.0,NA,NA,1.0,1.0,0.0,NA,NA,NA	0.25
49	"ENSG00000159082"	"SYNJ1"	chr21	-	32678644	32678810	32678644	32678801	32681495	32681648	49	15,19,73,36,28,16	0,0,0,0,0,0	14,25,10,32,3,6,16,14,45	0,0,3,0,0,0,0,0,0	159	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.759,1.0,1.0,1.0,1.0,1.0,1.0	0.027
50	"ENSG00000159079"	"C21orf59"	chr21	-	32601666	32603292	32601666	32601973	32604124	32604283	50	870,1473,2017,1440,1552,996	12,0,0,0,0,6	414,211,354,908,220,947,1698,436,203	0,0,0,0,0,0,0,0,0	1469	150	0.211727289119	0.783148276587	0.881,1.0,1.0,1.0,1.0,0.944	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.029
51	"ENSG00000156304"	"SCAF4"	chr21	-	31685048	31685240	31685048	31685174	31685397	31685484	51	107,314,717,294,334,201	20,156,241,148,138,94	143,70,88,161,54,180,253,81,101	90,54,70,111,62,60,115,29,51	216	150	0.0114541377428	0.0989900968474	0.788,0.583,0.674,0.58,0.627,0.598	0.525,0.474,0.466,0.502,0.377,0.676,0.604,0.66,0.579	0.101
52	"ENSG00000156304"	"SCAF4"	chr21	-	31696568	31696750	31696568	31696736	31700994	31701171	52	111,383,823,366,434,269	0,0,3,0,0,3	197,207,98,213,86,235,265,114,163	0,2,2,0,0,0,2,0,0	164	150	1	1.0	1.0,1.0,0.996,1.0,1.0,0.988	1.0,0.99,0.978,1.0,1.0,1.0,0.992,1.0,1.0	0.002
53	"ENSG00000156299"	"TIAM1"	chr21	-	31118417	31120837	31118417	31118670	31124521	31124694	53	113,46,102,122,119,32	0,0,0,0,0,0	0,4,0,26,0,216,118,0,0	0,0,0,0,0,0,1,0,0	2317	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	NA,1.0,NA,1.0,NA,1.0,0.884,NA,NA	0.029
60	"ENSG00000177989"	"ODF3B"	chr22	-	50530711	50530852	50530711	50530828	50530936	50531058	60	38,22,181,47,26,28	0,0,2,0,0,0	44,160,313,10,222,26,6,635,8	0,0,6,0,0,0,0,15,0	174	150	0.852424660684	1.0	1.0,1.0,0.987,1.0,1.0,1.0	1.0,1.0,0.978,1.0,1.0,1.0,1.0,0.973,1.0	0.003
61	"ENSG00000177989"	"ODF3B"	chr22	-	50531190	50531341	50531190	50531295	50531569	50531773	61	13,12,28,8,13,10	33,10,67,35,22,34	7,23,68,4,32,4,4,151,2	26,113,211,1,149,5,5,240,4	196	150	0.763487627551	1.0	0.232,0.479,0.242,0.149,0.311,0.184	0.171,0.135,0.198,0.754,0.141,0.38,0.38,0.325,0.277	-0.041
62	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526156	50526000	50526141	50526245	50526476	62	11,2,3,5,7,3	230,134,273,140,207,178	7,4,26,3,17,3,6,21,1	244,234,1130,87,621,178,132,466,65	165	150	0.557390106869	1.0	0.042,0.013,0.01,0.031,0.03,0.015	0.025,0.015,0.02,0.03,0.024,0.015,0.04,0.039,0.014	-0.001
65	"ENSG00000100429"	"HDAC10"	chr22	-	50248224	50248472	50248224	50248292	50248661	50248751	65	142,239,330,261,205,267	2,4,2,0,4,0	201,168,294,186,289,190,269,249,171	0,2,5,1,0,5,3,1,0	330	150	0.838760172708	1.0	0.97,0.964,0.987,1.0,0.959,1.0	1.0,0.974,0.964,0.988,1.0,0.945,0.976,0.991,1.0	-0.002
66	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249102	50249168	66	94,232,280,197,154,176	12,15,14,8,9,2	243,191,314,116,168,128,283,170,147	16,3,14,12,18,15,4,13,5	181	150	0.633189513728	1.0	0.867,0.928,0.943,0.953,0.934,0.986	0.926,0.981,0.949,0.889,0.886,0.876,0.983,0.916,0.961	0.005
67	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249327	50249454	67	27,59,73,60,36,52	11,6,7,2,5,3	53,64,86,33,81,46,68,55,55	0,4,9,6,7,6,6,27,9	181	150	0.530049620046	1.0	0.67,0.891,0.896,0.961,0.856,0.935	1.0,0.93,0.888,0.82,0.906,0.864,0.904,0.628,0.835	0.004
68	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249198	50249102	50249168	50249327	50249454	68	11,12,15,8,9,5	80,240,316,199,170,159	4,9,4,10,5,8,18,5,5	230,162,259,137,154,128,255,205,124	180	150	0.190344314128	0.733499797207	0.103,0.04,0.038,0.032,0.042,0.026	0.014,0.044,0.013,0.057,0.026,0.05,0.056,0.02,0.033	0.012
69	"ENSG00000100429"	"HDAC10"	chr22	-	50248830	50248890	50248830	50248859	50249634	50249703	69	23,47,58,54,28,37	0,0,0,0,0,0	40,37,61,30,49,22,61,40,29	0,0,0,0,0,0,0,6,1	181	150	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.847,0.96	0.021
70	"ENSG00000100429"	"HDAC10"	chr22	-	50249102	50249198	50249102	50249168	50249634	50249703	70	11,12,10,8,9,16	4,0,0,1,0,3	4,9,5,9,8,5,15,4,5	0,2,4,0,0,0,0,3,7	180	150	0.221470623005	0.80747533478	0.696,1.0,1.0,0.87,1.0,0.816	1.0,0.789,0.51,1.0,1.0,1.0,1.0,0.526,0.373	0.097
71	"ENSG00000100429"	"HDAC10"	chr22	-	50249327	50249516	50249327	50249454	50249634	50249703	71	8,31,30,13,16,19	111,271,370,227,183,187	8,7,22,22,30,20,14,29,11	243,173,215,144,227,152,259,233,176	212	150	0.820470309928	1.0	0.049,0.075,0.054,0.039,0.058,0.067	0.023,0.028,0.068,0.098,0.086,0.085,0.037,0.081,0.042	-0.004
72	"ENSG00000100429"	"HDAC10"	chr22	-	50249634	50249719	50249634	50249703	50249859	50249964	72	9,13,15,5,2,7	120,249,369,216,189,241	12,8,11,5,6,8,15,9,9	227,167,228,132,266,165,278,245,180	166	150	0.357447125238	1.0	0.063,0.045,0.035,0.02,0.009,0.026	0.046,0.041,0.042,0.033,0.02,0.042,0.046,0.032,0.043	-0.005
73	"ENSG00000170638"	"TRABD"	chr22	+	50197822	50198186	50198074	50198186	50197448	50197588	73	2816,1506,2251,1321,1629,2117	20,13,9,2,10,26	646,934,444,1276,344,2970,1194,1865,1960	4,36,4,0,10,11,14,21,20	402	150	0.00693178747715	0.067766438324	0.981,0.977,0.989,0.996,0.984,0.968	0.984,0.906,0.976,1.0,0.928,0.99,0.97,0.971,0.973	0.016
76	"ENSG00000186654"	"PRR5"	chr22	+	44731678	44731821	44731729	44731821	44726576	44726634	76	0,15,4,10,9,7	150,260,243,189,253,157	3,3,2,4,1,8,9,5,2	204,39,207,71,65,133,188,160,76	201	150	0.402130710494	1.0	0.0,0.041,0.012,0.038,0.026,0.032	0.011,0.054,0.007,0.04,0.011,0.043,0.034,0.023,0.019	-0.002
77	"ENSG00000186654"	"PRR5"	chr22	+	44731678	44731821	44731734	44731821	44726576	44726634	77	5,21,20,16,15,11	4,10,36,6,11,4	13,3,12,8,1,9,15,12,3	4,0,8,3,0,12,22,6,6	206	150	0.81442380338	1.0	0.476,0.605,0.288,0.66,0.498,0.667	0.703,1.0,0.522,0.66,1.0,0.353,0.332,0.593,0.267	-0.071
78	"ENSG00000186654"	"PRR5"	chr22	+	44731729	44731821	44731734	44731821	44726576	44726634	78	155,266,259,195,259,161	4,10,36,6,11,4	214,39,217,75,65,134,194,167,77	4,0,8,3,0,12,22,6,6	155	150	0.585762345702	1.0	0.974,0.963,0.874,0.969,0.958,0.975	0.981,1.0,0.963,0.96,1.0,0.915,0.895,0.964,0.925	-0.004
79	"ENSG00000189306"	"RRP7A"	chr22	-	42516010	42516296	42516010	42516136	42518004	42518147	79	37,47,17,24,39,48	628,1464,766,1018,1060,875	8,15,2,17,8,27,79,43,51	372,274,373,251,103,485,1568,641,1118	310	150	0.0280300497369	0.189437843763	0.028,0.015,0.011,0.011,0.017,0.026	0.01,0.026,0.003,0.032,0.036,0.026,0.024,0.031,0.022	-0.005
80	"ENSG00000100207"	"TCF20"	chr22	-	42168608	42168736	42168608	42168703	42169846	42169896	80	0,2,8,2,2,3	3,2,4,2,0,2	0,0,0,3,0,4,3,2,2	0,0,0,0,0,3,2,0,0	183	150	1	1.0	0.0,0.45,0.621,0.45,1.0,0.551	NA,NA,NA,1.0,NA,0.522,0.551,1.0,1.0	-0.303
82	"ENSG00000100162"	"CENPM"	chr22	-	41945224	41945389	41945224	41945304	41945912	41946005	82	62,42,114,54,53,42	1305,731,1616,879,969,674	10,7,11,8,2,45,88,10,1	201,218,180,194,21,763,1116,248,47	235	150	0.674136523208	1.0	0.029,0.035,0.043,0.038,0.034,0.038	0.031,0.02,0.038,0.026,0.057,0.036,0.048,0.025,0.013	0.003
83	"ENSG00000100417"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584526	41584603	83	106,37,130,69,119,96	23,0,16,4,2,0	15,70,13,2,0,273,82,139,0	0,8,2,0,0,23,3,15,0	464	150	1	1.0	0.598,1.0,0.724,0.848,0.951,1.0	1.0,0.739,0.678,1.0,NA,0.793,0.898,0.75,NA	0.017
84	"ENSG00000100401"	"RANGAP1"	chr22	-	41280932	41281212	41280932	41281082	41285543	41285965	84	17,16,41,17,27,6	37,66,74,81,48,33	5,6,5,9,21,17,21,13,2	17,3,56,38,33,24,80,29,9	280	150	0.863642449795	1.0	0.198,0.115,0.229,0.101,0.232,0.089	0.136,0.517,0.046,0.113,0.254,0.275,0.123,0.194,0.106	-0.035
85	"ENSG00000100395"	"L3MBTL2"	chr22	+	41213850	41214026	41213892	41214026	41209695	41209933	85	9,17,22,7,6,5	159,303,369,244,244,123	6,4,5,6,0,8,10,9,0	173,42,107,148,50,154,289,56,72	192	150	0.553309052677	1.0	0.042,0.042,0.045,0.022,0.019,0.031	0.026,0.069,0.035,0.031,0.0,0.039,0.026,0.112,0.0	-0.004
86	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41219418	41219536	41213892	41214026	86	31,57,140,9,41,82	0,1,0,0,0,0	26,20,22,25,2,65,51,55,67	0,0,0,0,0,0,0,1,2	2446	150	1	1.0	1.0,0.778,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.771,0.673	0.025
87	"ENSG00000239900"	"ADSL"	chr22	+	40361087	40361342	40361272	40361342	40360401	40360492	87	69,87,60,44,65,36	932,1697,1748,1221,1245,1429	30,20,32,31,15,39,70,48,54	831,562,1082,611,593,597,1722,855,859	335	150	0.984691655292	1.0	0.032,0.022,0.015,0.016,0.023,0.011	0.016,0.016,0.013,0.022,0.011,0.028,0.018,0.025,0.027	0.0
88	"ENSG00000100335"	"MIEF1"	chr22	+	39509337	39509571	39509421	39509571	39504202	39504534	88	5,5,16,8,10,14	4,12,11,7,9,12	0,0,4,9,0,9,1,2,5	12,4,8,10,0,17,12,0,18	234	150	1	1.0	0.445,0.211,0.483,0.423,0.416,0.428	0.0,0.0,0.243,0.366,NA,0.253,0.051,1.0,0.151	0.143
