ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
35	"ENSG00000156239"	"N6AMT1"	chr21	-	28872190	28876491	28872190	28872739	28876311	28876491	35	793,0,18	38,20,0	209,25,30,184,218,54,147,12,0	33,2,0,33,19,43,51,109,20	3722	150	0.555791834849	1.0	0.457,0.0,1.0	0.203,0.335,1.0,0.183,0.316,0.048,0.104,0.004,0.0	0.242
36	"ENSG00000154734"	"ADAMTS1"	chr21	-	26838438	26839762	26838438	26838614	26839586	26839762	36	0,81,2	34,160,0	0,0,0,0,0,0,3,0,0	0,0,0,1,0,0,3,0,0	1122	150	1	1.0	0.0,0.063,1.0	NA,NA,NA,0.0,NA,NA,0.118,NA,NA	0.295
37	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840275	26840562	37	0,64,6	35,86,0	0,0,0,0,0,0,4,0,0	0,0,0,4,0,0,5,0,0	364	150	1	1.0	0.0,0.235,1.0	NA,NA,NA,0.0,NA,NA,0.248,NA,NA	0.288
42	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6496080	6492130	6492197	6495992	6496080	42	1,118,0	0,0,0	0,32,48,0,122,44,154,0,14	0,1,0,0,2,0,1,0,0	3945	150	1	1.0	1.0,1.0,NA	NA,0.549,1.0,NA,0.699,1.0,0.854,NA,1.0	0.15
44	"ENSG00000275464"	"CH507-9B2.5"	chr21	-	5135934	5137474	5135934	5136043	5137326	5137474	44	0,34,0	0,130,37	31,2,1,15,15,2,20,0,2	398,96,58,103,111,62,52,0,24	1433	150	1	1.0	NA,0.027,0.0	0.008,0.002,0.002,0.015,0.014,0.003,0.039,NA,0.009	0.002
45	"ENSG00000275464"	"CH507-9B2.5"	chr21	-	5139697	5141103	5139697	5139878	5140952	5141103	45	0,4,10	0,63,10	15,5,0,10,6,1,2,0,3	333,71,52,66,74,53,52,0,28	1224	150	1	1.0	NA,0.008,0.109	0.005,0.009,0.0,0.018,0.01,0.002,0.005,NA,0.013	0.051
46	"ENSG00000100299"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406	46	32,17,21	0,23,0	34,43,6,30,155,129,33,70,0	0,0,6,0,11,5,0,0,3	555	150	0.683279021094	1.0	1.0,0.167,1.0	1.0,1.0,0.213,1.0,0.792,0.875,1.0,1.0,0.0	-0.042
47	"ENSG00000100299"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	47	235,184,305	50,39,32	223,277,87,123,703,585,121,574,138	40,14,21,4,68,62,10,63,3	303	150	0.00191765881259	0.0113044270407	0.699,0.7,0.825	0.734,0.907,0.672,0.938,0.837,0.824,0.857,0.819,0.958	-0.097
48	"ENSG00000205560"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	48	7,0,1	36,40,66	4,1,18,10,4,5,10,0,11	10,10,29,55,32,87,46,23,74	232	150	0.00089242260829	0.00598402840168	0.112,0.0,0.01	0.205,0.061,0.286,0.105,0.075,0.036,0.123,0.0,0.088	-0.068
49	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	49	13,15,0	67,89,0	27,19,26,2,64,34,15,27,1	197,470,156,16,332,396,92,75,30	254	150	1	1.0	0.103,0.091,NA	0.075,0.023,0.09,0.069,0.102,0.048,0.088,0.175,0.019	0.02
50	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	50	11,11,0	7,0,0	19,15,22,1,61,31,11,26,1	0,5,3,0,3,1,0,0,0	239	150	1	1.0	0.497,1.0,NA	1.0,0.653,0.822,1.0,0.927,0.951,1.0,1.0,1.0	-0.18
51	"ENSG00000100258"	"LMF2"	chr22	-	50504339	50504727	50504339	50504451	50504558	50504727	51	36,87,40	242,90,61	42,33,37,24,68,42,31,57,46	159,152,125,57,250,191,171,242,85	257	150	0.033772594334	0.115477100502	0.08,0.361,0.277	0.134,0.112,0.147,0.197,0.137,0.114,0.096,0.121,0.24	0.095
52	"ENSG00000100258"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537	52	39,31,70	0,0,0	71,23,39,17,78,51,33,42,17	8,0,4,1,4,10,1,0,0	399	150	2.73746907542e-06	4.51528607047e-05	1.0,1.0,1.0	0.769,1.0,0.786,0.865,0.88,0.657,0.925,1.0,1.0	0.124
53	"ENSG00000100429"	"HDAC10"	chr22	-	50245674	50246092	50245674	50245827	50245909	50246092	53	8,54,20	131,126,13	87,29,39,29,89,34,36,43,25	344,193,134,115,235,149,206,344,114	232	150	0.291323422402	0.64494024325	0.038,0.217,0.499	0.141,0.089,0.158,0.14,0.197,0.129,0.102,0.075,0.124	0.123
54	"ENSG00000100429"	"HDAC10"	chr22	-	50246297	50246735	50246297	50246376	50246678	50246735	54	11,6,40	122,152,76	33,14,33,15,48,33,29,40,11	353,170,243,146,270,101,219,313,95	452	150	0.425045481108	0.85125070432	0.029,0.013,0.149	0.03,0.027,0.043,0.033,0.056,0.098,0.042,0.041,0.037	0.018
55	"ENSG00000100429"	"HDAC10"	chr22	-	50246678	50246966	50246678	50246735	50246874	50246966	55	31,11,5	142,123,104	52,25,25,9,43,12,40,59,9	368,184,224,148,286,104,240,327,114	289	150	0.580621542255	1.0	0.102,0.044,0.024	0.068,0.066,0.055,0.031,0.072,0.057,0.08,0.086,0.039	-0.005
56	"ENSG00000100429"	"HDAC10"	chr22	-	50248224	50248472	50248224	50248292	50248365	50248472	56	6,5,49	111,111,121	28,8,23,29,37,31,12,45,1	305,135,141,69,172,71,186,209,83	223	150	0.653883825795	1.0	0.035,0.029,0.214	0.058,0.038,0.099,0.22,0.126,0.227,0.042,0.127,0.008	-0.012
57	"ENSG00000100429"	"HDAC10"	chr22	-	50250770	50251385	50250770	50250905	50250973	50251385	57	23,64,28	20,24,0	59,35,31,45,32,27,27,24,22	129,88,16,35,28,50,49,101,26	218	150	0.000457469716481	0.00346129142979	0.442,0.647,1.0	0.239,0.215,0.571,0.469,0.44,0.271,0.275,0.141,0.368	0.364
58	"ENSG00000170638"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	58	364,473,508	451,160,190	403,153,163,187,1109,104,233,865,912	546,222,121,251,704,78,304,402,330	229	150	0.138448362119	0.35795422474	0.346,0.659,0.637	0.326,0.311,0.469,0.328,0.508,0.466,0.334,0.585,0.644	0.106
59	"ENSG00000186654"	"PRR5"	chr22	+	44702217	44702608	44702217	44702409	44702491	44702608	59	78,75,160	1,0,0	241,183,61,23,71,34,48,109,72	9,12,0,0,2,0,2,0,0	232	150	0.00500821482056	0.0247266570289	0.981,1.0,1.0	0.945,0.908,1.0,1.0,0.958,1.0,0.939,1.0,1.0	0.021
60	"ENSG00000198951"	"NAGA"	chr22	-	42070281	42070830	42070281	42070366	42070762	42070830	60	182,195,98	3,0,0	316,161,295,70,327,234,150,214,36	3,0,6,0,0,5,0,0,4	546	150	0.416354736346	0.838420785948	0.943,1.0,1.0	0.967,1.0,0.931,1.0,1.0,0.928,1.0,1.0,0.712	0.032
62	"ENSG00000100417"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584280	41584372	62	20,136,0	46,11,0	27,7,29,0,79,12,96,50,0	27,17,23,0,103,13,45,58,0	372	150	1	1.0	0.149,0.833,NA	0.287,0.142,0.337,NA,0.236,0.271,0.462,0.258,NA	0.206
63	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	63	111,8,0	171,64,27	36,20,33,1,119,46,226,44,0	171,146,26,63,179,107,163,96,37	2366	150	0.250566378525	0.575036128725	0.04,0.008,0.0	0.013,0.009,0.074,0.001,0.04,0.027,0.081,0.028,0.0	-0.014
64	"ENSG00000100395"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	64	47,2,36	214,75,84	16,16,5,20,8,9,26,94,0	224,145,37,56,159,78,157,134,17	630	150	0.194812035412	0.469082670287	0.05,0.006,0.093	0.017,0.026,0.031,0.078,0.012,0.027,0.038,0.143,0.0	0.008
66	"ENSG00000128272"	"ATF4"	chr22	+	39520563	39521671	39520563	39520751	39521353	39521671	66	632,1175,797	366,742,419	797,622,735,361,441,688,4492,1516,1044	877,1129,2108,201,655,710,3183,577,1139	752	150	9.37190559602e-08	2.28032443342e-06	0.256,0.24,0.275	0.153,0.099,0.065,0.264,0.118,0.162,0.22,0.344,0.155	0.081
68	"ENSG00000100316"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	68	373,329,197	8849,7290,4025	400,533,357,164,336,190,140,652,451	6707,8658,6161,3149,6308,3415,2417,12237,8280	356	150	0.00576255985076	0.0279496845625	0.017,0.019,0.02	0.025,0.025,0.024,0.021,0.022,0.023,0.024,0.022,0.022	-0.004
69	"ENSG00000100316"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	69	1611,1427,821	68,614,327	1196,1409,1004,550,1255,974,1015,2167,1370	162,566,437,16,228,184,549,288,506	946	150	0.875970499797	1.0	0.79,0.269,0.285	0.539,0.283,0.267,0.845,0.466,0.456,0.227,0.544,0.3	0.012
70	"ENSG00000128298"	"BAIAP2L2"	chr22	-	38086241	38086449	38086241	38086347	38086389	38086449	70	1,0,0	0,21,0	0,0,0,0,3,4,12,0,15	0,0,0,0,2,0,7,0,0	192	150	1	1.0	1.0,0.0,NA	NA,NA,NA,NA,0.54,1.0,0.573,NA,1.0	-0.278
71	"ENSG00000100151"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	71	126,261,281	208,117,97	62,32,19,38,119,101,33,212,54	116,118,23,49,124,118,51,162,61	633	150	0.00234193952531	0.0134295594654	0.126,0.346,0.407	0.112,0.06,0.164,0.155,0.185,0.169,0.133,0.237,0.173	0.139
72	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37832957	37833082	37833158	37833206	72	91,367,268	89,7,0	167,139,65,28,134,145,573,480,168	92,55,24,68,104,76,196,129,15	226	150	0.000165240360535	0.00148817698936	0.404,0.972,1.0	0.546,0.627,0.643,0.215,0.461,0.559,0.66,0.712,0.881	0.203
73	"ENSG00000100055"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	73	117,4,17	141,72,51	53,0,75,55,382,24,0,23,1	162,0,90,174,962,161,0,50,14	642	150	1	1.0	0.162,0.013,0.072	0.071,NA,0.163,0.069,0.085,0.034,NA,0.097,0.016	0.006
74	"ENSG00000133466"	"C1QTNF6"	chr22	-	37180166	37182735	37180166	37180867	37182151	37182735	74	88,0,122	3,0,0	21,22,83,0,27,0,25,7,296	0,0,0,0,0,0,4,27,6	1434	150	1	1.0	0.754,NA,1.0	1.0,1.0,1.0,NA,1.0,NA,0.395,0.026,0.838	0.126
75	"ENSG00000100365"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	75	205,145,217	716,222,141	252,232,81,270,281,572,9,578,248	1125,980,454,538,607,1697,56,1499,292	395	150	0.00442426609808	0.0222679633097	0.098,0.199,0.369	0.078,0.082,0.063,0.16,0.15,0.113,0.058,0.128,0.244	0.102
76	"ENSG00000100360"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036	76	201,167,778	7,13,66	161,156,39,153,293,164,174,543,11	20,35,6,2,7,4,39,4,11	5659	150	0.644512356475	1.0	0.432,0.254,0.238	0.176,0.106,0.147,0.67,0.526,0.521,0.106,0.783,0.026	-0.032
77	"ENSG00000100360"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125	77	61,33,45	1,0,0	128,128,37,37,90,42,60,89,28	4,8,0,1,2,2,5,0,0	386	150	0.000815995315604	0.00556291543331	0.96,1.0,1.0	0.926,0.861,1.0,0.935,0.946,0.891,0.823,1.0,1.0	0.055
79	"ENSG00000100225"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281	79	352,1335,59	0,5,0	562,900,672,478,564,704,2629,409,442	7,160,12,24,1,53,76,101,12	5426	150	6.96475876971e-10	3.12987730835e-08	1.0,0.881,1.0	0.689,0.135,0.608,0.355,0.94,0.269,0.489,0.101,0.505	0.506
80	"ENSG00000138942"	"RNF185"	chr22	+	31204488	31207013	31204488	31204966	31205376	31207013	80	662,175,0	0,0,0	363,155,135,343,742,160,220,170,67	0,0,0,0,6,0,0,0,0	560	150	1	1.0	1.0,1.0,NA	1.0,1.0,1.0,1.0,0.971,1.0,1.0,1.0,1.0	0.003
82	"ENSG00000198832"	"SELM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	82	12,18,0	40,137,20	0,0,0,0,2,0,45,0,0	0,0,2,3,49,0,155,12,23	1561	150	1	1.0	0.028,0.012,0.0	NA,NA,0.0,0.0,0.004,NA,0.027,0.0,0.0	0.008
84	"ENSG00000183963"	"SMTN"	chr22	+	31096997	31097338	31096997	31097060	31097268	31097338	84	17,1,0	50,14,0	8,8,2,0,0,24,302,9,9	34,34,4,23,7,31,1186,49,33	358	150	1	1.0	0.125,0.029,NA	0.09,0.09,0.173,0.0,0.0,0.245,0.096,0.071,0.103	-0.019
85	"ENSG00000183963"	"SMTN"	chr22	+	31099061	31099896	31099061	31099179	31099744	31099896	85	4,0,0	91,24,0	3,8,0,0,1,0,98,2,12	67,52,17,13,32,60,1615,31,23	715	150	1	1.0	0.009,0.0,NA	0.009,0.031,0.0,0.0,0.007,0.0,0.013,0.013,0.099	-0.015
86	"ENSG00000100003"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30415947	30416087	86	6,2,80	29,0,6	0,2,0,6,0,0,7,2,0	0,0,0,0,0,0,17,23,0	232	150	1	1.0	0.118,1.0,0.896	NA,1.0,NA,1.0,NA,NA,0.21,0.053,NA	0.106
87	"ENSG00000187860"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30371649	30371727	87	71,70,0	8,0,0	17,12,4,0,27,0,57,0,8	1,0,0,2,0,0,33,10,0	849	150	1	1.0	0.611,1.0,NA	0.75,1.0,1.0,0.0,1.0,NA,0.234,0.0,1.0	0.182
88	"ENSG00000100325"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	88	27,18,0	356,258,198	36,21,61,18,57,66,26,44,36	537,360,223,208,448,242,360,259,149	236	150	4.14498390056e-08	1.17016083962e-06	0.046,0.042,0.0	0.041,0.036,0.148,0.052,0.075,0.148,0.044,0.097,0.133	-0.057
90	"ENSG00000100276"	"RASL10A"	chr22	-	29312932	29313987	29312932	29313568	29313862	29313987	90	0,49,0	0,8,0	51,13,24,3,0,111,160,0,13	26,51,4,6,0,108,65,0,6	444	150	1	1.0	NA,0.674,NA	0.399,0.079,0.67,0.145,NA,0.258,0.454,NA,0.423	0.327
91	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	91	3873,3986,3549	920,136,74	2237,1971,1929,1178,3135,2381,3051,1950,2106	874,862,356,320,584,248,310,577,205	2925	150	0.00316332218653	0.0170726359185	0.178,0.6,0.711	0.116,0.105,0.217,0.159,0.216,0.33,0.335,0.148,0.345	0.277
92	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29291564	29291599	92	4347,4107,3673	0,0,0	2768,2393,2184,1378,3425,2520,3273,2270,2211	0,0,0,0,0,0,1,0,0	2959	150	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.994,1.0,1.0	0.001
93	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	93	3930,4006,3572	1135,274,428	2304,2005,1955,1192,3177,2395,3093,1993,2119	1208,1028,690,403,847,399,423,748,293	2928	150	0.000887242564368	0.00597831163775	0.151,0.428,0.299	0.089,0.091,0.127,0.132,0.161,0.235,0.273,0.12,0.27	0.126
94	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280	94	229,1386,618	112,48,47	439,376,441,83,303,320,764,504,510	95,73,75,31,45,31,29,60,51	449	150	0.597959461454	1.0	0.406,0.906,0.815	0.607,0.632,0.663,0.472,0.692,0.775,0.898,0.737,0.77	0.015
95	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29298895	29299598	29299851	95	381,2453,1062	13,166,0	699,564,733,119,522,584,1187,971,859	21,13,100,0,6,21,55,58,50	853	150	0.085747931582	0.244740045811	0.837,0.722,1.0	0.854,0.884,0.563,1.0,0.939,0.83,0.791,0.746,0.751	0.035
96	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29299280	29299598	29299851	96	1421,1614,922	50,45,0	1642,1404,1136,513,1056,679,1279,1328,779	103,51,97,6,20,11,31,34,110	468	150	0.000683881505207	0.00484994226881	0.901,0.92,1.0	0.836,0.898,0.79,0.965,0.944,0.952,0.93,0.926,0.694	0.059
97	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27997985	27998838	97	2,32,55	0,14,0	2,1,0,4,29,16,44,0,0	0,0,0,0,4,0,28,0,0	396	150	1	1.0	1.0,0.464,1.0	1.0,1.0,NA,1.0,0.733,1.0,0.373,NA,NA	-0.03
98	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27998603	27998838	98	8,166,89	0,0,0	15,31,10,16,70,30,152,0,0	0,0,0,0,0,0,6,0,0	1014	150	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.789,NA,NA	0.03
99	"ENSG00000100099"	"HPS4"	chr22	-	26465454	26466262	26465454	26465551	26466225	26466262	99	87,90,16	163,27,17	77,63,51,94,317,84,169,246,11	80,39,18,78,130,1,73,21,6	824	150	0.0136658707015	0.0563146730822	0.089,0.378,0.146	0.149,0.227,0.34,0.18,0.307,0.939,0.296,0.681,0.25	-0.17
100	"ENSG00000100099"	"HPS4"	chr22	-	26466225	26468623	26466225	26466262	26468550	26468623	100	574,101,133	122,86,36	276,208,86,254,635,159,414,204,7	86,59,23,83,150,19,86,26,15	2438	150	0.0654711861358	0.198032351471	0.224,0.067,0.185	0.165,0.178,0.187,0.158,0.207,0.34,0.229,0.326,0.028	-0.043
101	"ENSG00000100031"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610413	24610531	101	48,57,0	0,0,0	75,19,56,50,28,85,1,92,17	0,0,0,0,0,0,0,16,0	227	150	1	1.0	1.0,1.0,NA	1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.792,1.0	0.023
102	"ENSG00000100031"	"GGT1"	chr22	+	24610249	24610531	24610249	24610336	24610454	24610531	102	64,57,0	0,0,0	101,22,82,82,50,117,1,128,17	2,0,2,0,1,0,2,0,0	268	150	1	1.0	1.0,1.0,NA	0.966,1.0,0.958,1.0,0.965,1.0,0.219,1.0,1.0	0.099
