ENSEMBL	ENTREZID	SYMBOL	gene_type	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000115425	55825	PECR	protein_coding	-5.94066398553942	-1.00472719316482	-5.53713707175094	2.48899167390543e-05	0.00648875732550964	2.37235226045307
ENSG00000102362	94121	SYTL4	protein_coding	-6.9101891029051	-1.5610947365606	-5.53016965342092	2.52690027590482e-05	0.00648875732550964	2.28453104509598
ENSG00000121570	55211	DPPA4	protein_coding	-8.63161938193505	0.805594266284445	-5.38917227110899	3.43512086577551e-05	0.0081291124958911	2.27884910306735
ENSG00000073464	1183	CLCN4	protein_coding	-7.55601215180766	-2.36975491957589	-5.54155338628323	2.46526528684342e-05	0.00648875732550964	2.25048821345433
ENSG00000100918	9985	REC8	protein_coding	-3.68132239897672	4.52916171387531	-5.39508509325661	3.39102209767538e-05	0.0081291124958911	2.20552234207379
ENSG00000196104	50859	SPOCK3	protein_coding	-6.13807310408546	-2.40550991186785	-5.53940735313905	2.47676565222513e-05	0.00648875732550964	2.19308801855179
ENSG00000112182	60468	BACH2	protein_coding	-3.9708067142138	0.497306789589142	-5.26210629102356	4.53860239787035e-05	0.0090451121065616	2.17331220125144
ENSG00000151338	145282	MIPOL1	protein_coding	-5.80701395666508	-2.96387074951565	-5.51508670498528	2.61100290263252e-05	0.00656504042330664	2.11489772413737
ENSG00000145708	1393	CRHBP	protein_coding	-2.68552840159595	2.34344893646295	-5.24414409757968	4.72153502952507e-05	0.0090451121065616	2.10705670741316
ENSG00000188343	137392	FAM92A	protein_coding	-3.99669997969573	1.98304199526778	-5.20772098157608	5.11594341347955e-05	0.00924053634170109	2.08855451602237
ENSG00000197496	81031	SLC2A10	protein_coding	-6.43246264002572	-1.2102609487044	-5.35097773689358	3.73447010885682e-05	0.00850402259316848	2.06296018305549
ENSG00000153404	153478	PLEKHG4B	protein_coding	-6.1459752155848	-2.36621134286326	-5.4273406583664	3.16044674052838e-05	0.00778437381866061	1.99847723439646
ENSG00000127863	55504	TNFRSF19	protein_coding	-5.11075674253275	-1.56049141156932	-5.28298836838939	4.33500464393747e-05	0.0090451121065616	1.9618705568901
ENSG00000186310	4675	NAP1L3	protein_coding	-7.30531681740407	-0.121591456621781	-5.25716633070639	4.58817887169809e-05	0.0090451121065616	1.9560949682493
ENSG00000131773	10656	KHDRBS3	protein_coding	-3.59676930026824	1.41151647469039	-5.13211344563967	6.04555482634188e-05	0.00924053634170109	1.93629935999201
ENSG00000133019	1131	CHRM3	protein_coding	-6.64670962344157	-0.437352776365476	-5.24464919801778	4.71628940547037e-05	0.0090451121065616	1.92196808527909
ENSG00000144681	6769	STAC	protein_coding	-5.97683827916622	-0.487261840639404	-5.21368081565732	5.04917630844033e-05	0.00924053634170109	1.91471028131745
ENSG00000144063	7851	MALL	protein_coding	-5.83840342344306	-1.11410752706194	-5.25355800724263	4.62474054672564e-05	0.0090451121065616	1.91253487709153
ENSG00000146285	256380	SCML4	protein_coding	-5.58795191252757	-2.23558608520772	-5.32680219634442	3.93760510084321e-05	0.00880054740038457	1.85076153146518
ENSG00000106034	79974	CPED1	protein_coding	-6.354302237469	-0.25652679005972	-5.17553933229266	5.49236144321797e-05	0.00924053634170109	1.84594651974543
ENSG00000130413	65975	STK33	protein_coding	-5.07382830691661	-0.209516154939624	-5.11938636880427	6.21821636396068e-05	0.00929594959970443	1.79901744677266
ENSG00000163393	55356	SLC22A15	protein_coding	-6.58887911905418	-1.62175441981519	-5.2575902301237	4.58390309105369e-05	0.0090451121065616	1.7921493747476
ENSG00000097096	84144	SYDE2	protein_coding	-5.54291037762626	-0.906911332996388	-5.14612770521031	5.86107821621616e-05	0.00924053634170109	1.79150252486671
ENSG00000111275	217	ALDH2	protein_coding	-3.19531150236007	3.87238502351449	-5.18088918380241	5.427880607021e-05	0.00924053634170109	1.78346658314886
ENSG00000170558	1000	CDH2	protein_coding	-6.82549028478383	-1.42566053724385	-5.23692271100299	4.79718617607206e-05	0.0090464437435959	1.75317924162704
ENSG00000168497	8436	CAVIN2	protein_coding	-6.48110714775617	2.77715286605744	-5.04393479069338	7.35031902005504e-05	0.00982883537183476	1.74852068636319
ENSG00000109255	10874	NMU	protein_coding	-6.90637228369743	-2.37848034396077	-5.25125616957071	4.64821944462353e-05	0.0090451121065616	1.74003674936085
ENSG00000181938	64785	GINS3	protein_coding	-1.51086891206153	3.39966786467773	-5.13970789092713	5.94486202360008e-05	0.00924053634170109	1.71608121706066
ENSG00000164930	8323	FZD6	protein_coding	-3.8690865917109	1.51441217023499	-5.02833507573068	7.60945427834419e-05	0.00982883537183476	1.71074820379514
ENSG00000134709	51361	HOOK1	protein_coding	-6.20565395714295	-1.57202371729605	-5.15007217362642	5.81019799180609e-05	0.00924053634170109	1.70486894863083
ENSG00000102595	55757	UGGT2	protein_coding	-6.75648775372192	-0.84981793409928	-5.13387389520129	6.02205966647713e-05	0.00924053634170109	1.69177712238326
ENSG00000114790	26084	ARHGEF26	protein_coding	-4.85118519703621	-1.03475730663911	-5.13188774603914	6.04857379231408e-05	0.00924053634170109	1.68749159119731
ENSG00000158528	55607	PPP1R9A	protein_coding	-6.2869286181545	-1.81503867070372	-5.16084094960711	5.67357190592447e-05	0.00924053634170109	1.67774761309318
ENSG00000117477	57821	CCDC181	protein_coding	-4.88245302456364	-2.15928265928308	-5.18020169964936	5.43612329214338e-05	0.00924053634170109	1.67359796847422
ENSG00000139117	144402	CPNE8	protein_coding	-6.96651344560954	-0.19584141300224	-5.08129016052408	6.76571116345785e-05	0.00972087714663962	1.63761573241929
ENSG00000142669	83442	SH3BGRL3	protein_coding	2.07604288824784	9.50041980951414	5.28178639289193	4.34646669646171e-05	0.0090451121065616	1.62399636814202
ENSG00000121989	92	ACVR2A	protein_coding	-3.53455080009876	-0.470483401117488	-5.0394171909805	7.42442488574389e-05	0.00982883537183476	1.60786622239662
ENSG00000154122	56172	ANKH	protein_coding	-3.27497537677061	2.74543170815429	-5.01600978043574	7.82076457368828e-05	0.00982883537183476	1.59328302430234
ENSG00000127903	90485	ZNF835	protein_coding	-6.59860760064509	-2.26718895904543	-5.13985208400225	5.94296683971683e-05	0.00924053634170109	1.57289352949943
ENSG00000129244	482	ATP1B2	protein_coding	-6.19917874594404	-2.41720558826144	-5.17540748414768	5.49396041770823e-05	0.00924053634170109	1.55976419536159
ENSG00000154277	7345	UCHL1	protein_coding	-7.04598833707903	-1.10953153709903	-5.11185975669119	6.32268392234182e-05	0.00929594959970443	1.54829654978955
ENSG00000117519	1266	CNN3	protein_coding	-6.35862078566825	-0.231368842174212	-5.00764258270415	7.96761232062966e-05	0.00982883537183476	1.54712082265891
ENSG00000163430	11167	FSTL1	protein_coding	-5.76332040817423	0.923236655220334	-4.94659739538979	9.12752289690859e-05	0.0104914356040752	1.54103959690427
ENSG00000171777	115727	RASGRP4	protein_coding	3.48017741432652	3.42394449938898	4.96467543268231	8.76714741839915e-05	0.0103735982541823	1.52307887589842
ENSG00000196781	7088	TLE1	protein_coding	-2.81565968947782	3.03423662216185	-4.99263345346769	8.23810269452501e-05	0.00984412489309132	1.49682207226874
ENSG00000179399	2262	GPC5	protein_coding	-5.65865605225865	-2.89420446246155	-5.14626261393127	5.85933052663545e-05	0.00924053634170109	1.48749716999139
ENSG00000102383	158866	ZDHHC15	protein_coding	-5.29181095388312	-1.0850897180342	-4.99407266309563	8.2117652492337e-05	0.00984412489309132	1.48188350083081
ENSG00000152952	5352	PLOD2	protein_coding	-7.50695643875489	0.376325192579487	-4.95454895976764	8.96719162745622e-05	0.0104542655981749	1.4621412743689
ENSG00000180543	85453	TSPYL5	protein_coding	-6.06778734805141	1.19436746147341	-4.90127158835683	0.00010098803314423	0.0107860581594487	1.44770730414836
ENSG00000120756	5357	PLS1	protein_coding	-5.44823721123841	0.368348745894269	-4.90207469331608	0.00010080709734371	0.0107860581594487	1.43866415049859
ENSG00000177425	5074	PAWR	protein_coding	-7.13691648897159	1.08017446006162	-4.90649996654418	9.98160002206874e-05	0.0107860581594487	1.43683408913615
ENSG00000164114	79884	MAP9	protein_coding	-5.57244716483157	0.397105774910123	-4.92454880369523	9.58752835095071e-05	0.0106632541940749	1.40936490568148
ENSG00000075223	10512	SEMA3C	protein_coding	-9.00422577084506	-0.153523515549411	-5.0093796348119	7.93689710546904e-05	0.00982883537183476	1.38942426786927
ENSG00000146530	221806	VWDE	protein_coding	-8.37800908403417	-1.3149742603424	-5.02039245929593	7.7449496959419e-05	0.00982883537183476	1.38514536180102
ENSG00000154721	58494	JAM2	protein_coding	-3.80979296960547	-0.673317842422684	-4.9119988110101	9.85982564361016e-05	0.0107860581594487	1.36424585077796
ENSG00000188580	154215	NKAIN2	protein_coding	-6.91272948154568	-2.79473311634085	-5.02535634001236	7.65998418012942e-05	0.00982883537183476	1.34428907054622
ENSG00000197465	2996	GYPE	protein_coding	-6.31267327807205	-2.36498176650329	-5.02332508619167	7.69463729985719e-05	0.00982883537183476	1.31942702681296
ENSG00000120057	6425	SFRP5	protein_coding	-6.27295923798194	-2.87497011554712	-5.00688807350287	7.98099151909692e-05	0.00982883537183476	1.28497545895067
ENSG00000174669	3177	SLC29A2	protein_coding	-4.09444544726743	0.736237591040767	-4.8050998743743	0.000125227080328002	0.0119005167911705	1.25804285090822
ENSG00000118922	11278	KLF12	protein_coding	-5.32607717267496	-0.470421456552123	-4.85583332417489	0.000111781853756829	0.0111495470495138	1.25774158636412
ENSG00000103316	1428	CRYM	protein_coding	-6.88051982885155	-1.26167498785939	-4.95248333395495	9.00856427384367e-05	0.0104542655981749	1.251858357629
ENSG00000182010	219790	RTKN2	protein_coding	-5.22961653687862	-0.185528439881275	-4.84176262109035	0.000115356734672233	0.011319027892351	1.24919807418943
ENSG00000004399	23129	PLXND1	protein_coding	1.27335719852322	7.21221791101972	5.10686902951362	6.39293907345652e-05	0.00929594959970443	1.24073765308138
ENSG00000174059	947	CD34	protein_coding	2.04197745136133	9.15012254213638	5.10956698735559	6.35486127853351e-05	0.00929594959970443	1.23917640901881
ENSG00000094804	990	CDC6	protein_coding	-1.9334828669446	4.65302377698661	-5.02018889647482	7.74845444795144e-05	0.00982883537183476	1.23389332559798
ENSG00000128602	6608	SMO	protein_coding	-3.5800455539307	0.0218461038709476	-4.78717158687176	0.000130361874517789	0.0121612265530837	1.21919480813688
ENSG00000249590	NA	NA	protein_coding	-5.7501651122137	-2.25782131671471	-4.93437199342799	9.3797399767307e-05	0.0106632541940749	1.21044314846551
ENSG00000130147	23677	SH3BP4	protein_coding	-7.77095888707777	-0.477724145598264	-4.87226938677577	0.00010774825809454	0.0108433821263432	1.18078275421103
ENSG00000169398	5747	PTK2	protein_coding	-4.33947781277336	1.18116291929678	-4.76729613589797	0.000136304741536284	0.0123224489524397	1.17199672332048
ENSG00000134590	8933	RTL8C	protein_coding	-4.35965794433138	1.79689065699126	-4.77820824895507	0.000133008692104321	0.0121612265530837	1.17157435841497
ENSG00000122378	84293	FAM213A	protein_coding	-5.05434861549124	2.22580741466997	-4.7656340787325	0.000136813999471947	0.0123224489524397	1.16881317904514
ENSG00000161682	284069	FAM171A2	protein_coding	-2.74793708668558	1.78248803848921	-4.78119747379552	0.000132119983010637	0.0121612265530837	1.16701943066494
ENSG00000066336	6688	SPI1	protein_coding	1.5514561771923	6.87607125761256	5.06151719544623	7.06900187907945e-05	0.00982883537183476	1.15692304254875
ENSG00000138028	10669	CGREF1	protein_coding	-5.04114254386703	1.4663857932939	-4.75058782537747	0.000141512993723157	0.0125179898201637	1.14900889629954
ENSG00000205213	55366	LGR4	protein_coding	-5.63111845963987	-1.7484851171174	-4.89093555802212	0.000103346385573675	0.0108433821263432	1.14695608103676
ENSG00000125505	79143	MBOAT7	protein_coding	1.7425099697676	7.8355789250839	5.06253297262084	7.05308873082342e-05	0.00982883537183476	1.1353906799582
ENSG00000104427	51101	ZC2HC1A	protein_coding	-5.19744465773128	-0.556176053728174	-4.81608068598249	0.000122183997981154	0.0117034815209091	1.1256619515503
ENSG00000186197	128178	EDARADD	protein_coding	-6.37799605859201	-0.584131186343171	-4.80087663133851	0.000126417851885998	0.0119198207375946	1.12395895803922
ENSG00000107796	59	ACTA2	protein_coding	1.73811964612142	3.78761192503867	4.87701576890013	0.000106611203160625	0.0108433821263432	1.12104323141603
ENSG00000147100	6567	SLC16A2	protein_coding	-5.21757418149099	-1.4746939560754	-4.88060251974887	0.000105760049868073	0.0108433821263432	1.1179766228243
ENSG00000179593	247	ALOX15B	protein_coding	-5.15901302933542	-2.21194814553137	-4.87199697160816	0.000107813891387952	0.0108433821263432	1.11326728193133
ENSG00000110723	23086	EXPH5	protein_coding	-6.17709836362408	-1.44162446466664	-4.87735567085209	0.000106530244958156	0.0108433821263432	1.11157854818067
ENSG00000135838	80896	NPL	protein_coding	-5.19218369982845	0.352220561556443	-4.75015705730171	0.000141649909776598	0.0125179898201637	1.10084245545271
ENSG00000120278	57480	PLEKHG1	protein_coding	-7.84867469908255	-1.755866923606	-4.84828747094245	0.000113684770259348	0.0112464056742629	1.07559843405679
ENSG00000146409	116843	SLC18B1	protein_coding	-4.68966988090661	0.473144484556816	-4.7165727256457	0.000152748910677612	0.0131882310574203	1.07063447618493
ENSG00000064601	5476	CTSA	protein_coding	2.0418153111844	8.10680837989971	5.0336979911262	7.51933446823663e-05	0.00982883537183476	1.06922180995254
ENSG00000123119	64168	NECAB1	protein_coding	-5.877921014889	1.66537167015664	-4.6980547787144	0.000159242040197682	0.0133850101511739	1.03895448991949
ENSG00000169432	6335	SCN9A	protein_coding	-6.15491193176016	-0.69719519709334	-4.74875441140079	0.000142096661310998	0.0125179898201637	0.999797806141643
ENSG00000136436	10241	CALCOCO2	protein_coding	1.89328404415574	7.60941258346165	4.99777960687663	8.14432247160642e-05	0.00984412489309132	0.99147991630149
ENSG00000083720	5019	OXCT1	protein_coding	-1.87983088988944	4.86564151043151	-4.92254834665413	9.63041434380784e-05	0.0106632541940749	0.961965012114129
ENSG00000130300	83483	PLVAP	protein_coding	-4.75031647316349	-1.46678839335148	-4.74363260321487	0.000143740167465741	0.0125710150807539	0.952135601583562
ENSG00000135052	51280	GOLM1	protein_coding	-2.81179060939295	2.47390388424424	-4.69997035869986	0.000158557578312753	0.0133850101511739	0.944031022306934
ENSG00000170390	166614	DCLK2	protein_coding	-4.31352732179382	-1.02812640663723	-4.67920557108132	0.000166139000517971	0.0136403510017101	0.922435413352287
ENSG00000213676	1388	ATF6B	protein_coding	0.927227548199116	5.25429598491925	4.89533097829143	0.000102336721956374	0.0108342271692235	0.907746472729736
ENSG00000166265	116159	CYYR1	protein_coding	-6.73628668582889	0.28178452057798	-4.65484499987308	0.000175503333260657	0.0140274816498203	0.907246110275456
ENSG00000101333	5332	PLCB4	protein_coding	-5.04821127537079	-0.0511869475262021	-4.638993662836	0.000181882243543137	0.0142541350475462	0.905431543087487
ENSG00000081377	8555	CDC14B	protein_coding	-5.84266205955646	-0.999629384934638	-4.70501913624325	0.000156767841948384	0.0133850101511739	0.887342126178626
ENSG00000181804	285195	SLC9A9	protein_coding	-5.535824691987	0.0839148549941735	-4.64261835923823	0.00018040317361825	0.0142541350475462	0.862292317677632
ENSG00000197448	373156	GSTK1	protein_coding	0.975170310688529	7.73518321090281	4.92986505631929	9.47449967571981e-05	0.0106632541940749	0.832452663331749
ENSG00000141198	10040	TOM1L1	protein_coding	-5.18695404770434	-1.50409899864091	-4.66498723965104	0.000171541275907905	0.0139887274252197	0.804247887718356
ENSG00000143333	6004	RGS16	protein_coding	-4.23426511614096	-1.17902861898348	-4.7158912309021	0.000152983043171666	0.0131882310574203	0.803761427596585
ENSG00000128805	58504	ARHGAP22	protein_coding	-4.70860954743891	3.15026680319832	-4.63906098527356	0.000181854660723813	0.0142541350475462	0.800779303780446
ENSG00000134201	2949	GSTM5	protein_coding	-9.07008257935725	-0.232249443064468	-4.68473472274352	0.000164085054130044	0.013563989851339	0.800484342310535
ENSG00000166147	2200	FBN1	protein_coding	-5.09511127490259	1.19753686434272	-4.58109108445767	0.000207246964896418	0.0153237994687916	0.798243675912546
ENSG00000130635	1289	COL5A1	protein_coding	-3.9620074162481	0.38566879680165	-4.57630469364214	0.000209497631315819	0.0153237994687916	0.788362550070548
ENSG00000142675	10256	CNKSR1	protein_coding	-3.14482027005349	-0.103175283310217	-4.58632320428346	0.000204814692280383	0.0152586945748886	0.778350977382678
ENSG00000047648	395	ARHGAP6	protein_coding	-6.59669699436875	-2.08725157199305	-4.69369544369456	0.00016081087678517	0.0133850101511739	0.759432049783174
ENSG00000005249	5577	PRKAR2B	protein_coding	-3.46702873339137	5.92363989521955	-4.83551961949796	0.000116979866709266	0.0113857258976946	0.742226789574865
ENSG00000144749	26018	LRIG1	protein_coding	-3.12767394771	1.41102784505143	-4.56036332332026	0.000217173573683141	0.0157516250835119	0.733100858171685
ENSG00000086506	3049	HBQ1	protein_coding	-5.83811235174068	-1.15506115531839	-4.65582657114209	0.000175115863491131	0.0140274816498203	0.721999772859562
ENSG00000236609	54753	ZNF853	protein_coding	-3.17795668380297	0.859294358989385	-4.53738772372415	0.000228740158585415	0.0160692924794961	0.6995686084503
ENSG00000092096	51310	SLC22A17	protein_coding	-4.95747979140407	0.0447506319382318	-4.53468748888456	0.000230139842686694	0.0160692924794961	0.687506814039518
ENSG00000169241	55974	SLC50A1	protein_coding	0.870523203763804	5.96492023188866	4.8318871039305	0.000117934952067064	0.0113868554919792	0.686672316706214
ENSG00000057294	5318	PKP2	protein_coding	-7.0800433270474	-0.848277188822483	-4.59327605277854	0.000201627146726761	0.0152439544449558	0.670834519201717
ENSG00000138795	51176	LEF1	protein_coding	-6.794537898605	1.51799584152781	-4.50939700787644	0.000243677250481046	0.0166832056661517	0.64380049461438
ENSG00000130203	348	APOE	protein_coding	-5.35995154087384	1.66681312298217	-4.50624261110715	0.000245421272939554	0.0166832056661517	0.643233569899559
ENSG00000120915	2053	EPHX2	protein_coding	-7.42095923196056	-1.37910179825047	-4.60259346562799	0.000197434151602286	0.0151383293851258	0.637938941065705
ENSG00000158578	212	ALAS2	protein_coding	-6.0617776875361	-2.21748549079068	-4.6281955332141	0.000186361681223959	0.0145109621334965	0.633607775340527
ENSG00000174371	9156	EXO1	protein_coding	-2.10908963137477	3.87894725750282	-4.69389996534212	0.00016073692438095	0.0133850101511739	0.633394032210893
ENSG00000166086	83700	JAM3	protein_coding	-3.4140333208208	1.52332662343328	-4.50016460213225	0.000248817385028362	0.0166832056661517	0.603050342306302
ENSG00000172828	23491	CES3	protein_coding	-4.46870782055312	-1.24454005173198	-4.55164769214027	0.000221489952918817	0.0159116800105786	0.601409529904308
ENSG00000185345	5071	PRKN	protein_coding	-5.30001994448963	-2.45399537919055	-4.6213016468017	0.000189279792379445	0.0146437039373559	0.585979721900173
ENSG00000146112	170954	PPP1R18	protein_coding	1.88080081213681	6.51206451313802	4.78120589882453	0.000132117486752095	0.0121612265530837	0.560863238786384
ENSG00000153814	221895	JAZF1	protein_coding	-3.92030598014944	0.201768510869046	-4.46652806842883	0.000268489420793055	0.0175800292290505	0.555689710524233
ENSG00000198157	79366	HMGN5	protein_coding	-2.89814239173779	2.79464243050442	-4.5334338033678	0.000230792640240629	0.0160692924794961	0.539559937721608
ENSG00000164695	92421	CHMP4C	protein_coding	-6.43614181577899	-2.69473627937179	-4.59225802945791	0.000202090704382544	0.0152439544449558	0.536128340837961
ENSG00000184226	5101	PCDH9	protein_coding	-6.31021624947803	0.583632523091444	-4.45919082533136	0.000272985254874737	0.0175800292290505	0.529756522110573
ENSG00000145916	64777	RMND5B	protein_coding	-2.6892492025777	3.41866409370733	-4.57719238115857	0.000209078360449571	0.0153237994687916	0.522712165856718
ENSG00000167695	79850	FAM57A	protein_coding	-2.82466729179292	0.943056152448098	-4.43564802223695	0.000287930916174514	0.0177297868740317	0.48822830233339
ENSG00000162599	4774	NFIA	protein_coding	-6.78981269240375	1.57902473427119	-4.42939043405298	0.000292040637477522	0.017801204311698	0.485288899441093
ENSG00000254979	NA	NA	protein_coding	-3.13292105354137	3.83469397055339	-4.55876876075224	0.000217956863778812	0.0157516250835119	0.483878861597319
ENSG00000080493	8671	SLC4A4	protein_coding	-5.63654275513523	-1.93185250881815	-4.53174947628382	0.000231672623368326	0.0160692924794961	0.480051389082702
ENSG00000198959	7052	TGM2	protein_coding	-7.24630285364134	0.966225053375557	-4.4412261156589	0.000284316706690735	0.0177106474887624	0.478869803534542
ENSG00000100320	23543	RBFOX2	protein_coding	-4.20474544719066	-0.702852719058819	-4.45780026353214	0.000273845844316968	0.0175800292290505	0.478375003443213
ENSG00000128596	64753	CCDC136	protein_coding	-4.25450972491045	-0.0398693835803255	-4.4384347142681	0.000286119574517859	0.0177106474887624	0.464465253348879
