ENSEMBL	ENTREZID	SYMBOL	gene_type	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000067057	5214	PFKP	protein_coding	2.02503650097304	7.23576780967754	5.11341335005102	6.30097482667782e-05	0.022131643520899	1.89236691073238
ENSG00000198888	4535	ND1	protein_coding	-2.44711585978492	9.85328718709465	-5.12001607359245	6.20955639241608e-05	0.022131643520899	1.88898477930421
ENSG00000198604	11177	BAZ1A	protein_coding	-0.962259067503334	6.5158148972271	-5.07659852120034	6.836453056456e-05	0.022131643520899	1.79643445758111
ENSG00000112992	23530	NNT	protein_coding	1.2210365276585	7.27634022041758	5.05245777527671	7.21255481749301e-05	0.022131643520899	1.75811652875099
ENSG00000198258	59286	UBL5	protein_coding	-1.21863441113697	6.08937939417917	-5.0522041239283	7.21661657597045e-05	0.022131643520899	1.74949406277726
ENSG00000134419	6210	RPS15A	protein_coding	-1.61135499636464	7.6488446864516	-5.05313000156989	7.20180161566479e-05	0.022131643520899	1.73634638573549
ENSG00000132510	23135	KDM6B	protein_coding	-2.13048980004085	3.36312138107859	-5.03375310480376	7.51841398920256e-05	0.022131643520899	1.72155096423953
ENSG00000139718	23067	SETD1B	protein_coding	-1.40300288359459	4.15610931875156	-5.01090356730019	7.9100496545813e-05	0.022241194576209	1.6859550002994
ENSG00000126461	58506	SCAF1	protein_coding	-1.40238537198638	3.25122455603053	-5.04237605252536	7.37580274621669e-05	0.022131643520899	1.67066564112301
ENSG00000090863	2734	GLG1	protein_coding	1.4235075526376	6.85880966814358	4.98977666258434	8.29063685868067e-05	0.022241194576209	1.63695779429802
ENSG00000145592	6167	RPL37	protein_coding	-1.46348213397466	7.78077094234284	-4.99191872467411	8.25121412975936e-05	0.022241194576209	1.60556340822121
ENSG00000229833	100131801	PET100	protein_coding	-1.42651348559872	3.69281311982317	-4.97078295761694	8.64869739972287e-05	0.022241194576209	1.58766012709909
ENSG00000142534	6205	RPS11	protein_coding	-1.31401873956285	8.51465012264263	-4.97246864195219	8.61629277236704e-05	0.022241194576209	1.5653428064419
ENSG00000177600	6181	RPLP2	protein_coding	-1.23891212128051	8.0663334065986	-4.97012745464859	8.66133188401542e-05	0.022241194576209	1.5588249233511
ENSG00000198899	4508	ATP6	protein_coding	-2.35065535540901	10.0965029197686	-4.94049557342248	9.25253269193244e-05	0.0232643368872776	1.50842790980043
ENSG00000134516	1794	DOCK2	protein_coding	1.2228560315167	8.25813448728434	4.9234672606604	9.6106903980436e-05	0.0236717188599976	1.46332296032704
ENSG00000119509	27130	INVS	protein_coding	2.10237196430188	4.42700963725685	5.05633720688918	7.15072230232959e-05	0.022131643520899	1.44619842084808
ENSG00000143793	79169	C1orf35	protein_coding	-1.61576189821295	5.03990029963264	-4.88347677352888	0.000105082963753772	0.0245969089769935	1.41636922273913
ENSG00000145725	23262	PPIP5K2	protein_coding	1.46219248853521	7.10062270431678	4.8794420089797	0.000106034686029373	0.0245969089769935	1.39551244905344
ENSG00000167548	8085	KMT2D	protein_coding	-1.26066303606508	5.56744558048196	-4.88239327243726	0.000105337684377623	0.0245969089769935	1.39474061696919
ENSG00000107140	7016	TESK1	protein_coding	-1.4269860879879	3.84019671796471	-4.87116222815991	0.000108015260235368	0.0245969089769935	1.38282676836375
ENSG00000035403	7414	VCL	protein_coding	2.09372615945654	7.11651988244593	4.82687632300313	0.000119265436868833	0.0249941861977376	1.29784043818503
ENSG00000127914	10142	AKAP9	protein_coding	-1.1488337827269	6.52970496931827	-4.8420320381924	0.000115287205635296	0.0249941861977376	1.29469797351816
ENSG00000198804	4512	COX1	protein_coding	-1.8627019992076	11.1359683051219	-4.82962813331272	0.000118532887252989	0.0249941861977376	1.27758880313092
ENSG00000198712	4513	COX2	protein_coding	-2.25289245950954	11.0915051078435	-4.81619049151251	0.000122153950187132	0.0249941861977376	1.249624123801
ENSG00000143947	6233	RPS27A	protein_coding	-1.36336460237056	9.04588619156284	-4.8206704603389	0.000120934405235314	0.0249941861977376	1.24303817683757
ENSG00000188315	375341	C3orf62	protein_coding	-1.95644082330602	2.8291955894037	-4.79503614348559	0.000128083589230493	0.0249941861977376	1.16836866670886
ENSG00000131469	6155	RPL27	protein_coding	-1.27095187871416	7.68659499246402	-4.78506042618453	0.000130980433197699	0.0249941861977376	1.16197893361128
ENSG00000151690	54842	MFSD6	protein_coding	2.00238443158017	5.45203399343662	4.76889055596485	0.000135818015969161	0.0249941861977376	1.16076435203155
ENSG00000232112	51372	TMA7	protein_coding	-1.18779737728762	6.99251731906046	-4.78020545815225	0.00013241424311534	0.0249941861977376	1.15535860080895
ENSG00000157540	1859	DYRK1A	protein_coding	-1.65935138772084	4.12689502868766	-4.75380938429428	0.000140493296644615	0.0249941861977376	1.15483197269799
ENSG00000123144	79002	TRIR	protein_coding	-0.848316030721442	7.17736941747875	-4.77795901939295	0.000133083062637831	0.0249941861977376	1.14988334736302
ENSG00000197238	8363	HIST1H4J	protein_coding	-3.24796529714269	1.03886234023987	-5.04034642005445	7.40912005662226e-05	0.022131643520899	1.14084742794649
ENSG00000198763	4536	ND2	protein_coding	-2.4554533437984	10.7150362398394	-4.74895811466143	0.000142031691901424	0.0249941861977376	1.10512030790834
ENSG00000144713	6161	RPL32	protein_coding	-1.32348677678295	8.81506330809524	-4.74754923685575	0.0001424816588931	0.0249941861977376	1.08449807803431
ENSG00000112306	6206	RPS12	protein_coding	-1.32732848055481	8.09295387850756	-4.7439122509274	0.000143649937162364	0.0249941861977376	1.07357203391826
ENSG00000110046	23130	ATG2A	protein_coding	-1.63018746645589	3.67385399793042	-4.70891565517701	0.000155400585727525	0.0249941861977376	1.05659886986238
ENSG00000231500	6222	RPS18	protein_coding	-1.48913498106191	9.8665827511858	-4.72511090944858	0.000149846171265765	0.0249941861977376	1.04337733848379
ENSG00000100564	5283	PIGH	protein_coding	-1.29437947781685	4.77276864204621	-4.69743969561014	0.000159462452334559	0.0249941861977376	1.03584051120479
ENSG00000136628	2058	EPRS	protein_coding	1.20189876467913	6.905266218752	4.7043116871443	0.000157017385449174	0.0249941861977376	1.03166224547476
ENSG00000105953	4967	OGDH	protein_coding	1.54870915370926	5.86526721019916	4.68959564065964	0.000162300611898222	0.0251128985256364	1.02239261562469
ENSG00000071082	6160	RPL31	protein_coding	-1.23986692791311	8.67152829443889	-4.71625357698234	0.000152858511248916	0.0249941861977376	1.0160914029
ENSG00000198727	4519	CYTB	protein_coding	-2.05519663656064	11.507973943903	-4.70162647084269	0.000157968232534387	0.0249941861977376	1.00755941930885
ENSG00000162032	90864	SPSB3	protein_coding	-1.33075299795179	6.90955930827497	-4.70667932734608	0.000156183809233098	0.0249941861977376	0.997145122200637
ENSG00000105372	6223	RPS19	protein_coding	-1.22581044496725	9.89007945701446	-4.70262266152502	0.000157614797544554	0.0249941861977376	0.99438800796408
ENSG00000177548	79874	RABEP2	protein_coding	-1.02222089362538	4.80446848540319	-4.67079300057083	0.000169314181689204	0.0257957624870558	0.974875625243869
ENSG00000156381	122416	ANKRD9	protein_coding	-2.88929558741686	3.3535918650596	-4.65545286450089	0.000175263279802683	0.0257957624870558	0.918819030096171
ENSG00000171456	171023	ASXL1	protein_coding	-1.11908311896271	6.1836239079765	-4.66012075317003	0.000173430924736122	0.0257957624870558	0.911047516834087
ENSG00000198467	7169	TPM2	protein_coding	-2.47144302292877	3.16361911929656	-4.65630685948634	0.000174926588320106	0.0257957624870558	0.902255355978549
ENSG00000108292	NA	NA	NA	-1.12505039543385	5.34384367101745	-4.63285589122204	0.00018441485406638	0.026815697273821	0.879889567237166
ENSG00000005108	221981	THSD7A	protein_coding	-5.71708192046193	0.519129795724678	-4.80770143035399	0.000124499230139895	0.0249941861977376	0.858666172577027
ENSG00000103496	6810	STX4	protein_coding	-0.986703945265861	5.20125702741898	-4.61679521579364	0.00019121229075176	0.0274731087747974	0.847496368974229
ENSG00000131591	54991	C1orf159	protein_coding	-1.3680152554626	4.11560304591967	-4.58337455298645	0.000206181866099418	0.0285409149669197	0.802301205464627
ENSG00000133247	84787	KMT5C	protein_coding	-1.68288876551847	4.28351005694911	-4.57844570141437	0.000208487840201281	0.0285409149669197	0.792663360634481
ENSG00000099381	9739	SETD1A	protein_coding	-1.54738575087753	3.89633147350493	-4.57425654183298	0.000210468260175313	0.0285409149669197	0.784545405525909
ENSG00000105193	6217	RPS16	protein_coding	-1.20412686874549	7.81167798867186	-4.60864950541286	0.000194756277363393	0.0276531001352798	0.781169759460983
ENSG00000121274	64282	PAPD5	protein_coding	-1.75621268681792	4.38103398203973	-4.56381800851384	0.00021548629965029	0.028896712783104	0.757953241000926
ENSG00000162736	23385	NCSTN	protein_coding	1.58692689552505	7.07809012839421	4.5759457174177	0.00020966742382706	0.0285409149669197	0.751451260721453
ENSG00000136942	11224	RPL35	protein_coding	-1.17848822350202	7.90153058845744	-4.55744600900126	0.000218608802211571	0.0289932926801259	0.67032903191526
ENSG00000197157	27044	SND1	protein_coding	0.949480463056545	7.86140397078699	4.52667948522635	0.000234341994381044	0.0307421035889654	0.617903563910938
ENSG00000139641	23344	ESYT1	protein_coding	1.32160428210622	8.28885293411808	4.49415699925666	0.000252220844457227	0.0320705436459269	0.540255226328403
ENSG00000130255	25873	RPL36	protein_coding	-1.19459127501952	7.62306567313444	-4.49377249344868	0.000252440272297875	0.0320705436459269	0.53281612262517
ENSG00000151923	7073	TIAL1	protein_coding	-0.977290850701988	4.7788604423371	-4.45894459683774	0.000273137441221707	0.0336845076649121	0.530090316011056
ENSG00000177954	6232	RPS27	protein_coding	-1.159677883501	8.17845999853621	-4.4845296000279	0.000257773422198198	0.0324069524219798	0.512759005424571
ENSG00000137818	6176	RPLP1	protein_coding	-1.02881241862358	10.05710384729	-4.45778046261764	0.000273858118455683	0.0336845076649121	0.466630747999038
ENSG00000108106	27338	UBE2S	protein_coding	-1.81392185651189	7.25892468533829	-4.45384543492223	0.000276308414850137	0.0336845076649121	0.448898679730073
ENSG00000112941	11044	PAPD7	protein_coding	-1.42461007455483	3.90707758985277	-4.40682621633867	0.000307357948846252	0.0342465525455822	0.439120829167261
ENSG00000141562	26502	NARF	protein_coding	-1.08158514464153	6.78719877292927	-4.4408738420044	0.000284543593839841	0.0340130460005733	0.43134594922357
ENSG00000156136	1633	DCK	protein_coding	1.46869208694132	7.13948666164926	4.42252245238638	0.000296619452088864	0.0340130460005733	0.430177895020139
ENSG00000175220	392	ARHGAP1	protein_coding	1.05295431136036	7.32435322997099	4.42815900247462	0.000292856338336015	0.0340130460005733	0.415235710890969
ENSG00000184779	NA	NA	NA	-1.28540849577645	7.50462297217366	-4.43701492632374	0.000287040990197402	0.0340130460005733	0.410217967472336
ENSG00000104885	84444	DOT1L	protein_coding	-1.1860064165285	4.99445844097164	-4.40405473411404	0.000309294409434789	0.0342465525455822	0.406320890611084
ENSG00000161970	6154	RPL26	protein_coding	-1.15146076971869	7.80721328936534	-4.43149758333086	0.000290650177882724	0.0340130460005733	0.397153787529819
ENSG00000197774	197342	EME2	protein_coding	-1.48645142824558	3.98594657347396	-4.38537699256664	0.000322669768600049	0.0343606257234874	0.39254121279739
ENSG00000109390	4717	NDUFC1	protein_coding	-1.02743274621548	4.93713700354922	-4.39131327456813	0.000318356626611002	0.0343606257234874	0.388689971984562
ENSG00000117868	57488	ESYT2	protein_coding	1.56418146667017	8.31022046003848	4.41953097123125	0.000298636436889349	0.0340130460005733	0.379792800106827
ENSG00000188243	170622	COMMD6	protein_coding	-1.10875586074812	5.87546704701405	-4.41057245595466	0.000304759848432454	0.0342465525455822	0.377743564786546
ENSG00000182899	6165	RPL35A	protein_coding	-1.16178892144125	7.75011521750034	-4.41939141274706	0.000298730870499691	0.0340130460005733	0.371057829807778
ENSG00000142937	6202	RPS8	protein_coding	-1.13887258661946	8.72214512565563	-4.39265228889272	0.000317391802597422	0.0343606257234874	0.315573819196716
ENSG00000197728	6231	RPS26	protein_coding	-1.33678441205321	7.65541618631828	-4.38934409884796	0.000319780890675016	0.0343606257234874	0.306378053186493
ENSG00000140575	8826	IQGAP1	protein_coding	1.42168168471913	7.70256695561223	4.37944923789006	0.000327035546388647	0.0343606257234874	0.302324618419542
ENSG00000115464	9736	USP34	protein_coding	-0.845034455910205	5.64511788869888	-4.36410263415179	0.000338617146877031	0.0352307788418869	0.297908508095923
ENSG00000138326	6229	RPS24	protein_coding	-1.13153317963352	8.06205366016327	-4.37894892558244	0.000327406741088827	0.0343606257234874	0.282979223753335
ENSG00000164307	51752	ERAP1	protein_coding	1.39786328947267	6.78564893539661	4.35464267989253	0.000345961471880008	0.0356872564454685	0.282762630681567
ENSG00000172809	6169	RPL38	protein_coding	-1.03302236160893	6.37750956922633	-4.34530614805973	0.000353367472254639	0.0358748077046474	0.227192547540365
ENSG00000139921	81542	TMX1	protein_coding	1.33634181167972	7.29908851440129	4.32556254625699	0.000369559313316489	0.036261880913957	0.212388628053955
ENSG00000100836	8106	PABPN1	protein_coding	-1.10184515201273	8.39689894196408	-4.34486093559008	0.000353724593326128	0.0358748077046474	0.209601596677978
ENSG00000198034	6191	RPS4X	protein_coding	-1.0014610936969	9.08964146735748	-4.33133939273754	0.000364745783100407	0.036261880913957	0.18369649791082
ENSG00000108107	6158	RPL28	protein_coding	-1.07482692846805	7.41656114493346	-4.330458037622	0.000365476062951501	0.036261880913957	0.178883935039136
ENSG00000089597	23193	GANAB	protein_coding	1.02107134775115	8.53606810031505	4.327245838811	0.000368150145564733	0.036261880913957	0.17320641110922
ENSG00000076984	5609	MAP2K7	protein_coding	-1.27711955971754	3.40461082510381	-4.27420017881856	0.000415272600161026	0.0383802130957777	0.16487637805167
ENSG00000182952	10473	HMGN4	protein_coding	1.06613965335265	5.56890032627184	4.27662579169727	0.000412990823855474	0.0383802130957777	0.162473818012383
ENSG00000146247	55023	PHIP	protein_coding	-1.07694560239929	7.14738014138924	-4.31959314118196	0.000374600560945993	0.0364601142746547	0.157956943911066
ENSG00000174775	3265	HRAS	protein_coding	-1.85970538957428	3.98218122211195	-4.27108288060926	0.000418223693118644	0.0383802130957777	0.157431809553382
ENSG00000137343	79969	ATAT1	protein_coding	-1.36364253724387	3.58118737817841	-4.26613753852728	0.000422948739890499	0.0383802130957777	0.149588028892517
ENSG00000188305	374872	PEAK3	protein_coding	-4.08477972056674	-0.402807807540155	-4.80497959588522	0.00012526083556236	0.0249941861977376	0.137715288792208
ENSG00000116754	9295	SRSF11	protein_coding	-1.42567962546541	7.95523641505055	-4.31107023159034	0.000381918622464284	0.0368750068361715	0.135980303566157
ENSG00000136811	4957	ODF2	protein_coding	0.958996126412666	6.67090426461651	4.26644415406697	0.000422654226423684	0.0383802130957777	0.0984598695664287
ENSG00000187109	4673	NAP1L1	protein_coding	-1.09240366879214	8.13401929853416	-4.29198882582794	0.000398829093514294	0.0379013254301103	0.0939947899575619
ENSG00000134910	3703	STT3A	protein_coding	1.5658347166076	6.82211285291793	4.24325822738703	0.000445517972711428	0.0392478570266732	0.0693908163253258
ENSG00000114391	6152	RPL24	protein_coding	-1.27809635251178	7.70358909368604	-4.26781481155452	0.000421340190613154	0.0383802130957777	0.0416562313709665
ENSG00000169718	64118	DUS1L	protein_coding	-1.06438984800887	7.65961600621738	-4.2619085584228	0.000427031939464753	0.0384615558014933	0.0298387964128271
ENSG00000198728	8861	LDB1	protein_coding	-1.11624350510371	6.25849786669136	-4.24548039606827	0.000443273785469427	0.0392478570266732	0.0165466498835025
ENSG00000122884	5033	P4HA1	protein_coding	1.38022448442768	5.678230724056	4.19701307816836	0.000494905034709957	0.0421303421522666	-0.00106620988678152
ENSG00000214967	101059938	NPIPA7	protein_coding	-2.69049218981713	2.30984088779547	-4.19631421754487	0.000495692152259661	0.0421303421522666	-0.0610990204927742
ENSG00000117523	23215	PRRC2C	protein_coding	-1.29164005546232	7.58513552091305	-4.21740940790742	0.000472478158120808	0.0411920424361672	-0.0676258964896883
ENSG00000148303	6130	RPL7A	protein_coding	-1.12271112997969	8.9001655747374	-4.21561151577301	0.000474413281848309	0.0411920424361672	-0.068186417545343
ENSG00000168385	4735	SEPT2	protein_coding	0.916963754445904	8.25246867384621	4.20773788433713	0.000482982219969009	0.0416365172343283	-0.0818344603913923
ENSG00000104957	81576	CCDC130	protein_coding	-0.977865834571713	5.16249036642847	-4.15828810251347	0.00054047248052644	0.044373893656283	-0.122642680323909
ENSG00000077232	54431	DNAJC10	protein_coding	1.08409411849427	6.6750971182168	4.15999658671841	0.000538375942741596	0.044373893656283	-0.131342577074982
ENSG00000115268	6209	RPS15	protein_coding	-1.04005174744131	8.09336936934408	-4.18688529610106	0.000506435666645888	0.0427424619632813	-0.134833142744844
ENSG00000204469	7916	PRRC2A	protein_coding	-0.820425214102805	6.01479700172499	-4.16595863126645	0.000531123507388954	0.044207790418464	-0.146200256175381
ENSG00000124614	6204	RPS10	protein_coding	-1.14398829867713	7.90097332287789	-4.17391239230112	0.00052160084597873	0.0437166709035923	-0.1628817453764
ENSG00000133393	123811	FOPNL	protein_coding	1.20496083507961	6.20180833134762	4.12524046293721	0.000582678916606425	0.0456646223670321	-0.174169570788345
ENSG00000139679	10161	LPAR6	protein_coding	-1.9970316114925	4.44148609658456	-4.12023497645538	0.000589354054480992	0.0458897682808458	-0.208777923884136
ENSG00000135213	NA	NA	NA	-0.9419296190216	5.81570726619938	-4.13198243855689	0.00057380784138413	0.0456646223670321	-0.209741492166402
ENSG00000143977	6637	SNRPG	protein_coding	-1.18628307887968	5.76033935067652	-4.12965325249328	0.000576857144799407	0.0456646223670321	-0.211993386048719
ENSG00000197226	23061	TBC1D9B	protein_coding	1.18526417358082	7.49607767446579	4.12857172718861	0.000578278571786862	0.0456646223670321	-0.237039363088684
ENSG00000134597	51634	RBMX2	protein_coding	-1.07758488141292	3.35546661912197	-4.07970932168796	0.000646301598713809	0.0490579496533142	-0.237724692291302
ENSG00000171763	79029	SPATA5L1	protein_coding	-1.36198603076391	4.08313651910193	-4.0753399142686	0.000652762188361965	0.0490742495264813	-0.250497469742914
ENSG00000118689	2309	FOXO3	protein_coding	-1.40569234684475	6.96169275030099	-4.12652048353968	0.00058098414519225	0.0456646223670321	-0.259091310298728
ENSG00000149806	2197	FAU	protein_coding	-1.16394958311175	7.50568058388727	-4.12641751562901	0.000581120293451272	0.0456646223670321	-0.26533512134012
ENSG00000149428	10525	HYOU1	protein_coding	1.20214959265819	6.10973086667805	4.06956170044889	0.000661405381627073	0.0490742495264813	-0.282411813528504
ENSG00000155660	9601	PDIA4	protein_coding	1.36460529437976	7.59861019413656	4.10058645723132	0.000616306903800293	0.0476808206536265	-0.287670815687512
ENSG00000174196	NA	NA	NA	-5.72429474369335	-1.16716026082082	-4.51160104435929	0.000242466109910393	0.0314658438764358	-0.297462943932312
ENSG00000130165	84337	ELOF1	protein_coding	-1.03155918247186	4.74179555055331	-4.05968973127131	0.000676438414521638	0.0491475016288634	-0.303463191068163
ENSG00000162437	55225	RAVER2	protein_coding	1.36352898317166	5.27025465972927	4.03873522717702	0.000709492622648644	0.0509694432306338	-0.315103020895227
ENSG00000213585	7416	VDAC1	protein_coding	1.30664044385499	7.67220832937554	4.08868068148953	0.000633236860924809	0.0486785711751689	-0.316769066705113
ENSG00000167967	1877	E4F1	protein_coding	-0.998684916071629	5.1135006431923	-4.05974127116943	0.000676359046831723	0.0491475016288634	-0.324115935573158
ENSG00000272333	9757	KMT2B	protein_coding	-1.36987034431794	2.34865498271121	-4.06428423163529	0.00066939976652091	0.0491475016288634	-0.331988142913429
ENSG00000048649	51773	RSF1	protein_coding	-1.02070843373609	5.68075854649136	-4.070594691504	0.000659851828966362	0.0490742495264813	-0.340987329472399
ENSG00000163527	201595	STT3B	protein_coding	1.31240167257662	8.57395379373874	4.08440935399207	0.000639423710039679	0.048843068078917	-0.352145245256984
ENSG00000100068	91355	LRP5L	protein_coding	-2.09377706621227	3.39974710046066	-4.01579206191121	0.000747542664549675	0.0513357273729299	-0.366187362106039
ENSG00000204843	1639	DCTN1	protein_coding	0.907104096212736	7.49258355529416	4.06864911715063	0.000662780899230794	0.0490742495264813	-0.367594219526459
ENSG00000131473	47	ACLY	protein_coding	1.20863510249757	7.38415843819135	4.05734497526632	0.000680059058084364	0.0491475016288634	-0.374320547251561
ENSG00000100890	9692	KIAA0391	protein_coding	1.35969890098026	5.16000002053371	4.00232590516707	0.000770820442847194	0.0513357273729299	-0.38892274431093
ENSG00000054219	4065	LY75	protein_coding	2.20065026968404	6.21045464119237	4.00816749487337	0.000760634770118268	0.0513357273729299	-0.399130091315429
ENSG00000137845	102	ADAM10	protein_coding	1.72953004563182	6.82257325965476	4.01706472387551	0.000745379463286033	0.0513357273729299	-0.42441390403091
ENSG00000164808	23514	SPIDR	protein_coding	1.12427305219095	6.35766577503779	4.01373561097326	0.00075105140148107	0.0513357273729299	-0.424692104765851
ENSG00000183576	84193	SETD3	protein_coding	1.16157268547733	6.35706641287264	4.00925661661799	0.000758750682916418	0.0513357273729299	-0.437179017764108
ENSG00000169246	23117	NPIPB3	protein_coding	-1.44394094001741	4.85795477051873	-4.00763047579137	0.000761565490537548	0.0513357273729299	-0.444760852929434
ENSG00000170606	3308	HSPA4	protein_coding	1.41075920679858	6.61895435589569	3.99191870054617	0.0007893064295548	0.0513357273729299	-0.467380824012954
ENSG00000084090	56910	STARD7	protein_coding	0.726085116430927	8.3744708832359	4.02632205038961	0.000729831868574072	0.0513357273729299	-0.47963301287655
ENSG00000254772	1937	EEF1G	protein_coding	-1.07747078390431	10.2134183942863	-4.01754210975688	0.000744569646492252	0.0513357273729299	-0.488103750327332
ENSG00000128915	79664	ICE2	protein_coding	1.73566614217932	5.86147754618922	3.95639024892021	0.000855821839480077	0.0521662312155811	-0.490020889586937
ENSG00000007392	55692	LUC7L	protein_coding	-1.34246882979145	6.30671079196766	-4.00437180952476	0.000767237662817649	0.0513357273729299	-0.508343514958327
ENSG00000132680	22889	KHDC4	protein_coding	-1.43009841617551	4.7778061610797	-3.96834055120174	0.000832845365967209	0.051886271468001	-0.508989695278053
ENSG00000177189	6197	RPS6KA3	protein_coding	1.1924751821137	6.8505506855907	3.98526485226492	0.000801357317046832	0.0513357273729299	-0.512939600091678
ENSG00000105698	7392	USF2	protein_coding	-1.29216475070073	4.48437941572339	-3.95888338272203	0.000850976610061505	0.0521341964813822	-0.518529698354993
ENSG00000198900	7150	TOP1	protein_coding	-1.49248141863925	6.25018948199082	-3.99501682035856	0.000783757425673671	0.0513357273729299	-0.526856718837819
ENSG00000073169	83642	SELENOO	protein_coding	-1.07618074534729	5.15895106240785	-3.96459101735212	0.000839987265855009	0.051886271468001	-0.528133731223194
ENSG00000233927	6234	RPS28	protein_coding	-1.30413834611293	6.21276294816374	-3.99332176540475	0.000786788562778966	0.0513357273729299	-0.530856522867207
ENSG00000198894	85457	CIPC	protein_coding	1.86612775093603	4.32226939108627	3.97280316489384	0.00082442435431241	0.051886271468001	-0.542879682326263
ENSG00000135940	1329	COX5B	protein_coding	-0.928574176949965	6.70584943472773	-3.98499880408196	0.00080184297058788	0.0513357273729299	-0.560482822459131
