ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11	"ENSG00000141959"	"PFKL"	chr21	+	44324855	44326060	44324855	44324917	44325960	44326060	11	647,286,1593,372	4,0,0,0	688,357,328,209,505,230,308,737,1220	4,0,4,0,0,6,1,0,0	1117	74	0.627427585372	1.0	0.915,1.0,1.0,1.0	0.919,1.0,0.845,1.0,1.0,0.717,0.953,1.0,1.0	0.042
12	"ENSG00000160224"	"AIRE"	chr21	+	44286977	44287591	44286977	44287133	44287516	44287591	12	8,4,0,15	7,0,0,6	0,0,6,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	457	74	1	1.0	0.156,1.0,NA,0.288	NA,NA,1.0,NA,NA,NA,NA,NA,NA	-0.519
13	"ENSG00000160224"	"AIRE"	chr21	+	44288344	44289802	44288344	44288458	44289656	44289802	13	12,6,0,7	2,2,0,0	0,0,14,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0	1272	74	1	1.0	0.259,0.149,NA,1.0	NA,NA,1.0,NA,NA,NA,NA,NA,NA	-0.531
20	"ENSG00000160179"	"ABCG1"	chr21	+	42287888	42288312	42287888	42288037	42288210	42288312	20	15,11,15,30	0,24,44,0	5,10,7,16,129,1,0,12,37	17,4,0,37,230,10,3,19,0	247	74	0.0669757336126	0.224615565295	1.0,0.121,0.093,1.0	0.081,0.428,1.0,0.115,0.144,0.029,0.0,0.159,1.0	0.225
21	"ENSG00000160179"	"ABCG1"	chr21	+	42287888	42288312	42287888	42288073	42288210	42288312	21	2,6,6,21	20,23,57,45	1,6,7,12,39,0,0,1,8	20,4,50,17,233,10,13,68,123	211	74	0.0398030559195	0.14865088214	0.034,0.084,0.036,0.141	0.017,0.345,0.047,0.198,0.055,0.0,0.0,0.005,0.022	-0.003
23	"ENSG00000173276"	"ZBTB21"	chr21	-	41986830	41994108	41986830	41991889	41992492	41994108	23	45,63,247,64	16,4,50,0	327,113,156,71,470,46,223,58,163	10,8,2,7,34,0,7,0,0	677	74	0.0386159037976	0.14493835892	0.235,0.633,0.351,1.0	0.781,0.607,0.895,0.526,0.602,1.0,0.777,1.0,1.0	-0.244
24	"ENSG00000157601"	"MX1"	chr21	+	41421837	41422095	41421837	41421871	41421974	41422095	24	0,7,0,0	0,0,0,0	0,0,0,0,1,11,5,0,0	0,0,0,0,0,8,3,0,0	177	74	1	1.0	NA,1.0,NA,NA	NA,NA,NA,NA,1.0,0.365,0.411,NA,NA	0.408
26	"ENSG00000205581"	"HMGN1"	chr21	-	39345829	39347292	39345829	39345958	39347246	39347292	26	1571,2011,3401,1587	49,26,0,22	3435,1947,1254,1591,2367,2033,7307,1124,1379	53,47,64,6,21,13,148,19,0	1362	74	0.415025374206	0.889706942134	0.635,0.808,1.0,0.797	0.779,0.692,0.516,0.935,0.86,0.895,0.728,0.763,1.0	0.014
27	"ENSG00000205581"	"HMGN1"	chr21	-	39345145	39348339	39345145	39345274	39348291	39348339	27	2518,2741,5502,2632	1760,2196,794,947	5555,3365,2093,2560,3701,3243,9539,1709,1845	4263,4245,2661,1350,3881,2228,2731,3001,1196	3091	74	3.33066907388e-16	8.82431382868e-14	0.033,0.029,0.142,0.062	0.03,0.019,0.018,0.043,0.022,0.034,0.077,0.013,0.036	0.034
28	"ENSG00000205581"	"HMGN1"	chr21	-	39348421	39348577	39348421	39348451	39348544	39348577	28	124,124,181,155	1405,1651,1239,1354	332,256,156,153,217,155,272,151,73	3172,3278,2493,979,2556,1595,2845,2123,1358	167	74	0.0248845014458	0.103038204596	0.038,0.032,0.061,0.048	0.044,0.033,0.027,0.065,0.036,0.041,0.041,0.031,0.023	0.007
29	"ENSG00000205622"	"AF064858.6"	chr21	-	38923425	38923693	38923425	38923513	38923637	38923693	29	0,0,0,0	2,9,0,0	2,0,0,0,0,0,0,0,0	1,0,0,0,1,0,0,0,0	198	74	1	1.0	0.0,0.0,NA,NA	0.428,NA,NA,NA,0.0,NA,NA,NA,NA	-0.214
30	"ENSG00000157538"	"DSCR3"	chr21	-	37223419	37227806	37223419	37225626	37227653	37227806	30	58,33,28,0	197,294,261,27	88,29,21,4,64,8,95,343,36	449,234,218,120,353,125,241,206,154	2101	74	0.0376857845785	0.142277262147	0.01,0.004,0.004,0.0	0.007,0.004,0.003,0.001,0.006,0.002,0.014,0.055,0.008	-0.007
33	"ENSG00000159079"	"C21orf59"	chr21	-	32601666	32603292	32601666	32601973	32603160	32603292	33	35,60,42,0	31,22,255,6	116,68,17,107,174,150,237,208,8	42,51,10,6,79,52,71,56,19	1261	74	4.42634817688e-12	4.57836152827e-10	0.062,0.138,0.01,0.0	0.139,0.073,0.091,0.511,0.114,0.145,0.164,0.179,0.024	-0.107
34	"ENSG00000156253"	"RWDD2B"	chr21	-	29008239	29008621	29008239	29008307	29008394	29008621	34	6,23,0,0	3,69,0,2	17,33,1,34,26,34,41,93,0	58,88,9,34,32,25,41,128,28	161	74	1	1.0	0.479,0.133,NA,0.0	0.119,0.147,0.049,0.315,0.272,0.385,0.315,0.25,0.0	-0.002
35	"ENSG00000156239"	"N6AMT1"	chr21	-	28872190	28876491	28872190	28872739	28876311	28876491	35	0,247,0,0	0,47,0,0	209,25,30,184,218,54,147,12,0	33,2,0,33,19,43,51,109,20	3646	74	1	1.0	NA,0.096,NA,NA	0.114,0.202,1.0,0.102,0.189,0.025,0.055,0.002,0.0	-0.092
36	"ENSG00000154734"	"ADAMTS1"	chr21	-	26838438	26839762	26838438	26838614	26839586	26839762	36	0,0,167,2	0,0,2804,63	0,0,0,0,0,0,3,0,0	0,0,0,1,0,0,3,0,0	1046	74	1	1.0	NA,NA,0.004,0.002	NA,NA,NA,0.0,NA,NA,0.066,NA,NA	-0.03
37	"ENSG00000154734"	"ADAMTS1"	chr21	-	26839874	26840562	26839874	26840061	26840275	26840562	37	0,0,481,1	0,0,1902,43	0,0,0,0,0,0,4,0,0	0,0,0,4,0,0,5,0,0	288	74	1	1.0	NA,NA,0.061,0.006	NA,NA,NA,0.0,NA,NA,0.171,NA,NA	-0.052
42	"ENSG00000275895"	"U2AF1L5"	chr21	-	6492130	6496080	6492130	6492197	6495992	6496080	42	36,4,68,0	0,1,1,7	0,32,48,0,122,44,154,0,14	0,1,0,0,2,0,1,0,0	3869	74	1	1.0	1.0,0.071,0.565,0.0	NA,0.38,1.0,NA,0.538,1.0,0.747,NA,1.0	-0.368
44	"ENSG00000275464"	"CH507-9B2.5"	chr21	-	5135934	5137474	5135934	5136043	5137326	5137474	44	7,27,0,0	29,82,0,14	31,2,1,15,15,2,20,0,2	398,96,58,103,111,62,52,0,24	1357	74	1	1.0	0.013,0.018,NA,0.0	0.004,0.001,0.001,0.008,0.007,0.002,0.021,NA,0.005	0.004
45	"ENSG00000275464"	"CH507-9B2.5"	chr21	-	5139697	5141103	5139697	5139878	5140952	5141103	45	0,5,0,0	25,99,0,11	15,5,0,10,6,1,2,0,3	333,71,52,66,74,53,52,0,28	1148	74	1	1.0	0.0,0.003,NA,0.0	0.003,0.005,0.0,0.01,0.005,0.001,0.002,NA,0.007	-0.003
46	"ENSG00000100299"	"ARSA"	chr22	-	50626590	50627406	50626590	50626760	50627165	50627406	46	13,22,36,46	0,0,0,0	34,43,6,30,155,129,33,70,0	0,0,6,0,11,5,0,0,3	479	74	6.04868269994e-05	0.000730108528592	1.0,1.0,1.0,1.0	1.0,1.0,0.134,1.0,0.685,0.799,1.0,1.0,0.0	0.265
47	"ENSG00000100299"	"ARSA"	chr22	-	50627555	50628170	50627555	50627792	50627945	50628170	47	57,113,159,260	19,31,17,19	223,277,87,123,703,585,121,574,138	40,14,21,4,68,62,10,63,3	227	74	0.0469229113672	0.168937484251	0.494,0.543,0.753,0.817	0.645,0.866,0.575,0.909,0.771,0.755,0.798,0.748,0.937	-0.126
48	"ENSG00000205560"	"CPT1B"	chr22	-	50571157	50571539	50571157	50571292	50571374	50571539	48	11,7,32,2	15,36,93,57	4,1,18,10,4,5,10,0,11	10,10,29,55,32,87,46,23,74	156	74	0.136402851065	0.390813257759	0.258,0.084,0.14,0.016	0.159,0.045,0.227,0.079,0.056,0.027,0.093,0.0,0.066	0.041
49	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526141	50526245	50526476	49	9,6,0,8	105,110,5,17	27,19,26,2,64,34,15,27,1	197,470,156,16,332,396,92,75,30	178	74	0.185519923284	0.495600079757	0.034,0.022,0.0,0.164	0.054,0.017,0.065,0.049,0.074,0.034,0.063,0.13,0.014	-0.001
50	"ENSG00000025708"	"TYMP"	chr22	-	50526000	50526476	50526000	50526156	50526245	50526476	50	7,8,0,7	2,0,0,0	19,15,22,1,61,31,11,26,1	0,5,3,0,3,1,0,0,0	163	74	1	1.0	0.614,1.0,NA,1.0	1.0,0.577,0.769,1.0,0.902,0.934,1.0,1.0,1.0	-0.038
51	"ENSG00000100258"	"LMF2"	chr22	-	50504339	50504727	50504339	50504451	50504558	50504727	51	41,14,31,31	61,164,60,53	42,33,37,24,68,42,31,57,46	159,152,125,57,250,191,171,242,85	181	74	0.0655882324812	0.2206194168	0.216,0.034,0.174,0.193	0.097,0.082,0.108,0.147,0.1,0.082,0.069,0.088,0.181	0.048
52	"ENSG00000100258"	"LMF2"	chr22	-	50505056	50505537	50505056	50505153	50505402	50505537	52	22,36,43,9	0,0,0,7	71,23,39,17,78,51,33,42,17	8,0,4,1,4,10,1,0,0	323	74	0.114704949113	0.341010620993	1.0,1.0,1.0,0.228	0.67,1.0,0.691,0.796,0.817,0.539,0.883,1.0,1.0	-0.015
53	"ENSG00000100429"	"HDAC10"	chr22	-	50245674	50246092	50245674	50245827	50245909	50246092	53	13,23,10,34	95,129,77,78	87,29,39,29,89,34,36,43,25	344,193,134,115,235,149,206,344,114	156	74	0.568267541192	1.0	0.061,0.078,0.058,0.171	0.107,0.067,0.121,0.107,0.152,0.098,0.077,0.056,0.094	-0.006
54	"ENSG00000100429"	"HDAC10"	chr22	-	50246297	50246735	50246297	50246376	50246678	50246735	54	9,20,5,20	73,169,75,63	33,14,33,15,48,33,29,40,11	353,170,243,146,270,101,219,313,95	376	74	0.946448430122	1.0	0.024,0.023,0.013,0.059	0.018,0.016,0.026,0.02,0.034,0.06,0.025,0.025,0.022	0.002
55	"ENSG00000100429"	"HDAC10"	chr22	-	50246678	50246966	50246678	50246735	50246874	50246966	55	12,20,6,4	88,146,105,67	52,25,25,9,43,12,40,59,9	368,184,224,148,286,104,240,327,114	213	74	0.0705981756963	0.234354657873	0.045,0.045,0.019,0.02	0.047,0.045,0.037,0.021,0.05,0.039,0.055,0.059,0.027	-0.01
56	"ENSG00000100429"	"HDAC10"	chr22	-	50248224	50248472	50248224	50248292	50248365	50248472	56	1,21,7,14	60,178,64,65	28,8,23,29,37,31,12,45,1	305,135,141,69,172,71,186,209,83	147	74	0.0789838208135	0.253920862915	0.008,0.056,0.052,0.098	0.044,0.029,0.076,0.175,0.098,0.18,0.031,0.098,0.006	-0.028
57	"ENSG00000100429"	"HDAC10"	chr22	-	50250770	50251385	50250770	50250905	50250973	50251385	57	9,13,32,9	23,29,0,16	59,35,31,45,32,27,27,24,22	129,88,16,35,28,50,49,101,26	142	74	0.304480796997	0.708724294405	0.169,0.189,1.0,0.227	0.192,0.172,0.502,0.401,0.373,0.22,0.223,0.11,0.306	0.119
58	"ENSG00000170638"	"TRABD"	chr22	+	50197822	50198186	50197822	50197995	50198074	50198186	58	286,97,1193,334	105,241,159,171	403,153,163,187,1109,104,233,865,912	546,222,121,251,704,78,304,402,330	153	74	0.168353073098	0.460110583273	0.568,0.163,0.784,0.486	0.263,0.25,0.395,0.265,0.432,0.392,0.27,0.51,0.572	0.128
59	"ENSG00000186654"	"PRR5"	chr22	+	44702217	44702608	44702217	44702409	44702491	44702608	59	38,68,90,40	0,4,0,0	241,183,61,23,71,34,48,109,72	9,12,0,0,2,0,2,0,0	156	74	0.0101948083039	0.0512235490062	1.0,0.89,1.0,1.0	0.927,0.879,1.0,1.0,0.944,1.0,0.919,1.0,1.0	0.009
60	"ENSG00000198951"	"NAGA"	chr22	-	42070281	42070830	42070281	42070366	42070762	42070830	60	174,238,0,0	0,6,0,0	316,161,295,70,327,234,150,214,36	3,0,6,0,0,5,0,0,4	470	74	1	1.0	1.0,0.862,NA,NA	0.943,1.0,0.886,1.0,1.0,0.881,1.0,1.0,0.586	0.009
62	"ENSG00000100417"	"PMM1"	chr22	-	41583958	41584372	41583958	41584058	41584280	41584372	62	42,20,0,28	23,22,0,12	27,7,29,0,79,12,96,50,0	27,17,23,0,103,13,45,58,0	296	74	1	1.0	0.313,0.185,NA,0.368	0.2,0.093,0.24,NA,0.161,0.188,0.348,0.177,NA	0.088
63	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41219418	41219536	63	17,74,2,6	36,160,46,1	36,20,33,1,119,46,226,44,0	171,146,26,63,179,107,163,96,37	2290	74	0.370716502477	0.816482702766	0.015,0.015,0.001,0.162	0.007,0.004,0.039,0.001,0.021,0.014,0.043,0.015,0.0	0.032
64	"ENSG00000100395"	"L3MBTL2"	chr22	+	41227088	41227869	41227088	41227323	41227803	41227869	64	3,8,2,20	28,119,75,19	16,16,5,20,8,9,26,94,0	224,145,37,56,159,78,157,134,17	554	74	0.137368170791	0.392829359519	0.014,0.009,0.004,0.123	0.009,0.015,0.018,0.046,0.007,0.015,0.022,0.086,0.0	0.013
66	"ENSG00000128272"	"ATF4"	chr22	+	39520563	39521671	39520563	39520751	39521353	39521671	66	1403,626,1000,2300	702,367,382,2081	797,622,735,361,441,688,4492,1516,1044	877,1129,2108,201,655,710,3183,577,1139	676	74	6.42303987775e-11	4.90328332362e-09	0.18,0.157,0.223,0.108	0.09,0.057,0.037,0.164,0.069,0.096,0.134,0.223,0.091	0.06
68	"ENSG00000100316"	"RPL3"	chr22	-	39312883	39313310	39312883	39312984	39313190	39313310	68	241,216,406,596	4489,4094,7881,9837	400,533,357,164,336,190,140,652,451	6707,8658,6161,3149,6308,3415,2417,12237,8280	280	74	0.78483973805	1.0	0.014,0.014,0.013,0.016	0.016,0.016,0.015,0.014,0.014,0.014,0.015,0.014,0.014	-0.0
69	"ENSG00000100316"	"RPL3"	chr22	-	39313190	39314208	39313190	39313310	39314106	39314208	69	816,623,1601,2038	447,48,499,1169	1196,1409,1004,550,1255,974,1015,2167,1370	162,566,437,16,228,184,549,288,506	870	74	0.267415725264	0.645812561174	0.134,0.525,0.214,0.129	0.386,0.175,0.163,0.745,0.319,0.31,0.136,0.39,0.187	-0.062
70	"ENSG00000128298"	"BAIAP2L2"	chr22	-	38086241	38086449	38086241	38086347	38086389	38086449	70	0,0,0,18	0,0,0,0	0,0,0,0,3,4,12,0,15	0,0,0,0,2,0,7,0,0	116	74	1	1.0	NA,NA,NA,1.0	NA,NA,NA,NA,0.489,1.0,0.522,NA,1.0	0.247
71	"ENSG00000100151"	"PICK1"	chr22	+	38073772	38074451	38073772	38073823	38074306	38074451	71	150,96,74,79	91,86,215,29	62,32,19,38,119,101,33,212,54	116,118,23,49,124,118,51,162,61	557	74	0.0403119313244	0.149806055021	0.18,0.129,0.044,0.266	0.066,0.035,0.099,0.093,0.113,0.102,0.079,0.148,0.105	0.061
72	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37832957	37833082	37833158	37833206	72	120,53,380,316	10,78,1,9	167,139,65,28,134,145,573,480,168	92,55,24,68,104,76,196,129,15	150	74	0.000479764101041	0.00422042482635	0.855,0.251,0.995,0.945	0.472,0.555,0.572,0.169,0.389,0.485,0.591,0.647,0.847	0.236
73	"ENSG00000100055"	"CYTH4"	chr22	+	37311455	37312174	37311455	37311527	37312019	37312174	73	3,79,0,0	27,235,0,10	53,0,75,55,382,24,0,23,1	162,0,90,174,962,161,0,50,14	566	74	1	1.0	0.014,0.042,NA,0.0	0.041,NA,0.098,0.04,0.049,0.019,NA,0.057,0.009	-0.026
74	"ENSG00000133466"	"C1QTNF6"	chr22	-	37180166	37182735	37180166	37180867	37182151	37182735	74	6,52,0,30	0,1,23,0	21,22,83,0,27,0,25,7,296	0,0,0,0,0,0,4,27,6	1358	74	1	1.0	1.0,0.739,0.0,1.0	1.0,1.0,1.0,NA,1.0,NA,0.254,0.014,0.729	-0.029
75	"ENSG00000100365"	"NCF4"	chr22	+	36875652	36876094	36875652	36875783	36876028	36876094	75	58,278,144,180	243,902,130,230	252,232,81,270,281,572,9,578,248	1125,980,454,538,607,1697,56,1499,292	319	74	0.00401139344535	0.0248123392532	0.052,0.067,0.204,0.154	0.049,0.052,0.04,0.104,0.097,0.073,0.036,0.082,0.165	0.042
76	"ENSG00000100360"	"IFT27"	chr22	-	36758210	36764036	36758210	36758409	36763918	36764036	76	55,39,0,54	7,5,6,19	161,156,39,153,293,164,174,543,11	20,35,6,2,7,4,39,4,11	5583	74	0.000222348817046	0.00220585698673	0.094,0.094,0.0,0.036	0.096,0.056,0.079,0.503,0.357,0.352,0.056,0.643,0.013	-0.183
77	"ENSG00000100360"	"IFT27"	chr22	-	36775673	36776125	36775673	36775794	36776030	36776125	77	20,42,27,4	1,4,0,2	128,128,37,37,90,42,60,89,28	4,8,0,1,2,2,5,0,0	310	74	0.44967718758	0.944217274061	0.827,0.715,1.0,0.323	0.884,0.793,1.0,0.898,0.915,0.834,0.741,1.0,1.0	-0.18
79	"ENSG00000100225"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32493104	32493281	79	593,524,1069,1091	3,19,265,2	562,900,672,478,564,704,2629,409,442	7,160,12,24,1,53,76,101,12	5350	74	0.262539909151	0.637269271602	0.732,0.276,0.053,0.883	0.526,0.072,0.436,0.216,0.886,0.155,0.324,0.053,0.338	0.152
80	"ENSG00000138942"	"RNF185"	chr22	+	31204488	31207013	31204488	31204966	31205376	31207013	80	126,331,62,82	0,0,0,0	363,155,135,343,742,160,220,170,67	0,0,0,0,6,0,0,0,0	484	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0	0.006
82	"ENSG00000198832"	"SELM"	chr22	-	31105929	31107533	31105929	31105965	31107376	31107533	82	0,0,17,40	42,6,644,339	0,0,0,0,2,0,45,0,0	0,0,2,3,49,0,155,12,23	1485	74	1	1.0	0.0,0.0,0.001,0.006	NA,NA,0.0,0.0,0.002,NA,0.014,0.0,0.0	-0.001
84	"ENSG00000183963"	"SMTN"	chr22	+	31096997	31097338	31096997	31097060	31097268	31097338	84	25,0,0,0	42,9,52,0	8,8,2,0,0,24,302,9,9	34,34,4,23,7,31,1186,49,33	282	74	1	1.0	0.135,0.0,0.0,NA	0.058,0.058,0.116,0.0,0.0,0.169,0.063,0.046,0.067	-0.019
85	"ENSG00000183963"	"SMTN"	chr22	+	31099061	31099896	31099061	31099179	31099744	31099896	85	21,0,1,0	84,4,34,3	3,8,0,0,1,0,98,2,12	67,52,17,13,32,60,1615,31,23	639	74	0.153655470777	0.428522749461	0.028,0.0,0.003,0.0	0.005,0.018,0.0,0.0,0.004,0.0,0.007,0.007,0.057	-0.003
86	"ENSG00000100003"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30415947	30416087	86	0,0,0,0	0,0,0,1	0,2,0,6,0,0,7,2,0	0,0,0,0,0,0,17,23,0	156	74	1	1.0	NA,NA,NA,0.0	NA,1.0,NA,1.0,NA,NA,0.163,0.04,NA	-0.551
87	"ENSG00000187860"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30371649	30371727	87	0,0,0,145	0,2,0,8	17,12,4,0,27,0,57,0,8	1,0,0,2,0,0,33,10,0	773	74	1	1.0	NA,0.0,NA,0.634	0.619,1.0,1.0,0.0,1.0,NA,0.142,0.0,1.0	-0.278
88	"ENSG00000100325"	"ASCC2"	chr22	-	29793359	29793676	29793359	29793490	29793576	29793676	88	22,21,145,80	173,263,90,92	36,21,61,18,57,66,26,44,36	537,360,223,208,448,242,360,259,149	160	74	0.000376842123143	0.00346387127069	0.056,0.036,0.427,0.287	0.03,0.026,0.112,0.038,0.056,0.112,0.032,0.073,0.101	0.137
90	"ENSG00000100276"	"RASL10A"	chr22	-	29312932	29313987	29312932	29313568	29313862	29313987	90	318,8,0,45	170,15,0,2	51,13,24,3,0,111,160,0,13	26,51,4,6,0,108,65,0,6	368	74	1	1.0	0.273,0.097,NA,0.819	0.283,0.049,0.547,0.091,NA,0.171,0.331,NA,0.303	0.143
91	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291561	29291599	91	2180,1504,4033,7908	334,544,339,53	2237,1971,1929,1178,3135,2381,3051,1950,2106	874,862,356,320,584,248,310,577,205	2849	74	0.0320253972828	0.124669308005	0.145,0.067,0.236,0.795	0.062,0.056,0.123,0.087,0.122,0.2,0.204,0.081,0.211	0.183
92	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29291564	29291599	92	2356,1771,4202,7998	0,0,0,0	2768,2393,2184,1378,3425,2520,3273,2270,2211	0,0,0,0,0,0,1,0,0	2883	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.988,1.0,1.0	0.001
93	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29291564	29291599	93	2201,1529,4056,7928	377,640,488,151	2304,2005,1955,1192,3177,2395,3093,1993,2119	1208,1028,690,403,847,399,423,748,293	2852	74	0.00488790378039	0.0288912317938	0.132,0.058,0.177,0.577	0.047,0.048,0.068,0.071,0.089,0.135,0.159,0.065,0.158	0.143
94	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299194	29299280	94	478,120,1450,3037	67,63,84,51	439,376,441,83,303,320,764,504,510	95,73,75,31,45,31,29,60,51	373	74	0.32957549247	0.75274240268	0.586,0.274,0.774,0.922	0.478,0.505,0.538,0.347,0.572,0.672,0.839,0.625,0.665	0.057
95	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29298895	29299598	29299851	95	790,183,2609,5473	22,2,51,263	699,564,733,119,522,584,1187,971,859	21,13,100,0,6,21,55,58,50	777	74	0.245243815321	0.606577783748	0.774,0.897,0.83,0.665	0.76,0.805,0.411,1.0,0.892,0.726,0.673,0.615,0.621	0.069
96	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29299280	29299598	29299851	96	957,755,1948,3163	72,31,105,56	1642,1404,1136,513,1056,679,1279,1328,779	103,51,97,6,20,11,31,34,110	392	74	0.589600572713	1.0	0.715,0.821,0.778,0.914	0.751,0.839,0.689,0.942,0.909,0.921,0.886,0.881,0.572	-0.014
97	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27997985	27998838	97	1,5,78,0	0,3,0,0	2,1,0,4,29,16,44,0,0	0,0,0,0,4,0,28,0,0	320	74	1	1.0	1.0,0.278,1.0,NA	1.0,1.0,NA,1.0,0.626,1.0,0.267,NA,NA	-0.056
98	"ENSG00000235954"	"TTC28-AS1"	chr22	+	27997410	27998838	27997410	27997739	27998603	27998838	98	11,15,204,0	0,0,0,0	15,31,10,16,70,30,152,0,0	0,0,0,0,0,0,6,0,0	938	74	1	1.0	1.0,1.0,1.0,NA	1.0,1.0,1.0,1.0,1.0,1.0,0.667,NA,NA	0.048
