ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
29	"ENSG00000241837"	"ATP5O"	chr21	-	33906448	33907453	33907340	33907453	33903934	33904021	29	89,67,325,44	2584,2473,1789,1679	67,110,78,60,82,71,139,58,79	3523,3768,2583,972,2608,2609,2442,5184,2023	966	74	0.397438824657	1.0	0.003,0.002,0.014,0.002	0.001,0.002,0.002,0.005,0.002,0.002,0.004,0.001,0.003	0.003
30	"ENSG00000241837"	"ATP5O"	chr21	-	33915135	33915724	33915651	33915724	33914449	33914500	30	30,39,0,121	1,0,0,0	79,66,108,12,46,118,219,194,106	3,0,0,0,4,0,0,0,0	590	74	1	1.0	0.79,1.0,NA,1.0	0.768,1.0,1.0,1.0,0.591,1.0,1.0,1.0,1.0	0.001
32	"ENSG00000159086"	"PAXBP1"	chr21	-	32755212	32755353	32755229	32755353	32751118	32751218	32	47,52,105,56	6,28,0,13	127,130,110,50,68,19,101,49,20	18,46,8,16,40,19,50,25,4	91	74	0.0175563598715	0.132184655476	0.864,0.602,1.0,0.778	0.852,0.697,0.918,0.718,0.58,0.448,0.622,0.614,0.803	0.116
33	"ENSG00000156253"	"RWDD2B"	chr21	-	29008239	29008621	29008394	29008621	29007760	29008123	33	15,107,0,1	2,13,0,0	60,123,20,63,59,54,92,234,20	9,11,7,0,20,10,71,21,0	229	74	1	1.0	0.708,0.727,NA,1.0	0.683,0.783,0.48,1.0,0.488,0.636,0.295,0.783,1.0	0.129
34	"ENSG00000156253"	"RWDD2B"	chr21	-	29009594	29009692	29009626	29009692	29008394	29008621	34	4,16,0,0	0,0,0,0	6,26,9,7,0,11,19,18,0	0,0,0,0,4,0,0,0,0	106	74	1	1.0	1.0,1.0,NA,NA	1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,NA	0.125
37	"ENSG00000237484"	"AP000476.1"	chr21	+	24438252	24438443	24438252	24438433	24441794	24441913	37	36,86,9,10	26,9,0,0	68,21,1,16,0,0,0,106,0	28,1,2,17,0,0,0,15,0	84	74	1	1.0	0.55,0.894,1.0,1.0	0.681,0.949,0.306,0.453,NA,NA,NA,0.862,NA	0.211
39	"ENSG00000100429"	"HDAC10"	chr22	-	50246678	50246966	50246874	50246966	50246297	50246376	39	80,179,79,66	0,0,0,0	383,188,251,151,298,110,241,353,100	0,0,0,1,0,0,0,0,0	270	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.976,1.0,1.0,1.0,1.0,1.0	0.003
40	"ENSG00000100429"	"HDAC10"	chr22	-	50250973	50251405	50251101	50251405	50250770	50250905	40	27,50,9,16	20,28,33,10	180,126,45,50,50,69,65,167,39	66,52,42,12,55,7,50,42,26	202	74	0.0109535171988	0.0913023095012	0.331,0.395,0.091,0.37	0.5,0.47,0.282,0.604,0.25,0.783,0.323,0.593,0.355	-0.165
42	"ENSG00000093000"	"NUP50"	chr22	+	45170987	45171177	45170987	45171143	45171599	45171683	42	5,13,0,47	0,0,0,0	71,29,26,13,48,18,26,0,37	2,0,0,0,0,0,0,0,0	108	74	1	1.0	1.0,1.0,NA,1.0	0.961,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0	0.005
43	"ENSG00000186654"	"PRR5"	chr22	+	44725243	44725296	44725243	44725292	44726576	44726634	43	1,1,5,0	44,90,436,25	4,3,0,1,5,1,2,4,0	321,230,94,100,238,114,103,395,77	78	74	1	1.0	0.021,0.01,0.011,0.0	0.012,0.012,0.0,0.009,0.02,0.008,0.018,0.01,0.0	0.001
44	"ENSG00000100271"	"TTLL1"	chr22	-	43069603	43069844	43069635	43069844	43068409	43068590	44	2,0,0,0	62,57,13,25	7,0,2,0,3,7,6,6,0	157,124,43,38,128,157,43,141,46	106	74	0.0505033899087	0.29375213493	0.022,0.0,0.0,0.0	0.03,0.0,0.031,0.0,0.016,0.03,0.089,0.029,0.0	-0.02
46	"ENSG00000100412"	"ACO2"	chr22	+	41515766	41515992	41515766	41515917	41517526	41517631	46	10,8,3,10	315,464,323,44	24,21,18,8,13,7,13,23,6	881,782,397,324,641,305,562,502,447	149	74	0.850703014819	1.0	0.016,0.008,0.005,0.101	0.013,0.013,0.022,0.012,0.01,0.011,0.011,0.022,0.007	0.019
47	"ENSG00000100410"	"PHF5A"	chr22	-	41468019	41468147	41468123	41468147	41467447	41467614	47	15,6,14,9	59,61,27,35	2,14,2,5,24,18,12,22,8	86,51,66,19,76,37,20,88,19	178	74	0.89662084978	1.0	0.096,0.039,0.177,0.097	0.01,0.102,0.012,0.099,0.116,0.168,0.2,0.094,0.149	-0.003
48	"ENSG00000100395"	"L3MBTL2"	chr22	+	41217122	41219536	41217122	41217202	41220733	41220868	48	53,193,52,7	6,0,24,0	233,177,41,63,311,173,350,140,17	1,7,5,0,0,0,6,0,0	2408	74	0.0910883164534	0.466312909964	0.214,1.0,0.062,1.0	0.877,0.437,0.201,1.0,1.0,1.0,0.642,1.0,1.0	-0.226
49	"ENSG00000100372"	"SLC25A17"	chr22	-	40797253	40797336	40797283	40797336	40792524	40792595	49	1,1,0,0	0,0,0,0	1,0,0,0,2,0,0,0,0	1,4,0,0,0,2,0,0,0	104	74	1	1.0	1.0,1.0,NA,NA	0.416,0.0,NA,NA,1.0,0.0,NA,NA,NA	0.646
50	"ENSG00000100372"	"SLC25A17"	chr22	-	40797253	40797336	40797283	40797336	40794513	40794580	50	1,1,0,0	5,12,0,0	1,0,0,0,2,0,0,0,0	15,25,0,0,14,6,8,0,8	104	74	1	1.0	0.125,0.056,NA,NA	0.045,0.0,NA,NA,0.092,0.0,0.0,NA,0.0	0.068
51	"ENSG00000196588"	"MKL1"	chr22	-	40416975	40417046	40416985	40417046	40410281	40411907	51	2,2,0,0	63,151,15,31	7,2,1,3,4,0,3,0,0	242,110,83,204,230,106,163,49,209	84	74	1	1.0	0.027,0.012,0.0,0.0	0.025,0.016,0.011,0.013,0.015,0.0,0.016,0.0,0.0	-0.001
52	"ENSG00000239900"	"ADSL"	chr22	+	40361487	40361677	40361487	40361635	40362980	40363071	52	18,13,5,4	434,468,275,102	34,30,19,7,25,27,18,62,24	809,970,276,245,487,330,413,803,504	116	74	0.00246991537515	0.0286694343874	0.026,0.017,0.011,0.024	0.026,0.019,0.042,0.018,0.032,0.05,0.027,0.047,0.029	-0.013
53	"ENSG00000100321"	"SYNGR1"	chr22	+	39374315	39374660	39374315	39374553	39376051	39376197	53	45,65,12,69	842,1144,530,1907	97,156,26,13,130,102,0,31,70	2397,3711,1025,629,3502,1489,15,1414,2268	181	74	0.19278164422	0.812415002274	0.021,0.023,0.009,0.015	0.016,0.017,0.01,0.008,0.015,0.027,0.0,0.009,0.012	0.004
54	"ENSG00000100316"	"RPL3"	chr22	-	39319389	39319623	39319594	39319623	39318399	39318592	54	5,6,69,14	99,93,147,126	14,8,4,7,26,0,32,13,22	114,127,111,91,88,45,64,151,84	279	74	0.10950260296	0.535784008475	0.013,0.017,0.111,0.029	0.032,0.016,0.009,0.02,0.073,0.0,0.117,0.022,0.065	0.003
57	"ENSG00000100124"	"ANKRD54"	chr22	-	37832957	37833206	37833158	37833206	37832636	37832744	57	163,133,479,403	0,0,0,0	231,231,89,102,286,267,783,688,172	2,9,0,0,9,3,32,0,0	275	74	1.26302310832e-08	1.3919610223e-06	1.0,1.0,1.0,1.0	0.969,0.874,1.0,1.0,0.895,0.96,0.868,1.0,1.0	0.048
60	"ENSG00000100225"	"FBXO7"	chr22	+	32487744	32493281	32487744	32487828	32495492	32495530	60	1468,1517,3000,2441	0,0,0,0	2072,2017,2710,1006,2132,1751,5786,1704,1732	0,0,0,0,0,0,0,0,2	5527	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.921	0.009
61	"ENSG00000184708"	"EIF4ENIF1"	chr22	-	31454143	31454376	31454179	31454376	31450288	31450360	61	40,60,161,21	10,6,0,0	112,77,42,110,158,25,134,61,52	4,11,4,0,8,20,13,0,0	110	74	0.608246331884	1.0	0.729,0.871,1.0,1.0	0.95,0.825,0.876,1.0,0.93,0.457,0.874,1.0,1.0	0.021
62	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197157	31196935	31196990	31201497	31201615	62	4,6,15,0	24,77,12,0	19,4,2,0,16,2,2,8,12	103,25,25,85,101,45,36,23,16	241	74	1	1.0	0.049,0.023,0.277,NA	0.054,0.047,0.024,0.0,0.046,0.013,0.017,0.096,0.187	0.063
63	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197158	31196935	31196990	31201497	31201615	63	4,6,18,0	24,77,12,0	17,4,2,0,16,2,2,8,12	103,25,25,85,101,45,36,23,16	242	74	1	1.0	0.048,0.023,0.314,NA	0.048,0.047,0.024,0.0,0.046,0.013,0.017,0.096,0.187	0.075
64	"ENSG00000138942"	"RNF185"	chr22	+	31196935	31197158	31196935	31197157	31201497	31201615	64	0,0,3,0	0,0,0,0	0,0,0,0,0,0,0,0,0	2,0,0,0,0,0,0,0,0	75	74	1	1.0	NA,NA,1.0,NA	0.0,NA,NA,NA,NA,NA,NA,NA,NA	1.0
65	"ENSG00000183963"	"SMTN"	chr22	+	31095302	31096897	31095302	31095455	31097268	31097338	65	267,0,8,32	0,0,0,0	27,22,15,5,4,29,1267,57,52	0,0,0,0,0,0,2,0,0	1516	74	1	1.0	1.0,NA,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.969,1.0,1.0	0.003
66	"ENSG00000183963"	"SMTN"	chr22	+	31100884	31101049	31100884	31100953	31104315	31104623	66	136,27,57,11	0,0,0,0	93,98,32,38,35,83,2593,53,48	0,0,0,0,0,0,3,0,0	170	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.997,1.0,1.0	0.0
68	"ENSG00000100029"	"PES1"	chr22	-	30584364	30584454	30584415	30584454	30581527	30581644	68	94,171,128,25	0,0,0,0	233,208,95,87,276,164,263,425,79	2,0,0,0,1,0,0,13,3	125	74	0.838060122049	1.0	1.0,1.0,1.0,1.0	0.986,1.0,1.0,1.0,0.994,1.0,1.0,0.951,0.94	0.014
69	"ENSG00000100029"	"PES1"	chr22	-	30605413	30605517	30605460	30605517	30592131	30592398	69	8,28,0,0	1,0,0,0	5,11,0,0,0,28,1,4,1	2,8,0,0,0,0,0,0,16	121	74	1	1.0	0.83,1.0,NA,NA	0.605,0.457,NA,NA,NA,1.0,1.0,1.0,0.037	0.232
70	"ENSG00000100003"	"SEC14L2"	chr22	+	30415758	30416087	30415758	30415865	30416233	30416403	70	0,0,0,12	2,0,0,0	0,0,0,6,0,0,24,31,0	0,0,0,0,0,0,11,0,0	296	74	1	1.0	0.0,NA,NA,1.0	NA,NA,NA,1.0,NA,NA,0.353,1.0,NA	-0.284
71	"ENSG00000187860"	"CCDC157"	chr22	+	30370325	30371727	30370325	30370950	30373596	30373764	71	0,0,0,167	0,0,0,0	23,18,4,11,24,0,91,0,8	0,0,0,0,0,0,7,0,0	851	74	1	1.0	NA,NA,NA,1.0	1.0,1.0,1.0,1.0,1.0,NA,0.531,NA,1.0	0.067
72	"ENSG00000100325"	"ASCC2"	chr22	-	29801993	29802208	29802114	29802208	29800990	29801110	72	258,387,220,115	0,0,0,0	716,553,353,315,864,417,528,383,345	0,0,0,0,0,0,0,0,4	195	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97	0.003
73	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29825621	29825780	73	7,14,8,20	0,0,0,0	4,0,6,4,11,30,6,7,8	4,3,1,5,3,0,0,6,0	121	74	1.14149985908e-07	8.39160938071e-06	1.0,1.0,1.0,1.0	0.379,0.0,0.786,0.329,0.692,1.0,1.0,0.416,1.0	0.378
74	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29827476	29827600	74	7,14,8,20	2,0,0,0	5,0,6,4,11,30,6,7,8	0,0,0,0,0,0,0,0,0	121	74	1	1.0	0.682,1.0,1.0,1.0	1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.08
75	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29832244	29832342	75	15,19,8,20	24,36,0,6	14,11,10,4,21,30,17,20,19	33,43,30,16,44,14,34,32,18	121	74	0.0415291961938	0.255597715644	0.277,0.244,1.0,0.671	0.206,0.135,0.169,0.133,0.226,0.567,0.234,0.277,0.392	0.288
76	"ENSG00000100325"	"ASCC2"	chr22	-	29834441	29834550	29834488	29834550	29833540	29833614	76	7,14,8,20	1,1,0,0	7,0,6,4,12,30,6,7,8	5,3,0,3,4,13,2,0,0	121	74	5.36530050288e-06	0.000201408053629	0.811,0.895,1.0,1.0	0.461,0.0,1.0,0.449,0.647,0.585,0.647,1.0,1.0	0.283
77	"ENSG00000186575"	"NF2"	chr22	+	29683019	29683079	29683019	29683064	29694751	29694811	77	0,1,0,0	9,8,23,16	5,1,0,0,2,0,1,0,2	37,22,23,8,33,12,35,9,29	89	74	0.218121958724	0.887202912075	0.0,0.094,0.0,0.0	0.101,0.036,0.0,0.0,0.048,0.0,0.023,0.0,0.054	-0.006
78	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288605	29288755	29291564	29291599	78	532,882,634,221	0,0,0,0	1672,1416,919,589,1095,524,603,1025,385	0,0,0,0,0,0,1,0,0	105	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0	0.0
79	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29288786	29288605	29288755	29292136	29292169	79	155,248,161,119	0,0,0,0	519,396,231,238,309,163,290,332,109	9,8,2,0,9,0,3,0,0	105	74	0.478675913806	1.0	1.0,1.0,1.0,1.0	0.976,0.972,0.988,1.0,0.96,1.0,0.986,1.0,1.0	0.013
80	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288755	29292136	29292169	80	3245,3051,5261,8380	0,0,0,0	5104,4432,3416,2122,5007,3307,4370,3897,2925	9,8,2,0,9,0,3,0,0	2918	74	0.000448295828317	0.00687776759212	1.0,1.0,1.0,1.0	0.935,0.934,0.977,1.0,0.934,1.0,0.974,1.0,1.0	0.027
81	"ENSG00000182944"	"EWSR1"	chr22	+	29288605	29291599	29288605	29288786	29292136	29292169	81	3090,2809,5115,8310	0,6,15,49	4640,4044,3187,1936,4759,3182,4190,3620,2833	55,8,2,52,61,38,110,55,17	2887	74	2.4292504599e-06	0.000107139727104	1.0,0.923,0.897,0.813	0.684,0.928,0.976,0.488,0.667,0.682,0.494,0.628,0.81	0.202
82	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29299598	29299851	82	495,138,1388,2606	22,2,51,263	506,389,477,78,304,307,702,456,533	21,13,100,0,6,21,55,58,50	459	74	0.378713430774	1.0	0.784,0.918,0.814,0.615	0.795,0.828,0.435,1.0,0.891,0.702,0.673,0.559,0.632	0.059
83	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299851	29298732	29298895	29300121	29300336	83	2811,2487,5563,8334	0,0,0,0	5198,4120,3524,1478,3392,2384,3982,4817,2703	0,0,9,0,0,0,2,0,0	1030	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.966,1.0,1.0,1.0,0.993,1.0,1.0	0.005
84	"ENSG00000182944"	"EWSR1"	chr22	+	29298732	29299280	29298732	29298895	29300121	29300525	84	425,107,1283,2550	0,0,0,0	403,339,381,72,284,296,671,422,423	0,0,9,0,0,0,2,0,0	459	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.872,1.0,1.0,1.0,0.982,1.0,1.0	0.016
85	"ENSG00000100209"	"HSCB"	chr22	+	28743881	28743978	28743881	28743923	28744614	28744704	85	21,75,0,34	0,2,0,0	78,116,15,71,85,140,92,213,36	2,0,0,3,1,0,1,0,0	129	74	1	1.0	1.0,0.956,NA,1.0	0.957,1.0,1.0,0.931,0.98,1.0,0.981,1.0,1.0	0.002
87	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28745863	28746008	87	1,15,0,13	14,38,0,12	26,41,3,11,11,147,58,124,8	45,70,10,32,40,84,25,88,1	79	74	1	1.0	0.063,0.27,NA,0.504	0.351,0.354,0.219,0.244,0.205,0.621,0.685,0.569,0.882	-0.18
88	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28751240	28751288	88	2,0,0,1	1,0,0,0	4,18,4,0,4,18,8,14,2	10,6,0,4,19,32,0,6,8	79	74	1	1.0	0.652,NA,NA,1.0	0.273,0.738,1.0,0.0,0.165,0.345,1.0,0.686,0.19	0.337
89	"ENSG00000100209"	"HSCB"	chr22	+	28744614	28744709	28744614	28744704	28757077	28757510	89	0,0,0,1	0,0,0,0	0,9,0,0,0,4,1,8,2	0,1,0,0,0,0,0,0,0	79	74	1	1.0	NA,NA,NA,1.0	NA,0.894,NA,NA,NA,1.0,1.0,1.0,1.0	0.021
90	"ENSG00000100099"	"HPS4"	chr22	-	26465454	26466262	26466225	26466262	26463916	26464826	90	98,105,37,93	0,0,0,0	228,207,87,210,575,144,403,368,24	0,0,1,0,0,0,0,0,0	845	74	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.884,1.0,1.0,1.0,1.0,1.0,1.0	0.013
92	"ENSG00000215481"	"BCRP3"	chr22	+	24647002	24647142	24647002	24647075	24648197	24648332	92	1,9,0,0	1,2,0,0	22,6,0,6,1,30,4,5,0	1,0,0,0,0,1,0,0,0	141	74	1	1.0	0.344,0.703,NA,NA	0.92,1.0,NA,1.0,1.0,0.94,1.0,1.0,NA	-0.456
93	"ENSG00000100031"	"GGT1"	chr22	+	24628080	24628388	24628080	24628193	24628692	24628996	93	28,41,21,21	2,0,0,0	20,17,19,33,12,23,5,86,6	1,0,0,0,0,0,0,0,1	269	74	1	1.0	0.794,1.0,1.0,1.0	0.846,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.623	0.008
94	"ENSG00000100028"	"SNRPD3"	chr22	+	24567983	24568176	24567983	24568037	24572017	24572061	94	1401,2078,291,209	0,0,0,0	2634,2465,1580,922,1804,1479,920,2958,846	1,4,0,0,1,9,5,0,0	213	74	1	1.0	1.0,1.0,1.0,1.0	0.999,0.995,1.0,1.0,0.998,0.983,0.985,1.0,1.0	0.004
95	"ENSG00000099956"	"SMARCB1"	chr22	+	23791755	23791894	23791755	23791867	23793558	23793688	95	176,156,75,17	192,204,157,92	383,315,103,126,155,103,120,310,89	468,298,259,97,120,150,207,200,242	101	74	0.0706465781889	0.382343904247	0.402,0.359,0.259,0.119	0.375,0.436,0.226,0.488,0.486,0.335,0.298,0.532,0.212	-0.092
96	"ENSG00000099956"	"SMARCB1"	chr22	+	23800943	23801135	23800943	23801081	23803294	23803422	96	31,35,37,13	566,535,469,241	62,45,19,16,27,34,44,53,22	1180,897,564,287,551,672,792,1175,904	128	74	0.013332392966	0.106598725029	0.031,0.036,0.044,0.03	0.029,0.028,0.019,0.031,0.028,0.028,0.031,0.025,0.014	0.009
97	"ENSG00000169314"	"C22orf15"	chr22	+	23764259	23764402	23764259	23764397	23764638	23764713	97	0,1,0,10	10,15,0,8	6,0,0,6,1,0,3,8,0	21,12,19,0,23,12,0,41,0	79	74	1	1.0	0.0,0.059,NA,0.539	0.211,0.0,0.0,1.0,0.039,0.0,1.0,0.155,NA	-0.101
98	"ENSG00000169314"	"C22orf15"	chr22	+	23764259	23764412	23764259	23764397	23764638	23764713	98	4,1,0,1	10,15,0,8	8,2,0,6,4,19,3,34,0	21,12,19,0,23,12,0,41,0	89	74	1	1.0	0.25,0.053,NA,0.094	0.241,0.122,0.0,1.0,0.126,0.568,1.0,0.408,NA	-0.301
